Year,Statistische Region,Nationalität,Schulform,Units,GeoCode,Value
2019,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR034,9.32180491758984
2019,Niedersachsen,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR0,9.28019944288276
2018,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR031,8.59369658850072
2018,Statistische Region Hannover,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR032,10.1069234118729
2018,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR033,6.67265782970119
2018,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR034,8.22470047471931
2018,Niedersachsen,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR0,8.43399211471334
2017,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR031,7.90471034109367
2017,Statistische Region Hannover,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR032,9.46386039955281
2017,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR033,5.77364618916951
2017,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR034,7.40007471049683
2017,Niedersachsen,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR0,7.66104831449435
2016,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR031,7.0535165060488
2016,Statistische Region Hannover,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR032,7.8111801242236
2016,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR033,5.19147481194438
2016,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR034,6.40339896058571
2016,Niedersachsen,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR0,6.61412318057586
2015,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR031,5.59194975349497
2015,Statistische Region Hannover,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR032,7.51095141999311
2015,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR033,4.06889248090965
2015,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR034,5.14437437769665
2015,Niedersachsen,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR0,5.58604175500736
2014,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR031,5.22363907049
2014,Statistische Region Hannover,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR032,7.07376930850296
2014,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR033,3.87601049306708
2014,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR034,4.98185776487663
2014,Niedersachsen,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR0,5.3038111290303
2013,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR031,5.8321479374111
2013,Statistische Region Hannover,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR032,7.70862148455509
2013,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR033,3.48036191651244
2013,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR034,4.61580793836417
2013,Niedersachsen,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR0,5.3643572379464
2012,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR031,6.30404120929662
2012,Statistische Region Hannover,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR032,8.46838824577026
2012,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR033,3.9211702559935
2012,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR034,4.85648211127738
2012,Niedersachsen,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR0,5.83890096632104
2011,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR031,6.38098033460522
2011,Statistische Region Hannover,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR032,8.59304084720121
2011,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR033,4.15521812484936
2011,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR034,5.0905897277429
2011,Niedersachsen,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR0,6.00274935084772
2010,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR031,6.59271180595471
2010,Statistische Region Hannover,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR032,8.59540597828438
2010,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR033,3.92560007650378
2010,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR034,4.62463041522047
2010,Niedersachsen,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR0,5.82851585715058
2005,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR031,7.33623082159501
2005,Statistische Region Hannover,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR032,9.87628780669453
2005,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR033,4.90412979351032
2005,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR034,5.15723270440252
2005,Niedersachsen,Ausländerinnen und Ausländer,Insgesamt,Prozent,SR0,6.69659788636387
2021,Statistische Region Braunschweig,Deutsche,Hauptschule,Anzahl,SR031,730.0
2021,Statistische Region Hannover,Deutsche,Hauptschule,Anzahl,SR032,572.0
2021,Statistische Region Lüneburg,Deutsche,Hauptschule,Anzahl,SR033,637.0
2021,Statistische Region Weser-Ems,Deutsche,Hauptschule,Anzahl,SR034,923.0
2021,Niedersachsen,Deutsche,Hauptschule,Anzahl,SR0,2862.0
2020,Statistische Region Braunschweig,Deutsche,Hauptschule,Anzahl,SR031,733.0
2020,Statistische Region Hannover,Deutsche,Hauptschule,Anzahl,SR032,334.0
2020,Statistische Region Lüneburg,Deutsche,Hauptschule,Anzahl,SR033,515.0
2020,Statistische Region Weser-Ems,Deutsche,Hauptschule,Anzahl,SR034,767.0
2020,Niedersachsen,Deutsche,Hauptschule,Anzahl,SR0,2349.0
2019,Statistische Region Braunschweig,Deutsche,Hauptschule,Anzahl,SR031,850.0
2019,Statistische Region Hannover,Deutsche,Hauptschule,Anzahl,SR032,392.0
2019,Statistische Region Lüneburg,Deutsche,Hauptschule,Anzahl,SR033,540.0
2019,Statistische Region Weser-Ems,Deutsche,Hauptschule,Anzahl,SR034,848.0
2019,Niedersachsen,Deutsche,Hauptschule,Anzahl,SR0,2630.0
2018,Statistische Region Braunschweig,Deutsche,Hauptschule,Anzahl,SR031,926.0
2018,Statistische Region Hannover,Deutsche,Hauptschule,Anzahl,SR032,877.0
2018,Statistische Region Lüneburg,Deutsche,Hauptschule,Anzahl,SR033,838.0
2018,Statistische Region Weser-Ems,Deutsche,Hauptschule,Anzahl,SR034,1230.0
2018,Niedersachsen,Deutsche,Hauptschule,Anzahl,SR0,3871.0
2017,Statistische Region Braunschweig,Deutsche,Hauptschule,Anzahl,SR031,1003.0
2017,Statistische Region Hannover,Deutsche,Hauptschule,Anzahl,SR032,886.0
2017,Statistische Region Lüneburg,Deutsche,Hauptschule,Anzahl,SR033,840.0
2017,Statistische Region Weser-Ems,Deutsche,Hauptschule,Anzahl,SR034,1402.0
2017,Niedersachsen,Deutsche,Hauptschule,Anzahl,SR0,4131.0
2016,Statistische Region Braunschweig,Deutsche,Hauptschule,Anzahl,SR031,1160.0
2016,Statistische Region Hannover,Deutsche,Hauptschule,Anzahl,SR032,1092.0
2016,Statistische Region Lüneburg,Deutsche,Hauptschule,Anzahl,SR033,1002.0
2016,Statistische Region Weser-Ems,Deutsche,Hauptschule,Anzahl,SR034,1732.0
2016,Niedersachsen,Deutsche,Hauptschule,Anzahl,SR0,4986.0
2015,Statistische Region Braunschweig,Deutsche,Hauptschule,Anzahl,SR031,1215.0
2015,Statistische Region Hannover,Deutsche,Hauptschule,Anzahl,SR032,1225.0
2015,Statistische Region Lüneburg,Deutsche,Hauptschule,Anzahl,SR033,1117.0
2015,Statistische Region Weser-Ems,Deutsche,Hauptschule,Anzahl,SR034,2110.0
2015,Niedersachsen,Deutsche,Hauptschule,Anzahl,SR0,5667.0
2014,Statistische Region Braunschweig,Deutsche,Hauptschule,Anzahl,SR031,1525.0
2014,Statistische Region Hannover,Deutsche,Hauptschule,Anzahl,SR032,1639.0
2014,Statistische Region Lüneburg,Deutsche,Hauptschule,Anzahl,SR033,1893.0
2014,Statistische Region Weser-Ems,Deutsche,Hauptschule,Anzahl,SR034,2855.0
2014,Niedersachsen,Deutsche,Hauptschule,Anzahl,SR0,7912.0
2013,Statistische Region Braunschweig,Deutsche,Hauptschule,Anzahl,SR031,1855.0
2013,Statistische Region Hannover,Deutsche,Hauptschule,Anzahl,SR032,2273.0
2013,Statistische Region Lüneburg,Deutsche,Hauptschule,Anzahl,SR033,2971.0
2013,Statistische Region Weser-Ems,Deutsche,Hauptschule,Anzahl,SR034,4624.0
2013,Niedersachsen,Deutsche,Hauptschule,Anzahl,SR0,11723.0
2012,Statistische Region Braunschweig,Deutsche,Hauptschule,Anzahl,SR031,2108.0
2012,Statistische Region Hannover,Deutsche,Hauptschule,Anzahl,SR032,2454.0
2012,Statistische Region Lüneburg,Deutsche,Hauptschule,Anzahl,SR033,3067.0
2012,Statistische Region Weser-Ems,Deutsche,Hauptschule,Anzahl,SR034,5026.0
2012,Niedersachsen,Deutsche,Hauptschule,Anzahl,SR0,12655.0
2011,Statistische Region Braunschweig,Deutsche,Hauptschule,Anzahl,SR031,2267.0
2011,Statistische Region Hannover,Deutsche,Hauptschule,Anzahl,SR032,2749.0
2011,Statistische Region Lüneburg,Deutsche,Hauptschule,Anzahl,SR033,3460.0
2011,Statistische Region Weser-Ems,Deutsche,Hauptschule,Anzahl,SR034,5474.0
2011,Niedersachsen,Deutsche,Hauptschule,Anzahl,SR0,13950.0
2010,Statistische Region Braunschweig,Deutsche,Hauptschule,Anzahl,SR031,2369.0
2010,Statistische Region Hannover,Deutsche,Hauptschule,Anzahl,SR032,2775.0
2010,Statistische Region Lüneburg,Deutsche,Hauptschule,Anzahl,SR033,3467.0
2010,Statistische Region Weser-Ems,Deutsche,Hauptschule,Anzahl,SR034,5565.0
2010,Niedersachsen,Deutsche,Hauptschule,Anzahl,SR0,14176.0
2005,Statistische Region Braunschweig,Deutsche,Hauptschule,Anzahl,SR031,3686.0
2005,Statistische Region Hannover,Deutsche,Hauptschule,Anzahl,SR032,3977.0
2005,Statistische Region Lüneburg,Deutsche,Hauptschule,Anzahl,SR033,5066.0
2005,Statistische Region Weser-Ems,Deutsche,Hauptschule,Anzahl,SR034,8129.0
2005,Niedersachsen,Deutsche,Hauptschule,Anzahl,SR0,20858.0
2021,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR031,402.0
2021,Statistische Region Hannover,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR032,243.0
2021,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR033,182.0
2021,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR034,355.0
2021,Niedersachsen,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR0,1182.0
2020,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR031,340.0
2020,Statistische Region Hannover,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR032,192.0
2020,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR033,141.0
2020,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR034,296.0
2020,Niedersachsen,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR0,969.0
2019,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR031,356.0
2019,Statistische Region Hannover,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR032,215.0
2019,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR033,131.0
2019,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR034,288.0
2019,Niedersachsen,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR0,990.0
2018,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR031,327.0
2018,Statistische Region Hannover,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR032,388.0
2018,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR033,165.0
2018,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR034,325.0
2018,Niedersachsen,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR0,1205.0
2017,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR031,295.0
2017,Statistische Region Hannover,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR032,338.0
2017,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR033,163.0
2017,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR034,275.0
2017,Niedersachsen,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR0,1071.0
2016,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR031,265.0
2016,Statistische Region Hannover,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR032,293.0
2016,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR033,186.0
2016,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR034,322.0
2016,Niedersachsen,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR0,1066.0
2015,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR031,223.0
2015,Statistische Region Hannover,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR032,309.0
2015,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR033,191.0
2015,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR034,343.0
2015,Niedersachsen,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR0,1066.0
2014,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR031,238.0
2014,Statistische Region Hannover,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR032,310.0
2014,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR033,233.0
2014,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR034,411.0
2014,Niedersachsen,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR0,1192.0
2013,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR031,261.0
2013,Statistische Region Hannover,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR032,431.0
2013,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR033,287.0
2013,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR034,491.0
2013,Niedersachsen,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR0,1470.0
2012,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR031,303.0
2012,Statistische Region Hannover,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR032,469.0
2012,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR033,326.0
2012,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR034,558.0
2012,Niedersachsen,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR0,1656.0
2011,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR031,328.0
2011,Statistische Region Hannover,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR032,497.0
2011,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR033,351.0
2011,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR034,613.0
2011,Niedersachsen,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR0,1789.0
2010,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR031,378.0
2010,Statistische Region Hannover,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR032,538.0
2010,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR033,357.0
2010,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR034,571.0
2010,Niedersachsen,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR0,1844.0
2005,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR031,555.0
2005,Statistische Region Hannover,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR032,686.0
2005,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR033,527.0
2005,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR034,699.0
2005,Niedersachsen,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR0,2467.0
2021,Statistische Region Braunschweig,Deutsche,Realschule,Anzahl,SR031,2267.0
2021,Statistische Region Hannover,Deutsche,Realschule,Anzahl,SR032,2408.0
2021,Statistische Region Lüneburg,Deutsche,Realschule,Anzahl,SR033,1687.0
2021,Statistische Region Weser-Ems,Deutsche,Realschule,Anzahl,SR034,2670.0
2021,Niedersachsen,Deutsche,Realschule,Anzahl,SR0,9032.0
2020,Statistische Region Braunschweig,Deutsche,Realschule,Anzahl,SR031,2073.0
2020,Statistische Region Hannover,Deutsche,Realschule,Anzahl,SR032,1555.0
2020,Statistische Region Lüneburg,Deutsche,Realschule,Anzahl,SR033,1287.0
2020,Statistische Region Weser-Ems,Deutsche,Realschule,Anzahl,SR034,2063.0
2020,Niedersachsen,Deutsche,Realschule,Anzahl,SR0,6978.0
2019,Statistische Region Braunschweig,Deutsche,Realschule,Anzahl,SR031,2115.0
2019,Statistische Region Hannover,Deutsche,Realschule,Anzahl,SR032,1708.0
2019,Statistische Region Lüneburg,Deutsche,Realschule,Anzahl,SR033,1341.0
2019,Statistische Region Weser-Ems,Deutsche,Realschule,Anzahl,SR034,2325.0
2019,Niedersachsen,Deutsche,Realschule,Anzahl,SR0,7489.0
2018,Statistische Region Braunschweig,Deutsche,Realschule,Anzahl,SR031,2369.0
2018,Statistische Region Hannover,Deutsche,Realschule,Anzahl,SR032,2956.0
2018,Statistische Region Lüneburg,Deutsche,Realschule,Anzahl,SR033,2107.0
2018,Statistische Region Weser-Ems,Deutsche,Realschule,Anzahl,SR034,2932.0
2018,Niedersachsen,Deutsche,Realschule,Anzahl,SR0,10364.0
2017,Statistische Region Braunschweig,Deutsche,Realschule,Anzahl,SR031,2487.0
2017,Statistische Region Hannover,Deutsche,Realschule,Anzahl,SR032,3186.0
2017,Statistische Region Lüneburg,Deutsche,Realschule,Anzahl,SR033,2174.0
2017,Statistische Region Weser-Ems,Deutsche,Realschule,Anzahl,SR034,3507.0
2017,Niedersachsen,Deutsche,Realschule,Anzahl,SR0,11354.0
2016,Statistische Region Braunschweig,Deutsche,Realschule,Anzahl,SR031,2545.0
2016,Statistische Region Hannover,Deutsche,Realschule,Anzahl,SR032,3486.0
2016,Statistische Region Lüneburg,Deutsche,Realschule,Anzahl,SR033,2448.0
2016,Statistische Region Weser-Ems,Deutsche,Realschule,Anzahl,SR034,4151.0
2016,Niedersachsen,Deutsche,Realschule,Anzahl,SR0,12630.0
2015,Statistische Region Braunschweig,Deutsche,Realschule,Anzahl,SR031,2856.0
2015,Statistische Region Hannover,Deutsche,Realschule,Anzahl,SR032,3782.0
2015,Statistische Region Lüneburg,Deutsche,Realschule,Anzahl,SR033,2824.0
2015,Statistische Region Weser-Ems,Deutsche,Realschule,Anzahl,SR034,4786.0
2015,Niedersachsen,Deutsche,Realschule,Anzahl,SR0,14248.0
2014,Statistische Region Braunschweig,Deutsche,Realschule,Anzahl,SR031,3550.0
2014,Statistische Region Hannover,Deutsche,Realschule,Anzahl,SR032,4372.0
2014,Statistische Region Lüneburg,Deutsche,Realschule,Anzahl,SR033,4787.0
2014,Statistische Region Weser-Ems,Deutsche,Realschule,Anzahl,SR034,6470.0
2014,Niedersachsen,Deutsche,Realschule,Anzahl,SR0,19179.0
2013,Statistische Region Braunschweig,Deutsche,Realschule,Anzahl,SR031,4394.0
2013,Statistische Region Hannover,Deutsche,Realschule,Anzahl,SR032,5719.0
2013,Statistische Region Lüneburg,Deutsche,Realschule,Anzahl,SR033,7449.0
2013,Statistische Region Weser-Ems,Deutsche,Realschule,Anzahl,SR034,10212.0
2013,Niedersachsen,Deutsche,Realschule,Anzahl,SR0,27774.0
2012,Statistische Region Braunschweig,Deutsche,Realschule,Anzahl,SR031,4822.0
2012,Statistische Region Hannover,Deutsche,Realschule,Anzahl,SR032,6253.0
2012,Statistische Region Lüneburg,Deutsche,Realschule,Anzahl,SR033,7418.0
2012,Statistische Region Weser-Ems,Deutsche,Realschule,Anzahl,SR034,10652.0
2012,Niedersachsen,Deutsche,Realschule,Anzahl,SR0,29145.0
2011,Statistische Region Braunschweig,Deutsche,Realschule,Anzahl,SR031,5244.0
2011,Statistische Region Hannover,Deutsche,Realschule,Anzahl,SR032,7156.0
2011,Statistische Region Lüneburg,Deutsche,Realschule,Anzahl,SR033,7851.0
2011,Statistische Region Weser-Ems,Deutsche,Realschule,Anzahl,SR034,11289.0
2011,Niedersachsen,Deutsche,Realschule,Anzahl,SR0,19179.0
2010,Statistische Region Braunschweig,Deutsche,Realschule,Anzahl,SR031,5306.0
2010,Statistische Region Hannover,Deutsche,Realschule,Anzahl,SR032,6804.0
2010,Statistische Region Lüneburg,Deutsche,Realschule,Anzahl,SR033,7849.0
2010,Statistische Region Weser-Ems,Deutsche,Realschule,Anzahl,SR034,11296.0
2010,Niedersachsen,Deutsche,Realschule,Anzahl,SR0,31255.0
2005,Statistische Region Braunschweig,Deutsche,Realschule,Anzahl,SR031,6073.0
2005,Statistische Region Hannover,Deutsche,Realschule,Anzahl,SR032,7446.0
2005,Statistische Region Lüneburg,Deutsche,Realschule,Anzahl,SR033,7733.0
2005,Statistische Region Weser-Ems,Deutsche,Realschule,Anzahl,SR034,11015.0
2005,Niedersachsen,Deutsche,Realschule,Anzahl,SR0,32267.0
2021,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Realschule,Anzahl,SR031,340.0
2021,Statistische Region Hannover,Ausländerinnen und Ausländer,Realschule,Anzahl,SR032,381.0
2021,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Realschule,Anzahl,SR033,144.0
2021,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Realschule,Anzahl,SR034,286.0
2021,Niedersachsen,Ausländerinnen und Ausländer,Realschule,Anzahl,SR0,1151.0
2020,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Realschule,Anzahl,SR031,277.0
2020,Statistische Region Hannover,Ausländerinnen und Ausländer,Realschule,Anzahl,SR032,300.0
2020,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Realschule,Anzahl,SR033,145.0
2020,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Realschule,Anzahl,SR034,242.0
2020,Niedersachsen,Ausländerinnen und Ausländer,Realschule,Anzahl,SR0,964.0
2019,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Realschule,Anzahl,SR031,294.0
2019,Statistische Region Hannover,Ausländerinnen und Ausländer,Realschule,Anzahl,SR032,317.0
2019,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Realschule,Anzahl,SR033,132.0
2019,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Realschule,Anzahl,SR034,228.0
2019,Niedersachsen,Ausländerinnen und Ausländer,Realschule,Anzahl,SR0,971.0
2018,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Realschule,Anzahl,SR031,247.0
2018,Statistische Region Hannover,Ausländerinnen und Ausländer,Realschule,Anzahl,SR032,471.0
2018,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Realschule,Anzahl,SR033,146.0
2018,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Realschule,Anzahl,SR034,260.0
2018,Niedersachsen,Ausländerinnen und Ausländer,Realschule,Anzahl,SR0,1124.0
2017,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Realschule,Anzahl,SR031,257.0
2017,Statistische Region Hannover,Ausländerinnen und Ausländer,Realschule,Anzahl,SR032,418.0
2017,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Realschule,Anzahl,SR033,138.0
2017,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Realschule,Anzahl,SR034,278.0
2017,Niedersachsen,Ausländerinnen und Ausländer,Realschule,Anzahl,SR0,1091.0
2016,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Realschule,Anzahl,SR031,272.0
2016,Statistische Region Hannover,Ausländerinnen und Ausländer,Realschule,Anzahl,SR032,404.0
2016,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Realschule,Anzahl,SR033,152.0
2016,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Realschule,Anzahl,SR034,279.0
2016,Niedersachsen,Ausländerinnen und Ausländer,Realschule,Anzahl,SR0,1107.0
2015,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Realschule,Anzahl,SR031,209.0
2015,Statistische Region Hannover,Ausländerinnen und Ausländer,Realschule,Anzahl,SR032,359.0
2015,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Realschule,Anzahl,SR033,106.0
2015,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Realschule,Anzahl,SR034,244.0
2015,Niedersachsen,Ausländerinnen und Ausländer,Realschule,Anzahl,SR0,918.0
2014,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Realschule,Anzahl,SR031,234.0
2014,Statistische Region Hannover,Ausländerinnen und Ausländer,Realschule,Anzahl,SR032,393.0
2014,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Realschule,Anzahl,SR033,163.0
2014,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Realschule,Anzahl,SR034,351.0
2014,Niedersachsen,Ausländerinnen und Ausländer,Realschule,Anzahl,SR0,1141.0
2013,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Realschule,Anzahl,SR031,367.0
2013,Statistische Region Hannover,Ausländerinnen und Ausländer,Realschule,Anzahl,SR032,523.0
2013,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Realschule,Anzahl,SR033,233.0
2013,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Realschule,Anzahl,SR034,470.0
2013,Niedersachsen,Ausländerinnen und Ausländer,Realschule,Anzahl,SR0,1593.0
2012,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Realschule,Anzahl,SR031,371.0
2012,Statistische Region Hannover,Ausländerinnen und Ausländer,Realschule,Anzahl,SR032,617.0
2012,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Realschule,Anzahl,SR033,258.0
2012,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Realschule,Anzahl,SR034,507.0
