Year,Nationalität,Schulart,Erreichter Abschluss,Units,Value
2014,Deutsche,Berufseinstiegsschule3),Erfolgreicher Besuch,Prozent,-
2014,Deutsche,Berufseinstiegsschule3),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,-
2014,Deutsche,Berufseinstiegsschule3),Ohne erfolgreichen Besuch/Abschluss,Prozent,-
2014,Ausländerinnen und Ausländer,Berufseinstiegsschule3),Insgesamt,Prozent,-
2014,Ausländerinnen und Ausländer,Berufseinstiegsschule3),Allgemeine Hochschulreife ¹⁾,Prozent,-
2014,Ausländerinnen und Ausländer,Berufseinstiegsschule3),Fachhochschulreife,Prozent,-
2014,Ausländerinnen und Ausländer,Berufseinstiegsschule3),Schulischer Teil der Fachhochschulreife,Prozent,-
2014,Ausländerinnen und Ausländer,Berufseinstiegsschule3),Realschulabschluss,Prozent,-
2014,Ausländerinnen und Ausländer,Berufseinstiegsschule3),Hauptschulabschluss,Prozent,-
2014,Ausländerinnen und Ausländer,Berufseinstiegsschule3),Erfolgreicher Besuch,Prozent,-
2014,Ausländerinnen und Ausländer,Berufseinstiegsschule3),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,-
2014,Ausländerinnen und Ausländer,Berufseinstiegsschule3),Ohne erfolgreichen Besuch/Abschluss,Prozent,-
2013,Deutsche,Berufseinstiegsschule3),Insgesamt,Prozent,-
2013,Deutsche,Berufseinstiegsschule3),Allgemeine Hochschulreife ¹⁾,Prozent,-
2013,Deutsche,Berufseinstiegsschule3),Fachhochschulreife,Prozent,-
2013,Deutsche,Berufseinstiegsschule3),Schulischer Teil der Fachhochschulreife,Prozent,-
2013,Deutsche,Berufseinstiegsschule3),Realschulabschluss,Prozent,-
2013,Deutsche,Berufseinstiegsschule3),Hauptschulabschluss,Prozent,-
2013,Deutsche,Berufseinstiegsschule3),Erfolgreicher Besuch,Prozent,-
2013,Deutsche,Berufseinstiegsschule3),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,-
2013,Deutsche,Berufseinstiegsschule3),Ohne erfolgreichen Besuch/Abschluss,Prozent,-
2013,Ausländerinnen und Ausländer,Berufseinstiegsschule3),Insgesamt,Prozent,-
2013,Ausländerinnen und Ausländer,Berufseinstiegsschule3),Allgemeine Hochschulreife ¹⁾,Prozent,-
2013,Ausländerinnen und Ausländer,Berufseinstiegsschule3),Fachhochschulreife,Prozent,-
2013,Ausländerinnen und Ausländer,Berufseinstiegsschule3),Schulischer Teil der Fachhochschulreife,Prozent,-
2013,Ausländerinnen und Ausländer,Berufseinstiegsschule3),Realschulabschluss,Prozent,-
2013,Ausländerinnen und Ausländer,Berufseinstiegsschule3),Hauptschulabschluss,Prozent,-
2013,Ausländerinnen und Ausländer,Berufseinstiegsschule3),Erfolgreicher Besuch,Prozent,-
2013,Ausländerinnen und Ausländer,Berufseinstiegsschule3),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,-
2013,Ausländerinnen und Ausländer,Berufseinstiegsschule3),Ohne erfolgreichen Besuch/Abschluss,Prozent,-
2020,Deutsche,Berufsfachschule,Insgesamt,Prozent,100
2020,Deutsche,Berufsfachschule,Allgemeine Hochschulreife ¹⁾,Prozent,-
2020,Deutsche,Berufsfachschule,Fachhochschulreife,Prozent,0.243716679360244
2020,Deutsche,Berufsfachschule,Schulischer Teil der Fachhochschulreife,Prozent,0.746382330540746
2020,Deutsche,Berufsfachschule,Realschulabschluss,Prozent,25.1485148514852
2020,Deutsche,Berufsfachschule,Hauptschulabschluss,Prozent,4.42498095963442
2020,Deutsche,Berufsfachschule,Erfolgreicher Besuch,Prozent,53.1302361005331
2020,Deutsche,Berufsfachschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,-
2020,Deutsche,Berufsfachschule,Ohne erfolgreichen Besuch/Abschluss,Prozent,16.3061690784463
2020,Ausländerinnen und Ausländer,Berufsfachschule,Insgesamt,Prozent,100
2020,Ausländerinnen und Ausländer,Berufsfachschule,Allgemeine Hochschulreife ¹⁾,Prozent,-
2020,Ausländerinnen und Ausländer,Berufsfachschule,Fachhochschulreife,Prozent,0.174520069808028
2020,Ausländerinnen und Ausländer,Berufsfachschule,Schulischer Teil der Fachhochschulreife,Prozent,0.488656195462478
2020,Ausländerinnen und Ausländer,Berufsfachschule,Realschulabschluss,Prozent,26.7015706806283
2020,Ausländerinnen und Ausländer,Berufsfachschule,Hauptschulabschluss,Prozent,7.53926701570681
2020,Ausländerinnen und Ausländer,Berufsfachschule,Erfolgreicher Besuch,Prozent,41.7801047120419
2020,Ausländerinnen und Ausländer,Berufsfachschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,-
2020,Ausländerinnen und Ausländer,Berufsfachschule,Ohne erfolgreichen Besuch/Abschluss,Prozent,23.3158813263525
2019,Deutsche,Berufsfachschule,Insgesamt,Prozent,100
2019,Deutsche,Berufsfachschule,Allgemeine Hochschulreife ¹⁾,Prozent,-
2019,Deutsche,Berufsfachschule,Fachhochschulreife,Prozent,0.465639672500097
2019,Deutsche,Berufsfachschule,Schulischer Teil der Fachhochschulreife,Prozent,0.609211904854294
2019,Deutsche,Berufsfachschule,Realschulabschluss,Prozent,23.5807690815257
2019,Deutsche,Berufsfachschule,Hauptschulabschluss,Prozent,3.41081060106321
2019,Deutsche,Berufsfachschule,Erfolgreicher Besuch,Prozent,54.588490939428
2019,Deutsche,Berufsfachschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,-
2019,Deutsche,Berufsfachschule,Ohne erfolgreichen Besuch/Abschluss,Prozent,17.3450778006286
2019,Ausländerinnen und Ausländer,Berufsfachschule,Insgesamt,Prozent,100
2019,Ausländerinnen und Ausländer,Berufsfachschule,Allgemeine Hochschulreife ¹⁾,Prozent,-
2019,Ausländerinnen und Ausländer,Berufsfachschule,Fachhochschulreife,Prozent,0.177226406734603
2019,Ausländerinnen und Ausländer,Berufsfachschule,Schulischer Teil der Fachhochschulreife,Prozent,0.53167922020381
2019,Ausländerinnen und Ausländer,Berufsfachschule,Realschulabschluss,Prozent,21.0899424014178
2019,Ausländerinnen und Ausländer,Berufsfachschule,Hauptschulabschluss,Prozent,7.17766947275144
2019,Ausländerinnen und Ausländer,Berufsfachschule,Erfolgreicher Besuch,Prozent,46.3447053610988
2019,Ausländerinnen und Ausländer,Berufsfachschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,-
2019,Ausländerinnen und Ausländer,Berufsfachschule,Ohne erfolgreichen Besuch/Abschluss,Prozent,24.6787771377935
2018,Deutsche,Berufsfachschule,Insgesamt,Prozent,100
2018,Deutsche,Berufsfachschule,Allgemeine Hochschulreife ¹⁾,Prozent,-
2018,Deutsche,Berufsfachschule,Fachhochschulreife,Prozent,0.393789378937894
2018,Deutsche,Berufsfachschule,Schulischer Teil der Fachhochschulreife,Prozent,0.75007500750075
2018,Deutsche,Berufsfachschule,Realschulabschluss,Prozent,23.4398439843984
2018,Deutsche,Berufsfachschule,Hauptschulabschluss,Prozent,2.93279327932793
2018,Deutsche,Berufsfachschule,Erfolgreicher Besuch,Prozent,54.1141614161416
2018,Deutsche,Berufsfachschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,-
2018,Deutsche,Berufsfachschule,Ohne erfolgreichen Besuch/Abschluss,Prozent,18.3693369336934
2018,Ausländerinnen und Ausländer,Berufsfachschule,Insgesamt,Prozent,100
2018,Ausländerinnen und Ausländer,Berufsfachschule,Allgemeine Hochschulreife ¹⁾,Prozent,-
2018,Ausländerinnen und Ausländer,Berufsfachschule,Fachhochschulreife,Prozent,0.403632694248234
2018,Ausländerinnen und Ausländer,Berufsfachschule,Schulischer Teil der Fachhochschulreife,Prozent,0.605449041372351
2018,Ausländerinnen und Ausländer,Berufsfachschule,Realschulabschluss,Prozent,20.1311806256307
2018,Ausländerinnen und Ausländer,Berufsfachschule,Hauptschulabschluss,Prozent,5.3481331987891
2018,Ausländerinnen und Ausländer,Berufsfachschule,Erfolgreicher Besuch,Prozent,46.8213925327952
2018,Ausländerinnen und Ausländer,Berufsfachschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,-
2018,Ausländerinnen und Ausländer,Berufsfachschule,Ohne erfolgreichen Besuch/Abschluss,Prozent,26.6902119071645
2017,Deutsche,Berufsfachschule,Insgesamt,Prozent,100
2017,Deutsche,Berufsfachschule,Allgemeine Hochschulreife ¹⁾,Prozent,-
2017,Deutsche,Berufsfachschule,Fachhochschulreife,Prozent,0.34808552958727
2017,Deutsche,Berufsfachschule,Schulischer Teil der Fachhochschulreife,Prozent,0.877317610286283
2017,Deutsche,Berufsfachschule,Realschulabschluss,Prozent,24.969808908148
2017,Deutsche,Berufsfachschule,Hauptschulabschluss,Prozent,2.71364637351708
2017,Deutsche,Berufsfachschule,Erfolgreicher Besuch,Prozent,53.3956098600554
2017,Deutsche,Berufsfachschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,-
2017,Deutsche,Berufsfachschule,Ohne erfolgreichen Besuch/Abschluss,Prozent,17.6955317184059
2017,Ausländerinnen und Ausländer,Berufsfachschule,Insgesamt,Prozent,100
2017,Ausländerinnen und Ausländer,Berufsfachschule,Allgemeine Hochschulreife ¹⁾,Prozent,-
2017,Ausländerinnen und Ausländer,Berufsfachschule,Fachhochschulreife,Prozent,5.51267916207277E-02
2017,Ausländerinnen und Ausländer,Berufsfachschule,Schulischer Teil der Fachhochschulreife,Prozent,0.606394707828004
2017,Ausländerinnen und Ausländer,Berufsfachschule,Realschulabschluss,Prozent,21.7750826901874
2017,Ausländerinnen und Ausländer,Berufsfachschule,Hauptschulabschluss,Prozent,4.13450937155458
2017,Ausländerinnen und Ausländer,Berufsfachschule,Erfolgreicher Besuch,Prozent,42.9988974641676
2017,Ausländerinnen und Ausländer,Berufsfachschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,-
2017,Ausländerinnen und Ausländer,Berufsfachschule,Ohne erfolgreichen Besuch/Abschluss,Prozent,30.4299889746417
2016,Deutsche,Berufsfachschule,Insgesamt,Prozent,100
2016,Deutsche,Berufsfachschule,Allgemeine Hochschulreife ¹⁾,Prozent,-
2016,Deutsche,Berufsfachschule,Fachhochschulreife,Prozent,0.242514062447371
2016,Deutsche,Berufsfachschule,Schulischer Teil der Fachhochschulreife,Prozent,1.04415776887063
2016,Deutsche,Berufsfachschule,Realschulabschluss,Prozent,25.5111320691165
2016,Deutsche,Berufsfachschule,Hauptschulabschluss,Prozent,3.20657482569302
2016,Deutsche,Berufsfachschule,Erfolgreicher Besuch,Prozent,52.7703863383745
2016,Deutsche,Berufsfachschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,-
2016,Deutsche,Berufsfachschule,Ohne erfolgreichen Besuch/Abschluss,Prozent,17.225234935498
2016,Ausländerinnen und Ausländer,Berufsfachschule,Insgesamt,Prozent,100
2016,Ausländerinnen und Ausländer,Berufsfachschule,Allgemeine Hochschulreife ¹⁾,Prozent,-
2016,Ausländerinnen und Ausländer,Berufsfachschule,Fachhochschulreife,Prozent,0.164563905650027
2016,Ausländerinnen und Ausländer,Berufsfachschule,Schulischer Teil der Fachhochschulreife,Prozent,0.822819528250137
2016,Ausländerinnen und Ausländer,Berufsfachschule,Realschulabschluss,Prozent,23.3680746023039
2016,Ausländerinnen und Ausländer,Berufsfachschule,Hauptschulabschluss,Prozent,4.33351618211739
2016,Ausländerinnen und Ausländer,Berufsfachschule,Erfolgreicher Besuch,Prozent,43.0060340098738
2016,Ausländerinnen und Ausländer,Berufsfachschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,-
2016,Ausländerinnen und Ausländer,Berufsfachschule,Ohne erfolgreichen Besuch/Abschluss,Prozent,28.3049917718047
2015,Deutsche,Berufsfachschule,Insgesamt,Prozent,100
2015,Deutsche,Berufsfachschule,Allgemeine Hochschulreife ¹⁾,Prozent,-
2015,Deutsche,Berufsfachschule,Fachhochschulreife,Prozent,0.446839269286371
2015,Deutsche,Berufsfachschule,Schulischer Teil der Fachhochschulreife,Prozent,1.03495860165593
2015,Deutsche,Berufsfachschule,Realschulabschluss,Prozent,24.2311736101985
2015,Deutsche,Berufsfachschule,Hauptschulabschluss,Prozent,3.1508739650414
2015,Deutsche,Berufsfachschule,Erfolgreicher Besuch,Prozent,53.5517150742542
2015,Deutsche,Berufsfachschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,-
2015,Deutsche,Berufsfachschule,Ohne erfolgreichen Besuch/Abschluss,Prozent,17.5844394795637
2015,Ausländerinnen und Ausländer,Berufsfachschule,Insgesamt,Prozent,100
2015,Ausländerinnen und Ausländer,Berufsfachschule,Allgemeine Hochschulreife ¹⁾,Prozent,-
2015,Ausländerinnen und Ausländer,Berufsfachschule,Fachhochschulreife,Prozent,0.226116449971735
2015,Ausländerinnen und Ausländer,Berufsfachschule,Schulischer Teil der Fachhochschulreife,Prozent,0.678349349915206
2015,Ausländerinnen und Ausländer,Berufsfachschule,Realschulabschluss,Prozent,23.0073487846241
2015,Ausländerinnen und Ausländer,Berufsfachschule,Hauptschulabschluss,Prozent,4.91803278688525
2015,Ausländerinnen und Ausländer,Berufsfachschule,Erfolgreicher Besuch,Prozent,42.1141888072357
2015,Ausländerinnen und Ausländer,Berufsfachschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,-
2015,Ausländerinnen und Ausländer,Berufsfachschule,Ohne erfolgreichen Besuch/Abschluss,Prozent,29.055963821368
2014,Deutsche,Berufsfachschule,Insgesamt,Prozent,100
2014,Deutsche,Berufsfachschule,Allgemeine Hochschulreife ¹⁾,Prozent,-
2014,Deutsche,Berufsfachschule,Fachhochschulreife,Prozent,0.346155090420886
2014,Deutsche,Berufsfachschule,Schulischer Teil der Fachhochschulreife,Prozent,1.13228300604963
2014,Deutsche,Berufsfachschule,Realschulabschluss,Prozent,23.8394099187991
2014,Deutsche,Berufsfachschule,Hauptschulabschluss,Prozent,3.50684222445084
2014,Deutsche,Berufsfachschule,Erfolgreicher Besuch,Prozent,53.7446216557213
2014,Deutsche,Berufsfachschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,-
2014,Deutsche,Berufsfachschule,Ohne erfolgreichen Besuch/Abschluss,Prozent,17.4306881045582
2014,Ausländerinnen und Ausländer,Berufsfachschule,Insgesamt,Prozent,100
2014,Ausländerinnen und Ausländer,Berufsfachschule,Allgemeine Hochschulreife ¹⁾,Prozent,-
2014,Ausländerinnen und Ausländer,Berufsfachschule,Fachhochschulreife,Prozent,0.167597765363128
2014,Ausländerinnen und Ausländer,Berufsfachschule,Schulischer Teil der Fachhochschulreife,Prozent,1.73184357541899
2014,Ausländerinnen und Ausländer,Berufsfachschule,Realschulabschluss,Prozent,21.9553072625698
2014,Ausländerinnen und Ausländer,Berufsfachschule,Hauptschulabschluss,Prozent,4.1340782122905
2014,Ausländerinnen und Ausländer,Berufsfachschule,Erfolgreicher Besuch,Prozent,43.854748603352
2014,Ausländerinnen und Ausländer,Berufsfachschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,-
2014,Ausländerinnen und Ausländer,Berufsfachschule,Ohne erfolgreichen Besuch/Abschluss,Prozent,28.1564245810056
2013,Deutsche,Berufsfachschule,Insgesamt,Prozent,100
2013,Deutsche,Berufsfachschule,Allgemeine Hochschulreife ¹⁾,Prozent,-
2013,Deutsche,Berufsfachschule,Fachhochschulreife,Prozent,0.358056265984655
2013,Deutsche,Berufsfachschule,Schulischer Teil der Fachhochschulreife,Prozent,1.20204603580563
2013,Deutsche,Berufsfachschule,Realschulabschluss,Prozent,23.3152173913043
2013,Deutsche,Berufsfachschule,Hauptschulabschluss,Prozent,2.97953964194373
2013,Deutsche,Berufsfachschule,Erfolgreicher Besuch,Prozent,54.6547314578005
2013,Deutsche,Berufsfachschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,-
2013,Deutsche,Berufsfachschule,Ohne erfolgreichen Besuch/Abschluss,Prozent,17.4904092071611
2013,Ausländerinnen und Ausländer,Berufsfachschule,Insgesamt,Prozent,100
2013,Ausländerinnen und Ausländer,Berufsfachschule,Allgemeine Hochschulreife ¹⁾,Prozent,-
2013,Ausländerinnen und Ausländer,Berufsfachschule,Fachhochschulreife,Prozent,5.80720092915215E-02
2013,Ausländerinnen und Ausländer,Berufsfachschule,Schulischer Teil der Fachhochschulreife,Prozent,0.232288037166086
2013,Ausländerinnen und Ausländer,Berufsfachschule,Realschulabschluss,Prozent,22.938443670151
2013,Ausländerinnen und Ausländer,Berufsfachschule,Hauptschulabschluss,Prozent,2.78745644599303
2013,Ausländerinnen und Ausländer,Berufsfachschule,Erfolgreicher Besuch,Prozent,43.7862950058072
2013,Ausländerinnen und Ausländer,Berufsfachschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,-
2013,Ausländerinnen und Ausländer,Berufsfachschule,Ohne erfolgreichen Besuch/Abschluss,Prozent,30.1974448315912
2020,Deutsche,Fachoberschule,Insgesamt,Prozent,100
2020,Deutsche,Fachoberschule,Allgemeine Hochschulreife ¹⁾,Prozent,-
2020,Deutsche,Fachoberschule,Fachhochschulreife,Prozent,90.9283225485316
2020,Deutsche,Fachoberschule,Schulischer Teil der Fachhochschulreife,Prozent,-
2020,Deutsche,Fachoberschule,Realschulabschluss,Prozent,-
2020,Deutsche,Fachoberschule,Hauptschulabschluss,Prozent,-
2020,Deutsche,Fachoberschule,Erfolgreicher Besuch,Prozent,-
2020,Deutsche,Fachoberschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,-
2020,Deutsche,Fachoberschule,Ohne erfolgreichen Besuch/Abschluss,Prozent,9.07167745146839
2020,Ausländerinnen und Ausländer,Fachoberschule,Insgesamt,Prozent,100
2020,Ausländerinnen und Ausländer,Fachoberschule,Allgemeine Hochschulreife ¹⁾,Prozent,-
2020,Ausländerinnen und Ausländer,Fachoberschule,Fachhochschulreife,Prozent,85.1203501094092
2020,Ausländerinnen und Ausländer,Fachoberschule,Schulischer Teil der Fachhochschulreife,Prozent,-
2020,Ausländerinnen und Ausländer,Fachoberschule,Realschulabschluss,Prozent,-
2020,Ausländerinnen und Ausländer,Fachoberschule,Hauptschulabschluss,Prozent,-
2020,Ausländerinnen und Ausländer,Fachoberschule,Erfolgreicher Besuch,Prozent,-
2020,Ausländerinnen und Ausländer,Fachoberschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,-
2020,Ausländerinnen und Ausländer,Fachoberschule,Ohne erfolgreichen Besuch/Abschluss,Prozent,14.8796498905908
2019,Deutsche,Fachoberschule,Insgesamt,Prozent,100
2019,Deutsche,Fachoberschule,Allgemeine Hochschulreife ¹⁾,Prozent,-
2019,Deutsche,Fachoberschule,Fachhochschulreife,Prozent,88.778236580034
2019,Deutsche,Fachoberschule,Schulischer Teil der Fachhochschulreife,Prozent,-
2019,Deutsche,Fachoberschule,Realschulabschluss,Prozent,-
2019,Deutsche,Fachoberschule,Hauptschulabschluss,Prozent,-
2019,Deutsche,Fachoberschule,Erfolgreicher Besuch,Prozent,-
2019,Deutsche,Fachoberschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,-
2019,Deutsche,Fachoberschule,Ohne erfolgreichen Besuch/Abschluss,Prozent,11.221763419966
2019,Ausländerinnen und Ausländer,Fachoberschule,Insgesamt,Prozent,100
2019,Ausländerinnen und Ausländer,Fachoberschule,Allgemeine Hochschulreife ¹⁾,Prozent,-
2019,Ausländerinnen und Ausländer,Fachoberschule,Fachhochschulreife,Prozent,83.4862385321101
2019,Ausländerinnen und Ausländer,Fachoberschule,Schulischer Teil der Fachhochschulreife,Prozent,-
2019,Ausländerinnen und Ausländer,Fachoberschule,Realschulabschluss,Prozent,-
2019,Ausländerinnen und Ausländer,Fachoberschule,Hauptschulabschluss,Prozent,-
2019,Ausländerinnen und Ausländer,Fachoberschule,Erfolgreicher Besuch,Prozent,-
2019,Ausländerinnen und Ausländer,Fachoberschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,-
2019,Ausländerinnen und Ausländer,Fachoberschule,Ohne erfolgreichen Besuch/Abschluss,Prozent,16.5137614678899
2018,Deutsche,Fachoberschule,Insgesamt,Prozent,100
2018,Deutsche,Fachoberschule,Allgemeine Hochschulreife ¹⁾,Prozent,-
2018,Deutsche,Fachoberschule,Fachhochschulreife,Prozent,89.8651587646803
2018,Deutsche,Fachoberschule,Schulischer Teil der Fachhochschulreife,Prozent,-
2018,Deutsche,Fachoberschule,Realschulabschluss,Prozent,-
2018,Deutsche,Fachoberschule,Hauptschulabschluss,Prozent,-
2018,Deutsche,Fachoberschule,Erfolgreicher Besuch,Prozent,-
2018,Deutsche,Fachoberschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,-
2018,Deutsche,Fachoberschule,Ohne erfolgreichen Besuch/Abschluss,Prozent,10.1348412353197
2018,Ausländerinnen und Ausländer,Fachoberschule,Insgesamt,Prozent,100
2018,Ausländerinnen und Ausländer,Fachoberschule,Allgemeine Hochschulreife ¹⁾,Prozent,-
2018,Ausländerinnen und Ausländer,Fachoberschule,Fachhochschulreife,Prozent,85.1301115241636
2018,Ausländerinnen und Ausländer,Fachoberschule,Schulischer Teil der Fachhochschulreife,Prozent,-
2018,Ausländerinnen und Ausländer,Fachoberschule,Realschulabschluss,Prozent,-
2018,Ausländerinnen und Ausländer,Fachoberschule,Hauptschulabschluss,Prozent,-
2018,Ausländerinnen und Ausländer,Fachoberschule,Erfolgreicher Besuch,Prozent,-
2018,Ausländerinnen und Ausländer,Fachoberschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,-
2018,Ausländerinnen und Ausländer,Fachoberschule,Ohne erfolgreichen Besuch/Abschluss,Prozent,14.8698884758364
2017,Deutsche,Fachoberschule,Insgesamt,Prozent,100
2017,Deutsche,Fachoberschule,Allgemeine Hochschulreife ¹⁾,Prozent,-
2017,Deutsche,Fachoberschule,Fachhochschulreife,Prozent,89.5186175684016
2017,Deutsche,Fachoberschule,Schulischer Teil der Fachhochschulreife,Prozent,-
2017,Deutsche,Fachoberschule,Realschulabschluss,Prozent,-
2017,Deutsche,Fachoberschule,Hauptschulabschluss,Prozent,-
2017,Deutsche,Fachoberschule,Erfolgreicher Besuch,Prozent,-
2017,Deutsche,Fachoberschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,-
2017,Deutsche,Fachoberschule,Ohne erfolgreichen Besuch/Abschluss,Prozent,10.4813824315984
2017,Ausländerinnen und Ausländer,Fachoberschule,Insgesamt,Prozent,100
2017,Ausländerinnen und Ausländer,Fachoberschule,Allgemeine Hochschulreife ¹⁾,Prozent,-
2017,Ausländerinnen und Ausländer,Fachoberschule,Fachhochschulreife,Prozent,82.9136690647482
2017,Ausländerinnen und Ausländer,Fachoberschule,Schulischer Teil der Fachhochschulreife,Prozent,-
2017,Ausländerinnen und Ausländer,Fachoberschule,Realschulabschluss,Prozent,-
2017,Ausländerinnen und Ausländer,Fachoberschule,Hauptschulabschluss,Prozent,-
2017,Ausländerinnen und Ausländer,Fachoberschule,Erfolgreicher Besuch,Prozent,-
2017,Ausländerinnen und Ausländer,Fachoberschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,-
2017,Ausländerinnen und Ausländer,Fachoberschule,Ohne erfolgreichen Besuch/Abschluss,Prozent,17.0863309352518
2016,Deutsche,Fachoberschule,Insgesamt,Prozent,100
2016,Deutsche,Fachoberschule,Allgemeine Hochschulreife ¹⁾,Prozent,-
2016,Deutsche,Fachoberschule,Fachhochschulreife,Prozent,90.9827961241843
2016,Deutsche,Fachoberschule,Schulischer Teil der Fachhochschulreife,Prozent,-
2016,Deutsche,Fachoberschule,Realschulabschluss,Prozent,-
2016,Deutsche,Fachoberschule,Hauptschulabschluss,Prozent,-
2016,Deutsche,Fachoberschule,Erfolgreicher Besuch,Prozent,-
2016,Deutsche,Fachoberschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,-
2016,Deutsche,Fachoberschule,Ohne erfolgreichen Besuch/Abschluss,Prozent,9.0172038758157
2016,Ausländerinnen und Ausländer,Fachoberschule,Insgesamt,Prozent,100
2016,Ausländerinnen und Ausländer,Fachoberschule,Allgemeine Hochschulreife ¹⁾,Prozent,-
2016,Ausländerinnen und Ausländer,Fachoberschule,Fachhochschulreife,Prozent,81.7708333333333
2016,Ausländerinnen und Ausländer,Fachoberschule,Schulischer Teil der Fachhochschulreife,Prozent,-
2016,Ausländerinnen und Ausländer,Fachoberschule,Realschulabschluss,Prozent,-
2016,Ausländerinnen und Ausländer,Fachoberschule,Hauptschulabschluss,Prozent,-
2016,Ausländerinnen und Ausländer,Fachoberschule,Erfolgreicher Besuch,Prozent,-
2016,Ausländerinnen und Ausländer,Fachoberschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,-
2016,Ausländerinnen und Ausländer,Fachoberschule,Ohne erfolgreichen Besuch/Abschluss,Prozent,18.2291666666667
2015,Deutsche,Fachoberschule,Insgesamt,Prozent,100
2015,Deutsche,Fachoberschule,Allgemeine Hochschulreife ¹⁾,Prozent,-
2015,Deutsche,Fachoberschule,Fachhochschulreife,Prozent,92.1429974464742
2015,Deutsche,Fachoberschule,Schulischer Teil der Fachhochschulreife,Prozent,-
2015,Deutsche,Fachoberschule,Realschulabschluss,Prozent,-
2015,Deutsche,Fachoberschule,Hauptschulabschluss,Prozent,-
2015,Deutsche,Fachoberschule,Erfolgreicher Besuch,Prozent,-
2015,Deutsche,Fachoberschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,-
2015,Deutsche,Fachoberschule,Ohne erfolgreichen Besuch/Abschluss,Prozent,7.85700255352583
2015,Ausländerinnen und Ausländer,Fachoberschule,Insgesamt,Prozent,100
2015,Ausländerinnen und Ausländer,Fachoberschule,Allgemeine Hochschulreife ¹⁾,Prozent,-
2015,Ausländerinnen und Ausländer,Fachoberschule,Fachhochschulreife,Prozent,83.7662337662338
2015,Ausländerinnen und Ausländer,Fachoberschule,Schulischer Teil der Fachhochschulreife,Prozent,-
2015,Ausländerinnen und Ausländer,Fachoberschule,Realschulabschluss,Prozent,-
2015,Ausländerinnen und Ausländer,Fachoberschule,Hauptschulabschluss,Prozent,-
2015,Ausländerinnen und Ausländer,Fachoberschule,Erfolgreicher Besuch,Prozent,-
2015,Ausländerinnen und Ausländer,Fachoberschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,-
2015,Ausländerinnen und Ausländer,Fachoberschule,Ohne erfolgreichen Besuch/Abschluss,Prozent,16.2337662337662
2014,Deutsche,Fachoberschule,Insgesamt,Prozent,100
2014,Deutsche,Fachoberschule,Allgemeine Hochschulreife ¹⁾,Prozent,-
2014,Deutsche,Fachoberschule,Fachhochschulreife,Prozent,92.1653424519763
2014,Deutsche,Fachoberschule,Schulischer Teil der Fachhochschulreife,Prozent,-
2014,Deutsche,Fachoberschule,Realschulabschluss,Prozent,3.01719802876395E-02
2014,Deutsche,Fachoberschule,Hauptschulabschluss,Prozent,-
2014,Deutsche,Fachoberschule,Erfolgreicher Besuch,Prozent,-
