Year,Gebietseinheit,Migrationshintergrund,GeoCode,Value
   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03241999,22,96.0
Diepholz,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03251,16,56.0
Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03252,28,3.0
Hildesheim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03254,18,62.0
Holzminden,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03255,18,96.0
Nienburg (Weser),Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03256,21,42.0
Schaumburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03257,16,82.0
Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K032,24,74.0
Celle,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03351,18,21.0
Cuxhaven,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03352,14,51.0
Harburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03353,18,43.0
Lüchow-Dannenberg und Uelzen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03354360,14,37.0
Lüneburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03355,14,19.0
Osterholz,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03356,9,34.0
Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03357,17,59.0
Heidekreis,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03358,17,1.0
Stade,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03359,18,68.0
Verden,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03361,19,1.0
Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K033,16,53.0
Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03401,32,2.0
Emden  Stadt und Leer,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03402457,19,38.0
Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03403,15,58.0
Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03404,24,79.0
Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03405,28,67.0
Ammerland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03451,14,27.0
Aurich,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03452,11,12.0
Cloppenburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03453,27,18.0
Emsland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03454,25,2.0
Friesland und Wittmund,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03455462,7,9.0
Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03456,26,61.0
Oldenburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03458,15,16.0
Osnabrück,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03459,21,78.0
Vechta,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03460,31,51.0
Wesermarsch,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03461,13,93.0
Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K034,20,79.0
Niedersachsen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K030,20,92.0
Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03101,25,25.0
Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03102,34,95.0
Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03103,33,38.0
Gifhorn,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03151,19,28.0
Goslar,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03153,14,85.0
Helmstedt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03154,14,26.0
Northeim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03155,19,54.0
Peine,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03157,17,42.0
Göttingen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03159,18,29.0
Wolfenbüttel,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03158,13,81.0
Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K031,20,92.0
Hannover  Region,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03241,29,8.0
   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03241001,34,69.0
   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03241999,24,18.0
Diepholz,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03251,15,52.0
Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03252,29,41.0
Hildesheim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03254,19,64.0
Holzminden,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03255,16,63.0
Nienburg (Weser),Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03256,21,72.0
Schaumburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03257,18,3.0
Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K032,24,91.0
Celle,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03351,19,24.0
Cuxhaven,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03352,13,91.0
Harburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03353,18,14.0
Lüchow-Dannenberg und Uelzen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03354360,12,23.0
Lüneburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03355,17,36.0
Osterholz,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03356,17,19.0
Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03357,17,44.0
Heidekreis,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03358,16,23.0
Stade,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03359,18,7.0
Verden,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03361,17,44.0
Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K033,16,95.0
Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03401,35,66.0
Emden  Stadt und Leer,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03402457,17,71.0
Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03403,17,93.0
Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03404,26,77.0
Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03405,19,69.0
Ammerland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03451,11,17.0
Aurich,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03452,9,8.0
Cloppenburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03453,28,22.0
Emsland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03454,21,89.0
Friesland und Wittmund,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03455462,8,75.0
Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03456,23,55.0
Oldenburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03458,15,44.0
Osnabrück,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03459,23,3.0
Vechta,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03460,32,29.0
Wesermarsch,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03461,15,4.0
Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K034,20,38.0
Niedersachsen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K030,20,97.0
Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03101,24,47.0
Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03102,27,2.0
Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03103,32,87.0
Gifhorn,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03151,21,97.0
Goslar,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03153,13,15.0
Helmstedt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03154,11,3.0
Northeim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03155,20,65.0
Peine,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03157,16,19.0
Göttingen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03159,18,68.0
Wolfenbüttel,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03158,12,18.0
Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K031,20,15.0
Hannover  Region,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03241,27,5.0
   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03241001,32,87.0
   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03241999,22,82.0
Diepholz,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03251,14,8.0
Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03252,21,99.0
Hildesheim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03254,15,8.0
Holzminden,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03255,16,48.0
Nienburg (Weser),Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03256,18,94.0
Schaumburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03257,14,49.0
Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K032,22,57.0
Celle,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03351,20,91.0
Cuxhaven,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03352,13,5.0
Harburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03353,14,58.0
Lüchow-Dannenberg und Uelzen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03354360,10,85.0
Lüneburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03355,14,4.0
Osterholz,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03356,17,16.0
Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03357,16,4.0
Heidekreis,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03358,14,2.0
Stade,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03359,14,85.0
Verden,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03361,21,14.0
Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K033,15,66.0
Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03401,33,69.0
Emden  Stadt und Leer,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03402457,12,52.0
Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03403,17,34.0
Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03404,26,84.0
Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03405,13,67.0
Ammerland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03451,9,38.0
Aurich,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03452,8,22.0
Cloppenburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03453,27,24.0
Emsland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03454,23,4.0
Friesland und Wittmund,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03455462,8,95.0
Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03456,24,34.0
Oldenburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03458,12,21.0
Osnabrück,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03459,23,86.0
Vechta,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03460,27,68.0
Wesermarsch,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03461,14,83.0
Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K034,19,33.0
Niedersachsen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K030,19,58.0
Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03101,21,86.0
Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03102,29,2.0
Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03103,31,5.0
Gifhorn,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03151,20,8.0
Goslar,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03153,10,75.0
Helmstedt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03154,15,6.0
Northeim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03155,11,5.0
Peine,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03157,17,68.0
Göttingen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03159,12,7.0
Wolfenbüttel,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03158,14,91.0
Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K031,17,97.0
Hannover  Region,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03241,25,57.0
   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03241001,31,71.0
   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03241999,20,27.0
Diepholz,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03251,14,27.0
Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03252,14,11.0
Hildesheim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03254,17,18.0
Holzminden,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03255,8,19.0
Nienburg (Weser),Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03256,17,13.0
Schaumburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03257,13,96.0
Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K032,20,72.0
Celle,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03351,18,38.0
Cuxhaven,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03352,9,24.0
Harburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03353,13,77.0
Lüchow-Dannenberg und Uelzen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03354360,10,88.0
Lüneburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03355,15,12.0
Osterholz,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03356,10,25.0
Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03357,11,3.0
Heidekreis,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03358,16,17.0
Stade,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03359,15,68.0
Verden,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03361,19,28.0
Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K033,14,11.0
Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03401,30,29.0
Emden  Stadt und Leer,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03402457,15,5.0
Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03403,14,94.0
Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03404,25,95.0
Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03405,16,8.0
Ammerland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03451,8,75.0
Aurich,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03452,10,19.0
Cloppenburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03453,28,57.0
Emsland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03454,16,65.0
Friesland und Wittmund,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03455462,8,39.0
Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03456,22,94.0
Oldenburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03458,11,79.0
Osnabrück,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03459,20,76.0
Vechta,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03460,21,53.0
Wesermarsch,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03461,12,95.0
Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K034,17,81.0
Niedersachsen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K030,17,84.0
Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03101,19,9.0
Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03102,27,29.0
Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03103,33,47.0
Gifhorn,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03151,19,62.0
Goslar,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03153,10,72.0
Helmstedt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03154,18,51.0
Northeim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03155,10,4.0
Peine,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03157,18,33.0
Göttingen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03159,11,46.0
Wolfenbüttel,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03158,15,28.0
Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K031,17,4.0
Hannover  Region,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03241,24,22.0
   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03241001,29,97.0
   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03241999,19,32.0
Diepholz,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03251,14,91.0
Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03252,17,99.0
Hildesheim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03254,17,13.0
Holzminden,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03255,7,3.0
Nienburg (Weser),Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03256,17,66.0
Schaumburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03257,15,1.0
Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K032,20,28.0
Celle,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03351,17,44.0
Cuxhaven,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03352,11,66.0
Harburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03353,13,41.0
Lüchow-Dannenberg und Uelzen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03354360,9,98.0
Lüneburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03355,13,2.0
Osterholz,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03356,7,75.0
Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03357,11,2.0
Heidekreis,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03358,17,17.0
Stade,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03359,13,48.0
Verden,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03361,19,92.0
Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K033,13,7.0
Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03401,27,25.0
Emden  Stadt und Leer,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03402457,12,64.0
Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03403,14,5.0
Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03404,28,54.0
Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03405,16,26.0
Ammerland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03451,9,2.0
Aurich,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03452,7,28.0
Cloppenburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03453,30,91.0
Emsland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03454,17,27.0
Friesland und Wittmund,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03455462,6,14.0
Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03456,22,94.0
Oldenburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03458,12,26.0
Osnabrück,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03459,21,15.0
Vechta,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03460,21,7.0
Wesermarsch,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03461,12,6.0
Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K034,17,47.0
Niedersachsen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K030,17,4.0
Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03101,20,6.0
Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03102,27,9.0
Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03103,36,11.0
Gifhorn,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03151,22,75.0
Goslar,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03153,12,55.0
Helmstedt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03154,14,1.0
Northeim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03155,9,44.0
Peine,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03157,15,88.0
Göttingen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03159,12,27.0
Wolfenbüttel,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03158,14,18.0
Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K031,17,72.0
Hannover  Region,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03241,24,15.0
   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03241001,30,93.0
   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03241999,18,42.0
Diepholz,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03251,13,12.0
Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03252,19,94.0
Hildesheim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03254,17,49.0
Holzminden,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03255,7,82.0
Nienburg (Weser),Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03256,15,5.0
Schaumburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03257,13,21.0
Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K032,20,3.0
Celle,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03351,16,99.0
Cuxhaven,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03352,13,19.0
Harburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03353,12,62.0
Lüchow-Dannenberg und Uelzen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03354360,9,38.0
Lüneburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03355,12,68.0
Osterholz,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03356,7,4.0
Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03357,10,14.0
Heidekreis,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03358,18,16.0
Stade,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03359,10,41.0
Verden,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03361,21,13.0
Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K033,13,24.0
Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03401,23,7.0
Emden  Stadt und Leer,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03402457,14,85.0
Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03403,14,31.0
Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03404,30,54.0
Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03405,16,39.0
Ammerland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03451,6,75.0
Aurich,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03452,9,17.0
Cloppenburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03453,26,17.0
Emsland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03454,17,17.0
Friesland und Wittmund,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03455462,6,53.0
Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03456,22,75.0
Oldenburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03458,10,86.0
Osnabrück,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03459,21,78.0
Vechta,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03460,20,84.0
Wesermarsch,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03461,13,45.0
Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K034,17,44.0
Niedersachsen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K030,17,29.0
Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03101,20,55.0
Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03102,25,44.0
Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03103,35,95.0
Gifhorn,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03151,21,35.0
Goslar,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03153,10,14.0
Helmstedt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03154,9,86.0
Northeim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03155,8,9.0
Peine,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03157,14,55.0
Göttingen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03159,12,26.0
Wolfenbüttel,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03158,13,65.0
Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K031,16,88.0
Hannover  Region,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03241,23,24.0
   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03241001,28,87.0
   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03241999,18,49.0
Diepholz,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03251,13,24.0
