Year,Gebietseinheit,Geschlecht,Aufenthalstitel,Aufenthaltsstatus,Geocode,Value
2010,Hildesheim,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03254,230
2010,Hildesheim,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03254,195
2010,Hildesheim,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03254,420
2010,Holzminden,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03255,15
2010,Holzminden,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03255,20
2010,Holzminden,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03255,35
2010,Nienburg (Weser),männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03256,35
2010,Nienburg (Weser),weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03256,30
2010,Nienburg (Weser),insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03256,65
2010,Schaumburg,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03257,130
2010,Schaumburg,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03257,150
2010,Schaumburg,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03257,275
2010,Statistische Region Hannover,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K032,1705
2010,Statistische Region Hannover,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K032,1500
2010,Statistische Region Hannover,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K032,3205
2010,Celle,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03351,40
2010,Celle,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03351,25
2010,Celle,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03351,65
2010,Cuxhaven,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03352,95
2010,Cuxhaven,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03352,65
2010,Cuxhaven,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03352,160
2010,Harburg,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03353,20
2010,Harburg,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03353,20
2010,Harburg,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03353,40
2010,Lüchow-Dannenberg,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03354,20
2010,Lüchow-Dannenberg,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03354,20
2010,Lüchow-Dannenberg,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03354,45
2010,Lüneburg,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03355,450
2010,Lüneburg,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03355,375
2010,Lüneburg,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03355,825
2010,Lüneburg,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03355,40
2010,Lüneburg,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03355,25
2010,Lüneburg,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03355,70
2010,Osterholz,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03356,15
2010,Osterholz,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03356,20
2010,Osterholz,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03356,35
2010,Rotenburg (Wümme),männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03357,50
2010,Rotenburg (Wümme),weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03357,35
2010,Rotenburg (Wümme),insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03357,85
2010,Heidekreis,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03358,20
2010,Heidekreis,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03358,25
2010,Heidekreis,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03358,45
2010,Stade,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03359,80
2010,Stade,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03359,80
2010,Stade,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03359,160
2010,Uelzen,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03360,20
2010,Uelzen,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03360,15
2010,Uelzen,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03360,35
2010,Verden,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03361,45
2010,Verden,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03361,45
2010,Verden,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03361,90
2010,Delmenhorst  Stadt,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03401,35
2010,Delmenhorst  Stadt,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03401,40
2010,Delmenhorst  Stadt,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03401,75
2010,Emden  Stadt,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03402,15
2010,Emden  Stadt,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03402,20
2010,Emden  Stadt,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03402,40
2010,Oldenburg(Oldb)  Stadt,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03403,190
2010,Oldenburg(Oldb)  Stadt,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03403,190
2010,Oldenburg(Oldb)  Stadt,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03403,385
2010,Osnabrück  Stadt,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03404,120
2010,Osnabrück  Stadt,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03404,85
2010,Osnabrück  Stadt,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03404,205
2010,Wilhelmshaven  Stadt,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03405,75
2010,Wilhelmshaven  Stadt,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03405,65
2010,Wilhelmshaven  Stadt,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03405,135
2010,Ammerland,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03451,15
2010,Ammerland,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03451,15
2010,Ammerland,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03451,30
2010,Aurich,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03452,25
2010,Aurich,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03452,20
2010,Aurich,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03452,45
2010,Cloppenburg,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03453,30
2010,Cloppenburg,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03453,30
2010,Cloppenburg,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03453,60
2010,Emsland,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03454,165
2010,Emsland,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03454,90
2010,Emsland,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03454,255
2010,Friesland,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03455,10
2010,Friesland,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03455,5
2010,Friesland,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03455,15
2010,Grafschaft Bentheim,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03456,10
2010,Grafschaft Bentheim,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03456,10
2010,Grafschaft Bentheim,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03456,20
2010,Leer,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03457,30
2010,Leer,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03457,20
2010,Leer,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03457,50
2010,Oldenburg,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03458,25
2010,Oldenburg,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03458,20
2010,Oldenburg,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03458,45
2010,Osnabrück,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03459,100
2010,Osnabrück,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03459,100
2010,Osnabrück,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03459,200
2010,Vechta,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03460,20
2010,Vechta,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03460,10
2010,Vechta,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03460,30
2010,Wesermarsch,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03461,50
2010,Wesermarsch,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03461,55
2010,Wesermarsch,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03461,105
2010,Wittmund,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03462,5
2010,Wittmund,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03462,10
2010,Wittmund,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K03462,15
2010,Statistische Region Weser-Ems,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K034,920
2010,Statistische Region Weser-Ems,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K034,790
2010,Statistische Region Weser-Ems,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K034,1710
2010,Niedersachsen,männlich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K030,3840
2010,Niedersachsen,weiblich,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K030,3340
2010,Niedersachsen,insgesamt,Aufenthaltstitel erforderlich,Antrag auf Aufenthaltstitel gestellt,K030,7185
2020,Braunschweig  Stadt,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03101,1945
2020,Braunschweig  Stadt,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03101,1160
2020,Braunschweig  Stadt,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03101,3105
2020,Salzgitter  Stadt,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03102,475
2020,Salzgitter  Stadt,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03102,315
2020,Salzgitter  Stadt,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03102,795
2020,Wolfsburg  Stadt,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03103,960
2020,Wolfsburg  Stadt,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03103,535
2020,Wolfsburg  Stadt,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03103,1495
2020,Gifhorn,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03151,1055
2020,Gifhorn,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03151,640
2020,Gifhorn,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03151,1695
2020,Goslar,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03153,765
2020,Goslar,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03153,425
2020,Goslar,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03153,1190
2020,Helmstedt,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03154,395
2020,Helmstedt,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03154,195
2020,Helmstedt,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03154,590
2020,Northeim,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03155,620
2020,Northeim,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03155,435
2020,Northeim,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03155,1055
2020,Peine,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03157,470
2020,Peine,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03157,315
2020,Peine,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03157,790
2020,Wolfenbüttel,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03158,590
2020,Wolfenbüttel,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03158,375
2020,Wolfenbüttel,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03158,965
2020,Göttingen,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03159,2325
2020,Göttingen,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03159,1715
2020,Göttingen,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03159,4040
2020,Statistische Region Braunschweig,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K031,9605
2020,Statistische Region Braunschweig,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K031,6110
2020,Statistische Region Braunschweig,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K031,15715
2020,Hannover  Region,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03241,7955
2020,Hannover  Region,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03241,4960
2020,Hannover  Region,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03241,12915
2020,Diepholz,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03251,1090
2020,Diepholz,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03251,790
2020,Diepholz,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03251,1885
2020,Hameln-Pyrmont,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03252,660
2020,Hameln-Pyrmont,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03252,520
2020,Hameln-Pyrmont,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03252,1180
2020,Hildesheim,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03254,1485
2020,Hildesheim,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03254,750
2020,Hildesheim,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03254,2235
2020,Holzminden,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03255,290
2020,Holzminden,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03255,170
2020,Holzminden,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03255,460
2020,Nienburg (Weser),männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03256,520
2020,Nienburg (Weser),weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03256,410
2020,Nienburg (Weser),insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03256,930
2020,Schaumburg,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03257,885
2020,Schaumburg,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03257,565
2020,Schaumburg,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03257,1450
2020,Statistische Region Hannover,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K032,12890
2020,Statistische Region Hannover,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K032,8165
2020,Statistische Region Hannover,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K032,21055
2020,Celle,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03351,610
2020,Celle,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03351,365
2020,Celle,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03351,975
2020,Cuxhaven,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03352,715
2020,Cuxhaven,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03352,460
2020,Cuxhaven,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03352,1175
2020,Harburg,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03353,2150
2020,Harburg,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03353,395
2020,Harburg,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03353,2545
2020,Lüchow-Dannenberg,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03354,155
2020,Lüchow-Dannenberg,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03354,115
2020,Lüchow-Dannenberg,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03354,270
2020,Lüneburg,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03355,660
2020,Lüneburg,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03355,355
2020,Lüneburg,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03355,1015
2020,Osterholz,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03356,305
2020,Osterholz,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03356,235
2020,Osterholz,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03356,540
2020,Rotenburg (Wümme),männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03357,875
2020,Rotenburg (Wümme),weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03357,485
2020,Rotenburg (Wümme),insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03357,1360
2020,Heidekreis,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03358,745
2020,Heidekreis,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03358,480
2020,Heidekreis,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03358,1225
2020,Stade,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03359,1155
2020,Stade,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03359,640
2020,Stade,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03359,1795
2020,Uelzen,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03360,295
2020,Uelzen,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03360,215
2020,Uelzen,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03360,510
2020,Verden,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03361,720
2020,Verden,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03361,335
2020,Verden,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03361,1055
2020,Statistische Region Lüneburg,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K033,8380
2020,Statistische Region Lüneburg,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K033,4085
2020,Statistische Region Lüneburg,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K033,12465
2020,Delmenhorst  Stadt,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03401,320
2020,Delmenhorst  Stadt,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03401,200
2020,Delmenhorst  Stadt,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03401,520
2020,Emden  Stadt,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03402,430
2020,Emden  Stadt,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03402,250
2020,Emden  Stadt,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03402,680
2020,Oldenburg(Oldb)  Stadt,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03403,865
2020,Oldenburg(Oldb)  Stadt,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03403,600
2020,Oldenburg(Oldb)  Stadt,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03403,1465
2020,Osnabrück  Stadt,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03404,1305
2020,Osnabrück  Stadt,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03404,620
2020,Osnabrück  Stadt,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03404,1925
2020,Wilhelmshaven  Stadt,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03405,375
2020,Wilhelmshaven  Stadt,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03405,250
2020,Wilhelmshaven  Stadt,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03405,620
2020,Ammerland,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03451,535
2020,Ammerland,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03451,355
2020,Ammerland,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03451,890
2020,Aurich,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03452,825
2020,Aurich,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03452,355
2020,Aurich,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03452,1180
2020,Cloppenburg,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03453,710
2020,Cloppenburg,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03453,355
2020,Cloppenburg,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03453,1065
2020,Emsland,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03454,1595
2020,Emsland,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03454,735
2020,Emsland,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03454,2325
2020,Friesland,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03455,435
2020,Friesland,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03455,345
2020,Friesland,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03455,780
2020,Grafschaft Bentheim,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03456,605
2020,Grafschaft Bentheim,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03456,350
2020,Grafschaft Bentheim,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03456,955
2020,Leer,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03457,1230
2020,Leer,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03457,735
2020,Leer,insgesamt,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03457,1965
2020,Oldenburg,männlich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03458,340
2020,Oldenburg,weiblich,Aufenthaltstitel erforderlich,ohne Aufenthaltstitel insgesamt,K03458,230
