AGS,Year,Gebietseinheit,Kinderbetreuung,Units,GeoCode,Value
351,2019,Celle,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03351,11.2903225806452
352,2019,Cuxhaven,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03352,9.98046239010094
353,2019,Harburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03353,11.56364443458
354,2019,Lüchow-Dannenberg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03354,9.90922844175492
355,2019,Lüneburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03355,12.4410473247683
356,2019,Osterholz,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03356,11.3272921108742
357,2019,Rotenburg (Wümme),in der Familie wird vorrangig nicht deutsch gesprochen,%,K03357,10.4403267583184
358,2019,Heidekreis,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03358,13.2044329167649
359,2019,Stade,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03359,10.5142682740729
360,2019,Uelzen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03360,9.31272875152501
361,2019,Verden,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03361,13.9574468085106
3,2019,Statistische Region Lüneburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K033,11.4036360997206
401,2019,Delmenhorst  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03401,30.5068226120858
402,2019,Emden  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03402,19.1852825229961
403,2019,Oldenburg(Oldb)  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03403,19.7131298271423
404,2019,Osnabrück  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03404,27.3707326811739
405,2019,Wilhelmshaven  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03405,13.2575757575758
451,2019,Ammerland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03451,12.0541525644363
452,2019,Aurich,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03452,8.74908290535583
453,2019,Cloppenburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03453,13.0891827738216
454,2019,Emsland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03454,14.0700534305826
455,2019,Friesland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03455,4.57863304578633
456,2019,Grafschaft Bentheim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03456,18.5720543144985
457,2019,Leer,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03457,10.1782633697527
458,2019,Oldenburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03458,10.9975669099757
459,2019,Osnabrück,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03459,12.260569456428
460,2019,Vechta,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03460,14.9732620320856
461,2019,Wesermarsch,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03461,15.3904187099208
462,2019,Wittmund,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03462,4.70967741935484
4,2019,Statistische Region Weser-Ems,in der Familie wird vorrangig nicht deutsch gesprochen,%,K034,14.400039519834
0,2019,Niedersachsen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K030,16.193064335086
101,2018,Braunschweig  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03101,18.7871420853593
102,2018,Salzgitter  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03102,30.5006587615283
103,2018,Wolfsburg  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03103,18.1520314547837
151,2018,Gifhorn,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03151,7.06190061028771
153,2018,Goslar,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03153,14.4055106319257
154,2018,Helmstedt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03154,8.68580060422961
155,2018,Northeim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03155,13.4280353792549
157,2018,Peine,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03157,11.3740808823529
158,2018,Wolfenbüttel,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03158,9.5225027442371
159,2018,Göttingen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03159,15.5763567522087
1,2018,Statistische Region Braunschweig,in der Familie wird vorrangig nicht deutsch gesprochen,%,K031,14.774361646691
241,2018,Hannover  Region,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241,23.4069467137511
241001,2018,dav. Hannover  Lhst.,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241001,32.0715798862749
241999,2018,dav. Hannover  Umland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241999,15.6387445021991
251,2018,Diepholz,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03251,14.2238043646494
252,2018,Hameln-Pyrmont,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03252,16.2906672999288
254,2018,Hildesheim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03254,13.4922616075886
255,2018,Holzminden,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03255,10.4030501089325
256,2018,Nienburg (Weser),in der Familie wird vorrangig nicht deutsch gesprochen,%,K03256,11.3679630133261
257,2018,Schaumburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03257,15.2264325323475
2,2018,Statistische Region Hannover,in der Familie wird vorrangig nicht deutsch gesprochen,%,K032,19.3106768365152
351,2018,Celle,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03351,10.6208859633517
352,2018,Cuxhaven,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03352,10.2953445686634
353,2018,Harburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03353,11.2782818421959
354,2018,Lüchow-Dannenberg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03354,9.50191570881226
355,2018,Lüneburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03355,11.4652870493992
356,2018,Osterholz,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03356,7.99105895501537
357,2018,Rotenburg (Wümme),in der Familie wird vorrangig nicht deutsch gesprochen,%,K03357,8.90637945318973
358,2018,Heidekreis,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03358,10.3823814133591
359,2018,Stade,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03359,10.3682170542636
360,2018,Uelzen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03360,8.93582453290008
361,2018,Verden,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03361,13.4399308556612
3,2018,Statistische Region Lüneburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K033,10.5466045397556
401,2018,Delmenhorst  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03401,31.2082262210797
402,2018,Emden  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03402,16.0820648577101
403,2018,Oldenburg(Oldb)  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03403,19.6038123715193
404,2018,Osnabrück  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03404,26.0326415474511
405,2018,Wilhelmshaven  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03405,12.3728813559322
451,2018,Ammerland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03451,10.0472193074502
452,2018,Aurich,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03452,9.53840260486497
453,2018,Cloppenburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03453,13.4687332977018
454,2018,Emsland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03454,11.9708693673191
455,2018,Friesland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03455,5.6058495821727
456,2018,Grafschaft Bentheim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03456,20.00901306895
457,2018,Leer,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03457,8.81877022653722
458,2018,Oldenburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03458,9.2296148074037
459,2018,Osnabrück,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03459,9.68775020016013
460,2018,Vechta,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03460,11.9952257807838
461,2018,Wesermarsch,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03461,14.1889348889725
462,2018,Wittmund,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03462,5.10137344669719
4,2018,Statistische Region Weser-Ems,in der Familie wird vorrangig nicht deutsch gesprochen,%,K034,13.3068813642025
0,2018,Niedersachsen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K030,14.6169871664456
101,2017,Braunschweig  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03101,17.5400488732012
102,2017,Salzgitter  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03102,29.3675213675214
103,2017,Wolfsburg  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03103,17.7227028290858
151,2017,Gifhorn,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03151,7.1764927481635
153,2017,Goslar,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03153,9.81671326498913
154,2017,Helmstedt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03154,8.16890292028413
155,2017,Northeim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03155,12.5558035714286
157,2017,Peine,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03157,14.8961566006207
158,2017,Wolfenbüttel,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03158,8.68809730668984
159,2017,Göttingen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03159,14.8634114863411
1,2017,Statistische Region Braunschweig,in der Familie wird vorrangig nicht deutsch gesprochen,%,K031,14.2327858907137
241,2017,Hannover  Region,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241,22.665939757394
241001,2017,dav. Hannover  Lhst.,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241001,31.2697773430758
241999,2017,dav. Hannover  Umland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241999,14.9191877331123
251,2017,Diepholz,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03251,13.0824659727782
252,2017,Hameln-Pyrmont,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03252,14.973646382367
254,2017,Hildesheim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03254,13.4903083127358
255,2017,Holzminden,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03255,9.6229600450197
256,2017,Nienburg (Weser),in der Familie wird vorrangig nicht deutsch gesprochen,%,K03256,10.5679570500141
257,2017,Schaumburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03257,14.3269230769231
2,2017,Statistische Region Hannover,in der Familie wird vorrangig nicht deutsch gesprochen,%,K032,18.5709617688705
351,2017,Celle,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03351,10.7709538921038
352,2017,Cuxhaven,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03352,9.51156812339332
353,2017,Harburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03353,10.6163163519772
354,2017,Lüchow-Dannenberg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03354,9.76377952755906
355,2017,Lüneburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03355,12.3275862068966
356,2017,Osterholz,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03356,8.34824090638044
357,2017,Rotenburg (Wümme),in der Familie wird vorrangig nicht deutsch gesprochen,%,K03357,8.81267636205774
358,2017,Heidekreis,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03358,8.97856242118537
359,2017,Stade,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03359,10.8235677083333
360,2017,Uelzen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03360,8.62728431789205
361,2017,Verden,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03361,12.2595596755504
3,2017,Statistische Region Lüneburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K033,10.3148519087532
401,2017,Delmenhorst  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03401,32.7995867768595
402,2017,Emden  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03402,17.9194630872483
403,2017,Oldenburg(Oldb)  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03403,17.2008945210585
404,2017,Osnabrück  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03404,24.8428310687487
405,2017,Wilhelmshaven  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03405,11.4577424844016
451,2017,Ammerland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03451,8.35140997830803
452,2017,Aurich,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03452,8.50535168195719
453,2017,Cloppenburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03453,10.6755015645132
454,2017,Emsland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03454,9.90490537614161
455,2017,Friesland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03455,6.30566441040256
456,2017,Grafschaft Bentheim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03456,17.3700163208207
457,2017,Leer,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03457,9.31086627781378
458,2017,Oldenburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03458,7.82974251182344
459,2017,Osnabrück,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03459,7.98601266420943
460,2017,Vechta,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03460,14.6303196705236
461,2017,Wesermarsch,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03461,15.1937984496124
462,2017,Wittmund,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03462,6.70205706702057
4,2017,Statistische Region Weser-Ems,in der Familie wird vorrangig nicht deutsch gesprochen,%,K034,12.370970722564
0,2017,Niedersachsen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K030,13.9646464646465
101,2016,Braunschweig  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03101,17.1355152826616
102,2016,Salzgitter  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03102,29.4557823129252
103,2016,Wolfsburg  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03103,17.6640230713771
151,2016,Gifhorn,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03151,6.35108481262327
153,2016,Goslar,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03153,8.51674641148325
154,2016,Helmstedt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03154,7.69230769230769
155,2016,Northeim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03155,11.5774240231548
157,2016,Peine,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03157,10.291113381001
158,2016,Wolfenbüttel,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03158,7.75058275058275
159,2016,Göttingen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03159,13.7836654258813
1,2016,Statistische Region Braunschweig,in der Familie wird vorrangig nicht deutsch gesprochen,%,K031,13.2494842616623
241,2016,Hannover  Region,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241,21.608596909101
241001,2016,dav. Hannover  Lhst.,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241001,29.9923802825157
241999,2016,dav. Hannover  Umland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241999,14.0981885009189
251,2016,Diepholz,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03251,12.1606055619549
252,2016,Hameln-Pyrmont,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03252,13.3780867897387
254,2016,Hildesheim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03254,13.4136652542373
255,2016,Holzminden,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03255,8.72789503707929
256,2016,Nienburg (Weser),in der Familie wird vorrangig nicht deutsch gesprochen,%,K03256,9.69267139479905
257,2016,Schaumburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03257,11.3529557259461
2,2016,Statistische Region Hannover,in der Familie wird vorrangig nicht deutsch gesprochen,%,K032,17.5189423960942
351,2016,Celle,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03351,4.97941580082337
352,2016,Cuxhaven,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03352,8.27561711951696
353,2016,Harburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03353,10.2620622091599
354,2016,Lüchow-Dannenberg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03354,8.44621513944223
355,2016,Lüneburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03355,11.1424541607898
356,2016,Osterholz,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03356,7.43827160493827
357,2016,Rotenburg (Wümme),in der Familie wird vorrangig nicht deutsch gesprochen,%,K03357,8.10451727192205
358,2016,Heidekreis,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03358,7.82564364007137
359,2016,Stade,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03359,8.67167919799499
360,2016,Uelzen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03360,6.78336980306346
361,2016,Verden,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03361,11.2156295224313
3,2016,Statistische Region Lüneburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K033,8.7119391025641
401,2016,Delmenhorst  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03401,31.3089005235602
402,2016,Emden  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03402,15.3685674547983
403,2016,Oldenburg(Oldb)  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03403,15.5213743507791
404,2016,Osnabrück  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03404,11.6904276985743
405,2016,Wilhelmshaven  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03405,11.6009280742459
451,2016,Ammerland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03451,6.89080300083356
452,2016,Aurich,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03452,7.30391212179611
453,2016,Cloppenburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03453,11.2698102132655
454,2016,Emsland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03454,11.4108306188925
455,2016,Friesland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03455,4.47761194029851
456,2016,Grafschaft Bentheim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03456,18.1904989257579
457,2016,Leer,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03457,7.59162303664921
458,2016,Oldenburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03458,5.53745928338762
459,2016,Osnabrück,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03459,8.72424799303608
460,2016,Vechta,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03460,15.4242174629325
461,2016,Wesermarsch,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03461,12.1725110842402
462,2016,Wittmund,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03462,6.63302090843547
4,2016,Statistische Region Weser-Ems,in der Familie wird vorrangig nicht deutsch gesprochen,%,K034,11.2033763599989
0,2016,Niedersachsen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K030,12.788609265791
101,2015,Braunschweig  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03101,15.9749625799429
102,2015,Salzgitter  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03102,27.0712209302326
103,2015,Wolfsburg  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03103,18.0702185121532
151,2015,Gifhorn,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03151,7.69386926512383
153,2015,Goslar,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03153,7.19539494723377
154,2015,Helmstedt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03154,4.94845360824742
155,2015,Northeim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03155,9.4779819189268
157,2015,Peine,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03157,9.94546870942612
158,2015,Wolfenbüttel,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03158,6.81547619047619
159,2015,Göttingen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03159,12.7996432155201
1,2015,Statistische Region Braunschweig,in der Familie wird vorrangig nicht deutsch gesprochen,%,K031,12.3449537967963
241,2015,Hannover  Region,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241,20.8754017235005
241001,2015,dav. Hannover  Lhst.,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241001,28.7066059494944
241999,2015,dav. Hannover  Umland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241999,13.6204251588867
251,2015,Diepholz,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03251,10.9652114597544
252,2015,Hameln-Pyrmont,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03252,10.8814741035857
254,2015,Hildesheim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03254,11.6988260693564
255,2015,Holzminden,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03255,7.55478662053057
256,2015,Nienburg (Weser),in der Familie wird vorrangig nicht deutsch gesprochen,%,K03256,8.71685461749467
257,2015,Schaumburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03257,11.2640163098879
2,2015,Statistische Region Hannover,in der Familie wird vorrangig nicht deutsch gesprochen,%,K032,16.5268524702318
351,2015,Celle,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03351,5.04780114722753
352,2015,Cuxhaven,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03352,8.09174311926606
353,2015,Harburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03353,9.20654911838791
354,2015,Lüchow-Dannenberg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03354,6.37610976594027
355,2015,Lüneburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03355,8.63716814159292
356,2015,Osterholz,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03356,5.6861499364676
357,2015,Rotenburg (Wümme),in der Familie wird vorrangig nicht deutsch gesprochen,%,K03357,5.57628979143798
358,2015,Heidekreis,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03358,6.54536264847106
359,2015,Stade,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03359,8.45880561664693
360,2015,Uelzen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03360,4.82514386896857
361,2015,Verden,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03361,9.28217821782178
3,2015,Statistische Region Lüneburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K033,7.45053565280787
401,2015,Delmenhorst  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03401,19.8247535596933
402,2015,Emden  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03402,11.7314487632509
403,2015,Oldenburg(Oldb)  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03403,15.4888471961643
404,2015,Osnabrück  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03404,15.1068686449471
405,2015,Wilhelmshaven  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03405,8.81458966565349
451,2015,Ammerland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03451,6.5123010130246
452,2015,Aurich,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03452,6.47177419354839
453,2015,Cloppenburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03453,10.3608143519452
454,2015,Emsland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03454,9.1847989571844
455,2015,Friesland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03455,3.25634229458538
456,2015,Grafschaft Bentheim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03456,15.492277992278
457,2015,Leer,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03457,7.21896064361818
458,2015,Oldenburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03458,6.83599027289922
459,2015,Osnabrück,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03459,7.85791173304629
460,2015,Vechta,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03460,12.9394632827127
461,2015,Wesermarsch,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03461,11.9881806669481
462,2015,Wittmund,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03462,7.04032809295967
4,2015,Statistische Region Weser-Ems,in der Familie wird vorrangig nicht deutsch gesprochen,%,K034,10.0913725380951
0,2015,Niedersachsen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K030,11.6980050699879
101,2014,Braunschweig  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03101,16.716950082282
102,2014,Salzgitter  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03102,25.8867924528302
103,2014,Wolfsburg  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03103,17.9057591623037
151,2014,Gifhorn,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03151,7.00729927007299
153,2014,Goslar,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03153,7.5139146567718
154,2014,Helmstedt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03154,3.93734123624047
155,2014,Northeim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03155,9.22852983988355
157,2014,Peine,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03157,11.4293361884368
158,2014,Wolfenbüttel,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03158,7.25806451612903
159,2014,Göttingen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03159,12.6634626131664
1,2014,Statistische Region Braunschweig,in der Familie wird vorrangig nicht deutsch gesprochen,%,K031,12.3363671794402
241,2014,Hannover  Region,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241,19.9848533395474
241001,2014,dav. Hannover  Lhst.,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241001,28.1517971173144
241999,2014,dav. Hannover  Umland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241999,12.4776386404293
251,2014,Diepholz,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03251,10.7261013407627
252,2014,Hameln-Pyrmont,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03252,12.6052501238237
254,2014,Hildesheim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03254,10.9706308441986
255,2014,Holzminden,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03255,7.62016412661196
256,2014,Nienburg (Weser),in der Familie wird vorrangig nicht deutsch gesprochen,%,K03256,9.79064039408867
257,2014,Schaumburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03257,9.02332735196104
2,2014,Statistische Region Hannover,in der Familie wird vorrangig nicht deutsch gesprochen,%,K032,15.8834214002642
351,2014,Celle,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03351,8.70056497175141
352,2014,Cuxhaven,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03352,6.9620253164557
353,2014,Harburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03353,9.02670775552131
354,2014,Lüchow-Dannenberg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03354,4.87394957983193
355,2014,Lüneburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03355,8.57142857142857
356,2014,Osterholz,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03356,6.43500643500643
