Gebietseinheit,Year,Nationalität,Schulform,Units,GeoCode,Value
Statistische Region Braunschweig,2017,Deutsche,Hauptschule,Anzahl,SR031,1003
Statistische Region Hannover,2017,Deutsche,Hauptschule,Anzahl,SR032,886
Statistische Region Lüneburg,2017,Deutsche,Hauptschule,Anzahl,SR033,840
Statistische Region Weser-Ems,2017,Deutsche,Hauptschule,Anzahl,SR034,1402
Niedersachsen,2017,Deutsche,Hauptschule,Anzahl,SR030,4131
Statistische Region Braunschweig,2016,Deutsche,Hauptschule,Anzahl,SR031,1160
Statistische Region Hannover,2016,Deutsche,Hauptschule,Anzahl,SR032,1092
Statistische Region Lüneburg,2016,Deutsche,Hauptschule,Anzahl,SR033,1002
Statistische Region Weser-Ems,2016,Deutsche,Hauptschule,Anzahl,SR034,1732
Niedersachsen,2016,Deutsche,Hauptschule,Anzahl,SR030,4986
Statistische Region Braunschweig,2015,Deutsche,Hauptschule,Anzahl,SR031,1215
Statistische Region Hannover,2015,Deutsche,Hauptschule,Anzahl,SR032,1225
Statistische Region Lüneburg,2015,Deutsche,Hauptschule,Anzahl,SR033,1117
Statistische Region Weser-Ems,2015,Deutsche,Hauptschule,Anzahl,SR034,2110
Niedersachsen,2015,Deutsche,Hauptschule,Anzahl,SR030,5667
Statistische Region Braunschweig,2014,Deutsche,Hauptschule,Anzahl,SR031,1525
Statistische Region Hannover,2014,Deutsche,Hauptschule,Anzahl,SR032,1639
Statistische Region Lüneburg,2014,Deutsche,Hauptschule,Anzahl,SR033,1893
Statistische Region Weser-Ems,2014,Deutsche,Hauptschule,Anzahl,SR034,2855
Niedersachsen,2014,Deutsche,Hauptschule,Anzahl,SR030,7912
Statistische Region Braunschweig,2013,Deutsche,Hauptschule,Anzahl,SR031,1855
Statistische Region Hannover,2013,Deutsche,Hauptschule,Anzahl,SR032,2273
Statistische Region Lüneburg,2013,Deutsche,Hauptschule,Anzahl,SR033,2971
Statistische Region Weser-Ems,2013,Deutsche,Hauptschule,Anzahl,SR034,4624
Niedersachsen,2013,Deutsche,Hauptschule,Anzahl,SR030,11723
Statistische Region Braunschweig,2012,Deutsche,Hauptschule,Anzahl,SR031,2108
Statistische Region Hannover,2012,Deutsche,Hauptschule,Anzahl,SR032,2454
Statistische Region Lüneburg,2012,Deutsche,Hauptschule,Anzahl,SR033,3067
Statistische Region Weser-Ems,2012,Deutsche,Hauptschule,Anzahl,SR034,5026
Niedersachsen,2012,Deutsche,Hauptschule,Anzahl,SR030,12655
Statistische Region Braunschweig,2011,Deutsche,Hauptschule,Anzahl,SR031,2267
Statistische Region Hannover,2011,Deutsche,Hauptschule,Anzahl,SR032,2749
Statistische Region Lüneburg,2011,Deutsche,Hauptschule,Anzahl,SR033,3460
Statistische Region Weser-Ems,2011,Deutsche,Hauptschule,Anzahl,SR034,5474
Niedersachsen,2011,Deutsche,Hauptschule,Anzahl,SR030,13950
Statistische Region Braunschweig,2010,Deutsche,Hauptschule,Anzahl,SR031,2369
Statistische Region Hannover,2010,Deutsche,Hauptschule,Anzahl,SR032,2775
Statistische Region Lüneburg,2010,Deutsche,Hauptschule,Anzahl,SR033,3467
Statistische Region Weser-Ems,2010,Deutsche,Hauptschule,Anzahl,SR034,5565
Niedersachsen,2010,Deutsche,Hauptschule,Anzahl,SR030,14176
Statistische Region Braunschweig,2005,Deutsche,Hauptschule,Anzahl,SR031,3686
Statistische Region Hannover,2005,Deutsche,Hauptschule,Anzahl,SR032,3977
Statistische Region Lüneburg,2005,Deutsche,Hauptschule,Anzahl,SR033,5066
Statistische Region Weser-Ems,2005,Deutsche,Hauptschule,Anzahl,SR034,8129
Niedersachsen,2005,Deutsche,Hauptschule,Anzahl,SR030,20858
Statistische Region Braunschweig,2020,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR031,340
Statistische Region Hannover,2020,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR032,192
Statistische Region Lüneburg,2020,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR033,141
Statistische Region Weser-Ems,2020,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR034,296
Niedersachsen,2020,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR030,969
Statistische Region Braunschweig,2019,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR031,356
Statistische Region Hannover,2019,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR032,215
Statistische Region Lüneburg,2019,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR033,131
Statistische Region Weser-Ems,2019,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR034,288
Niedersachsen,2019,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR030,990
Statistische Region Braunschweig,2018,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR031,327
Statistische Region Hannover,2018,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR032,388
Statistische Region Lüneburg,2018,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR033,165
Statistische Region Weser-Ems,2018,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR034,325
Niedersachsen,2018,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR030,1205
Statistische Region Braunschweig,2017,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR031,295
Statistische Region Hannover,2017,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR032,338
Statistische Region Lüneburg,2017,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR033,163
Statistische Region Weser-Ems,2017,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR034,275
Niedersachsen,2017,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR030,1071
Statistische Region Braunschweig,2016,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR031,265
Statistische Region Hannover,2016,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR032,293
Statistische Region Lüneburg,2016,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR033,186
Statistische Region Weser-Ems,2016,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR034,322
Niedersachsen,2016,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR030,1066
Statistische Region Braunschweig,2015,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR031,223
Statistische Region Hannover,2015,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR032,309
Statistische Region Lüneburg,2015,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR033,191
Statistische Region Weser-Ems,2015,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR034,343
Niedersachsen,2015,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR030,1066
Statistische Region Braunschweig,2014,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR031,238
Statistische Region Hannover,2014,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR032,310
Statistische Region Lüneburg,2014,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR033,233
Statistische Region Weser-Ems,2014,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR034,411
Niedersachsen,2014,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR030,1192
Statistische Region Braunschweig,2013,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR031,261
Statistische Region Hannover,2013,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR032,431
Statistische Region Lüneburg,2013,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR033,287
Statistische Region Weser-Ems,2013,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR034,491
Niedersachsen,2013,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR030,1470
Statistische Region Braunschweig,2012,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR031,303
Statistische Region Hannover,2012,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR032,469
Statistische Region Lüneburg,2012,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR033,326
Statistische Region Weser-Ems,2012,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR034,558
Niedersachsen,2012,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR030,1656
Statistische Region Braunschweig,2011,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR031,328
Statistische Region Hannover,2011,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR032,497
Statistische Region Lüneburg,2011,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR033,351
Statistische Region Weser-Ems,2011,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR034,613
Niedersachsen,2011,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR030,1789
Statistische Region Braunschweig,2010,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR031,378
Statistische Region Hannover,2010,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR032,538
Statistische Region Lüneburg,2010,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR033,357
Statistische Region Weser-Ems,2010,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR034,571
Niedersachsen,2010,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR030,1844
Statistische Region Braunschweig,2005,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR031,555
Statistische Region Hannover,2005,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR032,686
Statistische Region Lüneburg,2005,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR033,527
Statistische Region Weser-Ems,2005,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR034,699
Niedersachsen,2005,Ausländerinnen und Ausländer,Hauptschule,Anzahl,SR030,2467
Statistische Region Braunschweig,2020,Deutsche,Realschule,Anzahl,SR031,2073
Statistische Region Hannover,2020,Deutsche,Realschule,Anzahl,SR032,1555
Statistische Region Lüneburg,2020,Deutsche,Realschule,Anzahl,SR033,1287
Statistische Region Weser-Ems,2020,Deutsche,Realschule,Anzahl,SR034,2063
Niedersachsen,2020,Deutsche,Realschule,Anzahl,SR030,6978
Statistische Region Braunschweig,2019,Deutsche,Realschule,Anzahl,SR031,2115
Statistische Region Hannover,2019,Deutsche,Realschule,Anzahl,SR032,1708
Statistische Region Lüneburg,2019,Deutsche,Realschule,Anzahl,SR033,1341
Statistische Region Weser-Ems,2019,Deutsche,Realschule,Anzahl,SR034,2325
Niedersachsen,2019,Deutsche,Realschule,Anzahl,SR030,7489
Statistische Region Braunschweig,2018,Deutsche,Realschule,Anzahl,SR031,2369
Statistische Region Hannover,2018,Deutsche,Realschule,Anzahl,SR032,2956
Statistische Region Lüneburg,2018,Deutsche,Realschule,Anzahl,SR033,2107
Statistische Region Weser-Ems,2018,Deutsche,Realschule,Anzahl,SR034,2932
Niedersachsen,2018,Deutsche,Realschule,Anzahl,SR030,10364
Statistische Region Braunschweig,2017,Deutsche,Realschule,Anzahl,SR031,2487
Statistische Region Hannover,2017,Deutsche,Realschule,Anzahl,SR032,3186
Statistische Region Lüneburg,2017,Deutsche,Realschule,Anzahl,SR033,2174
Statistische Region Weser-Ems,2017,Deutsche,Realschule,Anzahl,SR034,3507
Niedersachsen,2017,Deutsche,Realschule,Anzahl,SR030,11354
Statistische Region Braunschweig,2016,Deutsche,Realschule,Anzahl,SR031,2545
Statistische Region Hannover,2016,Deutsche,Realschule,Anzahl,SR032,3486
Statistische Region Lüneburg,2016,Deutsche,Realschule,Anzahl,SR033,2448
Statistische Region Weser-Ems,2016,Deutsche,Realschule,Anzahl,SR034,4151
Niedersachsen,2016,Deutsche,Realschule,Anzahl,SR030,12630
Statistische Region Braunschweig,2015,Deutsche,Realschule,Anzahl,SR031,2856
Statistische Region Hannover,2015,Deutsche,Realschule,Anzahl,SR032,3782
Statistische Region Lüneburg,2015,Deutsche,Realschule,Anzahl,SR033,2824
Statistische Region Weser-Ems,2015,Deutsche,Realschule,Anzahl,SR034,4786
Niedersachsen,2015,Deutsche,Realschule,Anzahl,SR030,14248
Statistische Region Braunschweig,2014,Deutsche,Realschule,Anzahl,SR031,3550
Statistische Region Hannover,2014,Deutsche,Realschule,Anzahl,SR032,4372
Statistische Region Lüneburg,2014,Deutsche,Realschule,Anzahl,SR033,4787
Statistische Region Weser-Ems,2014,Deutsche,Realschule,Anzahl,SR034,6470
Niedersachsen,2014,Deutsche,Realschule,Anzahl,SR030,19179
Statistische Region Braunschweig,2013,Deutsche,Realschule,Anzahl,SR031,4394
Statistische Region Hannover,2013,Deutsche,Realschule,Anzahl,SR032,5719
Statistische Region Lüneburg,2013,Deutsche,Realschule,Anzahl,SR033,7449
Statistische Region Weser-Ems,2013,Deutsche,Realschule,Anzahl,SR034,10212
Niedersachsen,2013,Deutsche,Realschule,Anzahl,SR030,27774
Statistische Region Braunschweig,2012,Deutsche,Realschule,Anzahl,SR031,4822
Statistische Region Hannover,2012,Deutsche,Realschule,Anzahl,SR032,6253
Statistische Region Lüneburg,2012,Deutsche,Realschule,Anzahl,SR033,7418
Statistische Region Weser-Ems,2012,Deutsche,Realschule,Anzahl,SR034,10652
Niedersachsen,2012,Deutsche,Realschule,Anzahl,SR030,29145
Statistische Region Braunschweig,2011,Deutsche,Realschule,Anzahl,SR031,5244
Statistische Region Hannover,2011,Deutsche,Realschule,Anzahl,SR032,7156
Statistische Region Lüneburg,2011,Deutsche,Realschule,Anzahl,SR033,7851
Statistische Region Weser-Ems,2011,Deutsche,Realschule,Anzahl,SR034,11289
Niedersachsen,2011,Deutsche,Realschule,Anzahl,SR030,19179
Statistische Region Braunschweig,2010,Deutsche,Realschule,Anzahl,SR031,5306
Statistische Region Hannover,2010,Deutsche,Realschule,Anzahl,SR032,6804
Statistische Region Lüneburg,2010,Deutsche,Realschule,Anzahl,SR033,7849
Statistische Region Weser-Ems,2010,Deutsche,Realschule,Anzahl,SR034,11296
Niedersachsen,2010,Deutsche,Realschule,Anzahl,SR030,31255
Statistische Region Braunschweig,2005,Deutsche,Realschule,Anzahl,SR031,6073
Statistische Region Hannover,2005,Deutsche,Realschule,Anzahl,SR032,7446
Statistische Region Lüneburg,2005,Deutsche,Realschule,Anzahl,SR033,7733
Statistische Region Weser-Ems,2005,Deutsche,Realschule,Anzahl,SR034,11015
Niedersachsen,2005,Deutsche,Realschule,Anzahl,SR030,32267
Statistische Region Braunschweig,2020,Ausländerinnen und Ausländer,Realschule,Anzahl,SR031,277
Statistische Region Hannover,2020,Ausländerinnen und Ausländer,Realschule,Anzahl,SR032,300
Statistische Region Lüneburg,2020,Ausländerinnen und Ausländer,Realschule,Anzahl,SR033,145
Statistische Region Weser-Ems,2020,Ausländerinnen und Ausländer,Realschule,Anzahl,SR034,242
Niedersachsen,2020,Ausländerinnen und Ausländer,Realschule,Anzahl,SR030,964
Statistische Region Braunschweig,2019,Ausländerinnen und Ausländer,Realschule,Anzahl,SR031,294
Statistische Region Hannover,2019,Ausländerinnen und Ausländer,Realschule,Anzahl,SR032,317
Statistische Region Lüneburg,2019,Ausländerinnen und Ausländer,Realschule,Anzahl,SR033,132
Statistische Region Weser-Ems,2019,Ausländerinnen und Ausländer,Realschule,Anzahl,SR034,228
Niedersachsen,2019,Ausländerinnen und Ausländer,Realschule,Anzahl,SR030,971
Statistische Region Braunschweig,2018,Ausländerinnen und Ausländer,Realschule,Anzahl,SR031,247
Statistische Region Hannover,2018,Ausländerinnen und Ausländer,Realschule,Anzahl,SR032,471
Statistische Region Lüneburg,2018,Ausländerinnen und Ausländer,Realschule,Anzahl,SR033,146
Statistische Region Weser-Ems,2018,Ausländerinnen und Ausländer,Realschule,Anzahl,SR034,260
Niedersachsen,2018,Ausländerinnen und Ausländer,Realschule,Anzahl,SR030,1124
Statistische Region Braunschweig,2017,Ausländerinnen und Ausländer,Realschule,Anzahl,SR031,257
Statistische Region Hannover,2017,Ausländerinnen und Ausländer,Realschule,Anzahl,SR032,418
Statistische Region Lüneburg,2017,Ausländerinnen und Ausländer,Realschule,Anzahl,SR033,138
Statistische Region Weser-Ems,2017,Ausländerinnen und Ausländer,Realschule,Anzahl,SR034,278
Niedersachsen,2017,Ausländerinnen und Ausländer,Realschule,Anzahl,SR030,1091
Statistische Region Braunschweig,2016,Ausländerinnen und Ausländer,Realschule,Anzahl,SR031,272
Statistische Region Hannover,2016,Ausländerinnen und Ausländer,Realschule,Anzahl,SR032,404
Statistische Region Lüneburg,2016,Ausländerinnen und Ausländer,Realschule,Anzahl,SR033,152
Statistische Region Weser-Ems,2016,Ausländerinnen und Ausländer,Realschule,Anzahl,SR034,279
Niedersachsen,2016,Ausländerinnen und Ausländer,Realschule,Anzahl,SR030,1107
Statistische Region Braunschweig,2015,Ausländerinnen und Ausländer,Realschule,Anzahl,SR031,209
Statistische Region Hannover,2015,Ausländerinnen und Ausländer,Realschule,Anzahl,SR032,359
Statistische Region Lüneburg,2015,Ausländerinnen und Ausländer,Realschule,Anzahl,SR033,106
Statistische Region Weser-Ems,2015,Ausländerinnen und Ausländer,Realschule,Anzahl,SR034,244
Niedersachsen,2015,Ausländerinnen und Ausländer,Realschule,Anzahl,SR030,918
Statistische Region Braunschweig,2014,Ausländerinnen und Ausländer,Realschule,Anzahl,SR031,234
Statistische Region Hannover,2014,Ausländerinnen und Ausländer,Realschule,Anzahl,SR032,393
Statistische Region Lüneburg,2014,Ausländerinnen und Ausländer,Realschule,Anzahl,SR033,163
Statistische Region Weser-Ems,2014,Ausländerinnen und Ausländer,Realschule,Anzahl,SR034,351
Niedersachsen,2014,Ausländerinnen und Ausländer,Realschule,Anzahl,SR030,1141
Statistische Region Braunschweig,2013,Ausländerinnen und Ausländer,Realschule,Anzahl,SR031,367
Statistische Region Hannover,2013,Ausländerinnen und Ausländer,Realschule,Anzahl,SR032,523
Statistische Region Lüneburg,2013,Ausländerinnen und Ausländer,Realschule,Anzahl,SR033,233
Statistische Region Weser-Ems,2013,Ausländerinnen und Ausländer,Realschule,Anzahl,SR034,470
Niedersachsen,2013,Ausländerinnen und Ausländer,Realschule,Anzahl,SR030,1593
Statistische Region Braunschweig,2012,Ausländerinnen und Ausländer,Realschule,Anzahl,SR031,371
Statistische Region Hannover,2012,Ausländerinnen und Ausländer,Realschule,Anzahl,SR032,617
Statistische Region Lüneburg,2012,Ausländerinnen und Ausländer,Realschule,Anzahl,SR033,258
Statistische Region Weser-Ems,2012,Ausländerinnen und Ausländer,Realschule,Anzahl,SR034,507
Niedersachsen,2012,Ausländerinnen und Ausländer,Realschule,Anzahl,SR030,1753
Statistische Region Braunschweig,2011,Ausländerinnen und Ausländer,Realschule,Anzahl,SR031,399
Statistische Region Hannover,2011,Ausländerinnen und Ausländer,Realschule,Anzahl,SR032,667
Statistische Region Lüneburg,2011,Ausländerinnen und Ausländer,Realschule,Anzahl,SR033,288
Statistische Region Weser-Ems,2011,Ausländerinnen und Ausländer,Realschule,Anzahl,SR034,537
Niedersachsen,2011,Ausländerinnen und Ausländer,Realschule,Anzahl,SR030,14489
Statistische Region Braunschweig,2010,Ausländerinnen und Ausländer,Realschule,Anzahl,SR031,391
Statistische Region Hannover,2010,Ausländerinnen und Ausländer,Realschule,Anzahl,SR032,684
Statistische Region Lüneburg,2010,Ausländerinnen und Ausländer,Realschule,Anzahl,SR033,271
Statistische Region Weser-Ems,2010,Ausländerinnen und Ausländer,Realschule,Anzahl,SR034,483
Niedersachsen,2010,Ausländerinnen und Ausländer,Realschule,Anzahl,SR030,1829
Statistische Region Braunschweig,2005,Ausländerinnen und Ausländer,Realschule,Anzahl,SR031,418
Statistische Region Hannover,2005,Ausländerinnen und Ausländer,Realschule,Anzahl,SR032,758
Statistische Region Lüneburg,2005,Ausländerinnen und Ausländer,Realschule,Anzahl,SR033,269
Statistische Region Weser-Ems,2005,Ausländerinnen und Ausländer,Realschule,Anzahl,SR034,455
Niedersachsen,2005,Ausländerinnen und Ausländer,Realschule,Anzahl,SR030,1900
Statistische Region Braunschweig,2020,Deutsche,Oberschule,Anzahl,SR031,1361
Statistische Region Hannover,2020,Deutsche,Oberschule,Anzahl,SR032,2500
Statistische Region Lüneburg,2020,Deutsche,Oberschule,Anzahl,SR033,4606
Statistische Region Weser-Ems,2020,Deutsche,Oberschule,Anzahl,SR034,7108
Niedersachsen,2020,Deutsche,Oberschule,Anzahl,SR030,15575
Statistische Region Braunschweig,2019,Deutsche,Oberschule,Anzahl,SR031,1426
Statistische Region Hannover,2019,Deutsche,Oberschule,Anzahl,SR032,2379
Statistische Region Lüneburg,2019,Deutsche,Oberschule,Anzahl,SR033,4863
Statistische Region Weser-Ems,2019,Deutsche,Oberschule,Anzahl,SR034,7919
Niedersachsen,2019,Deutsche,Oberschule,Anzahl,SR030,16198
Statistische Region Braunschweig,2018,Deutsche,Oberschule,Anzahl,SR031,1402
Statistische Region Hannover,2018,Deutsche,Oberschule,Anzahl,SR032,2437
Statistische Region Lüneburg,2018,Deutsche,Oberschule,Anzahl,SR033,4997
Statistische Region Weser-Ems,2018,Deutsche,Oberschule,Anzahl,SR034,7673
Niedersachsen,2018,Deutsche,Oberschule,Anzahl,SR030,16509
Statistische Region Braunschweig,2017,Deutsche,Oberschule,Anzahl,SR031,1540
Statistische Region Hannover,2017,Deutsche,Oberschule,Anzahl,SR032,2257
Statistische Region Lüneburg,2017,Deutsche,Oberschule,Anzahl,SR033,4981
Statistische Region Weser-Ems,2017,Deutsche,Oberschule,Anzahl,SR034,7439
Niedersachsen,2017,Deutsche,Oberschule,Anzahl,SR030,16217
Statistische Region Braunschweig,2016,Deutsche,Oberschule,Anzahl,SR031,1433
Statistische Region Hannover,2016,Deutsche,Oberschule,Anzahl,SR032,2140
Statistische Region Lüneburg,2016,Deutsche,Oberschule,Anzahl,SR033,4872
Statistische Region Weser-Ems,2016,Deutsche,Oberschule,Anzahl,SR034,6651
Niedersachsen,2016,Deutsche,Oberschule,Anzahl,SR030,15096
Statistische Region Braunschweig,2015,Deutsche,Oberschule,Anzahl,SR031,1421
Statistische Region Hannover,2015,Deutsche,Oberschule,Anzahl,SR032,2152
Statistische Region Lüneburg,2015,Deutsche,Oberschule,Anzahl,SR033,4759
Statistische Region Weser-Ems,2015,Deutsche,Oberschule,Anzahl,SR034,6198
Niedersachsen,2015,Deutsche,Oberschule,Anzahl,SR030,14530
Statistische Region Braunschweig,2014,Deutsche,Oberschule,Anzahl,SR031,1011
Statistische Region Hannover,2014,Deutsche,Oberschule,Anzahl,SR032,1507
Statistische Region Lüneburg,2014,Deutsche,Oberschule,Anzahl,SR033,2990
Statistische Region Weser-Ems,2014,Deutsche,Oberschule,Anzahl,SR034,4094
Niedersachsen,2014,Deutsche,Oberschule,Anzahl,SR030,9602
Statistische Region Braunschweig,2013,Deutsche,Oberschule,Anzahl,SR031,-
Statistische Region Hannover,2013,Deutsche,Oberschule,Anzahl,SR032,-
Statistische Region Lüneburg,2013,Deutsche,Oberschule,Anzahl,SR033,-
Statistische Region Weser-Ems,2013,Deutsche,Oberschule,Anzahl,SR034,-
Niedersachsen,2013,Deutsche,Oberschule,Anzahl,SR030,-
Statistische Region Braunschweig,2012,Deutsche,Oberschule,Anzahl,SR031,-
Statistische Region Hannover,2012,Deutsche,Oberschule,Anzahl,SR032,-
Statistische Region Lüneburg,2012,Deutsche,Oberschule,Anzahl,SR033,-
Statistische Region Weser-Ems,2012,Deutsche,Oberschule,Anzahl,SR034,-
Niedersachsen,2012,Deutsche,Oberschule,Anzahl,SR030,-
Statistische Region Braunschweig,2011,Deutsche,Oberschule,Anzahl,SR031,-
Statistische Region Hannover,2011,Deutsche,Oberschule,Anzahl,SR032,-
Statistische Region Lüneburg,2011,Deutsche,Oberschule,Anzahl,SR033,-
Statistische Region Weser-Ems,2011,Deutsche,Oberschule,Anzahl,SR034,-
Niedersachsen,2011,Deutsche,Oberschule,Anzahl,SR030,-
Statistische Region Braunschweig,2010,Deutsche,Oberschule,Anzahl,SR031,-
Statistische Region Hannover,2010,Deutsche,Oberschule,Anzahl,SR032,-
Statistische Region Lüneburg,2010,Deutsche,Oberschule,Anzahl,SR033,-
Statistische Region Weser-Ems,2010,Deutsche,Oberschule,Anzahl,SR034,-
Niedersachsen,2010,Deutsche,Oberschule,Anzahl,SR030,-
Statistische Region Braunschweig,2005,Deutsche,Oberschule,Anzahl,SR031,-
Statistische Region Hannover,2005,Deutsche,Oberschule,Anzahl,SR032,-
Statistische Region Lüneburg,2005,Deutsche,Oberschule,Anzahl,SR033,-
Statistische Region Weser-Ems,2005,Deutsche,Oberschule,Anzahl,SR034,-
Niedersachsen,2005,Deutsche,Oberschule,Anzahl,SR030,-
Statistische Region Braunschweig,2020,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR031,208
Statistische Region Hannover,2020,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR032,589
Statistische Region Lüneburg,2020,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR033,619
Statistische Region Weser-Ems,2020,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR034,1368
Niedersachsen,2020,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR030,2784
Statistische Region Braunschweig,2019,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR031,195
Statistische Region Hannover,2019,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR032,588
Statistische Region Lüneburg,2019,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR033,566
Statistische Region Weser-Ems,2019,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR034,283
Niedersachsen,2019,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR030,2629
Statistische Region Braunschweig,2018,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR031,198
Statistische Region Hannover,2018,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR032,406
Statistische Region Lüneburg,2018,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR033,546
Statistische Region Weser-Ems,2018,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR034,1064
Niedersachsen,2018,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR030,2214
Statistische Region Braunschweig,2017,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR031,170
Statistische Region Hannover,2017,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR032,379
Statistische Region Lüneburg,2017,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR033,453
Statistische Region Weser-Ems,2017,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR034,956
Niedersachsen,2017,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR030,1958
Statistische Region Braunschweig,2016,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR031,130
Statistische Region Hannover,2016,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR032,254
Statistische Region Lüneburg,2016,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR033,356
Statistische Region Weser-Ems,2016,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR034,675
Niedersachsen,2016,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR030,1415
Statistische Region Braunschweig,2015,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR031,77
Statistische Region Hannover,2015,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR032,219
Statistische Region Lüneburg,2015,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR033,257
Statistische Region Weser-Ems,2015,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR034,459
Niedersachsen,2015,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR030,1012
Statistische Region Braunschweig,2014,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR031,36
Statistische Region Hannover,2014,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR032,126
Statistische Region Lüneburg,2014,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR033,120
Statistische Region Weser-Ems,2014,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR034,218
Niedersachsen,2014,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR030,500
