AGS,Year,Nationalität,Gebietseinheit,GeoCode,Value
153,2011,Deutsche,"Goslar",K03153,763
154,2011,Deutsche,"Helmstedt",K03154,546
155,2011,Deutsche,"Northeim",K03155,872
157,2011,Deutsche,"Peine",K03157,945
158,2011,Deutsche,"Wolfenbüttel",K03158,850
159,2011,Deutsche,"Göttingen",K03159,2289
1,2011,Deutsche,"Statistische Region Braunschweig",K031,11384
241,2011,Deutsche,"Hannover  Region",K03241,9302
241001,2011,Deutsche,"dav. Hannover, Lhst.",K03241001,4793
241999,2011,Deutsche,"dav. Hannover, Umland",K03241999,4509
251,2011,Deutsche,"Diepholz",K03251,1510
252,2011,Deutsche,"Hameln-Pyrmont",K03252,1014
254,2011,Deutsche,"Hildesheim",K03254,1851
255,2011,Deutsche,"Holzminden",K03255,436
256,2011,Deutsche,"Nienburg (Weser)",K03256,919
257,2011,Deutsche,"Schaumburg",K03257,1053
2,2011,Deutsche,"Statistische Region Hannover",K032,16085
351,2011,Deutsche,"Celle",K03351,1355
352,2011,Deutsche,"Cuxhaven",K03352,1358
353,2011,Deutsche,"Harburg",K03353,1864
354,2011,Deutsche,"Lüchow-Dannenberg",K03354,286
355,2011,Deutsche,"Lüneburg",K03355,1411
356,2011,Deutsche,"Osterholz",K03356,793
357,2011,Deutsche,"Rotenburg (Wümme)",K03357,1191
358,2011,Deutsche,"Heidekreis",K03358,1017
359,2011,Deutsche,"Stade",K03359,1572
360,2011,Deutsche,"Uelzen",K03360,602
361,2011,Deutsche,"Verden",K03361,1002
3,2011,Deutsche,"Statistische Region Lüneburg",K033,12451
401,2011,Deutsche,"Delmenhorst, Stadt",K03401,584
402,2011,Deutsche,"Emden  Stadt",K03402,402
403,2011,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1299
404,2011,Deutsche,"Osnabrück, Stadt",K03404,1342
405,2011,Deutsche,"Wilhelmshaven, Stadt",K03405,534
451,2011,Deutsche,"Ammerland",K03451,884
452,2011,Deutsche,"Aurich",K03452,1422
453,2011,Deutsche,"Cloppenburg",K03453,1524
454,2011,Deutsche,"Emsland",K03454,2566
455,2011,Deutsche,"Friesland",K03455,648
456,2011,Deutsche,"Grafschaft Bentheim",K03456,1007
457,2011,Deutsche,"Leer",K03457,1222
458,2011,Deutsche,"Oldenburg",K03458,885
459,2011,Deutsche,"Osnabrück",K03459,2879
460,2011,Deutsche,"Vechta",K03460,1208
461,2011,Deutsche,"Wesermarsch",K03461,588
462,2011,Deutsche,"Wittmund",K03462,400
4,2011,Deutsche,"Statistische Region Weser-Ems",K034,19394
0,2011,Deutsche,"Niedersachsen",K030,59314
101,2012,Deutsche,"Braunschweig, Stadt",K03101,2171
102,2012,Deutsche,"Salzgitter, Stadt",K03102,763
103,2012,Deutsche,"Wolfsburg, Stadt",K03103,1019
151,2012,Deutsche,"Gifhorn",K03151,1424
153,2012,Deutsche,"Goslar",K03153,743
154,2012,Deutsche,"Helmstedt",K03154,560
155,2012,Deutsche,"Northeim",K03155,872
157,2012,Deutsche,"Peine",K03157,979
158,2012,Deutsche,"Wolfenbüttel",K03158,796
159,2012,Deutsche,"Göttingen",K03159,2236
1,2012,Deutsche,"Statistische Region Braunschweig",K031,11563
241,2012,Deutsche,"Hannover  Region",K03241,9072
241001,2012,Deutsche,"dav. Hannover, Lhst.",K03241001,4609
241999,2012,Deutsche,"dav. Hannover, Umland",K03241999,4463
251,2012,Deutsche,"Diepholz",K03251,1471
252,2012,Deutsche,"Hameln-Pyrmont",K03252,919
254,2012,Deutsche,"Hildesheim",K03254,1870
255,2012,Deutsche,"Holzminden",K03255,466
256,2012,Deutsche,"Nienburg (Weser)",K03256,835
257,2012,Deutsche,"Schaumburg",K03257,1027
2,2012,Deutsche,"Statistische Region Hannover",K032,15660
351,2012,Deutsche,"Celle",K03351,1296
352,2012,Deutsche,"Cuxhaven",K03352,1331
353,2012,Deutsche,"Harburg",K03353,1850
354,2012,Deutsche,"Lüchow-Dannenberg",K03354,310
355,2012,Deutsche,"Lüneburg",K03355,1398
356,2012,Deutsche,"Osterholz",K03356,721
357,2012,Deutsche,"Rotenburg (Wümme)",K03357,1191
358,2012,Deutsche,"Heidekreis",K03358,995
359,2012,Deutsche,"Stade",K03359,1514
360,2012,Deutsche,"Uelzen",K03360,611
361,2012,Deutsche,"Verden",K03361,1062
3,2012,Deutsche,"Statistische Region Lüneburg",K033,12279
401,2012,Deutsche,"Delmenhorst, Stadt",K03401,559
402,2012,Deutsche,"Emden  Stadt",K03402,408
403,2012,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1282
404,2012,Deutsche,"Osnabrück, Stadt",K03404,1342
405,2012,Deutsche,"Wilhelmshaven, Stadt",K03405,551
451,2012,Deutsche,"Ammerland",K03451,893
452,2012,Deutsche,"Aurich",K03452,1420
453,2012,Deutsche,"Cloppenburg",K03453,1481
454,2012,Deutsche,"Emsland",K03454,2542
455,2012,Deutsche,"Friesland",K03455,659
456,2012,Deutsche,"Grafschaft Bentheim",K03456,1009
457,2012,Deutsche,"Leer",K03457,1323
458,2012,Deutsche,"Oldenburg",K03458,909
459,2012,Deutsche,"Osnabrück",K03459,2848
460,2012,Deutsche,"Vechta",K03460,1290
461,2012,Deutsche,"Wesermarsch",K03461,596
462,2012,Deutsche,"Wittmund",K03462,425
4,2012,Deutsche,"Statistische Region Weser-Ems",K034,19537
0,2012,Deutsche,"Niedersachsen",K030,59039
101,2013,Deutsche,"Braunschweig, Stadt",K03101,2117
102,2013,Deutsche,"Salzgitter, Stadt",K03102,750
103,2013,Deutsche,"Wolfsburg, Stadt",K03103,1029
151,2013,Deutsche,"Gifhorn",K03151,1386
153,2013,Deutsche,"Goslar",K03153,768
154,2013,Deutsche,"Helmstedt",K03154,652
155,2013,Deutsche,"Northeim",K03155,915
157,2013,Deutsche,"Peine",K03157,937
158,2013,Deutsche,"Wolfenbüttel",K03158,782
159,2013,Deutsche,"Göttingen",K03159,2241
1,2013,Deutsche,"Statistische Region Braunschweig",K031,11577
241,2013,Deutsche,"Hannover  Region",K03241,9427
241001,2013,Deutsche,"dav. Hannover, Lhst.",K03241001,4855
241999,2013,Deutsche,"dav. Hannover, Umland",K03241999,4572
251,2013,Deutsche,"Diepholz",K03251,1436
252,2013,Deutsche,"Hameln-Pyrmont",K03252,996
254,2013,Deutsche,"Hildesheim",K03254,1931
255,2013,Deutsche,"Holzminden",K03255,474
256,2013,Deutsche,"Nienburg (Weser)",K03256,908
257,2013,Deutsche,"Schaumburg",K03257,1048
2,2013,Deutsche,"Statistische Region Hannover",K032,16220
351,2013,Deutsche,"Celle",K03351,1313
352,2013,Deutsche,"Cuxhaven",K03352,1430
353,2013,Deutsche,"Harburg",K03353,1944
354,2013,Deutsche,"Lüchow-Dannenberg",K03354,305
355,2013,Deutsche,"Lüneburg",K03355,1537
356,2013,Deutsche,"Osterholz",K03356,753
357,2013,Deutsche,"Rotenburg (Wümme)",K03357,1168
358,2013,Deutsche,"Heidekreis",K03358,1016
359,2013,Deutsche,"Stade",K03359,1623
360,2013,Deutsche,"Uelzen",K03360,610
361,2013,Deutsche,"Verden",K03361,1074
3,2013,Deutsche,"Statistische Region Lüneburg",K033,12773
401,2013,Deutsche,"Delmenhorst, Stadt",K03401,550
402,2013,Deutsche,"Emden  Stadt",K03402,396
403,2013,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1349
404,2013,Deutsche,"Osnabrück, Stadt",K03404,1356
405,2013,Deutsche,"Wilhelmshaven, Stadt",K03405,527
451,2013,Deutsche,"Ammerland",K03451,852
452,2013,Deutsche,"Aurich",K03452,1414
453,2013,Deutsche,"Cloppenburg",K03453,1473
454,2013,Deutsche,"Emsland",K03454,2464
455,2013,Deutsche,"Friesland",K03455,630
456,2013,Deutsche,"Grafschaft Bentheim",K03456,1079
457,2013,Deutsche,"Leer",K03457,1312
458,2013,Deutsche,"Oldenburg",K03458,885
459,2013,Deutsche,"Osnabrück",K03459,2793
460,2013,Deutsche,"Vechta",K03460,1232
461,2013,Deutsche,"Wesermarsch",K03461,594
462,2013,Deutsche,"Wittmund",K03462,387
4,2013,Deutsche,"Statistische Region Weser-Ems",K034,19293
0,2013,Deutsche,"Niedersachsen",K030,59863
101,2014,Deutsche,"Braunschweig, Stadt",K03101,2160
102,2014,Deutsche,"Salzgitter, Stadt",K03102,769
103,2014,Deutsche,"Wolfsburg, Stadt",K03103,1097
151,2014,Deutsche,"Gifhorn",K03151,1483
153,2014,Deutsche,"Goslar",K03153,832
154,2014,Deutsche,"Helmstedt",K03154,656
155,2014,Deutsche,"Northeim",K03155,941
157,2014,Deutsche,"Peine",K03157,1026
158,2014,Deutsche,"Wolfenbüttel",K03158,839
159,2014,Deutsche,"Göttingen",K03159,2440
1,2014,Deutsche,"Statistische Region Braunschweig",K031,12243
241,2014,Deutsche,"Hannover  Region",K03241,9833
241001,2014,Deutsche,"dav. Hannover, Lhst.",K03241001,5142
241999,2014,Deutsche,"dav. Hannover, Umland",K03241999,4691
251,2014,Deutsche,"Diepholz",K03251,1579
252,2014,Deutsche,"Hameln-Pyrmont",K03252,1006
254,2014,Deutsche,"Hildesheim",K03254,1970
255,2014,Deutsche,"Holzminden",K03255,444
256,2014,Deutsche,"Nienburg (Weser)",K03256,859
257,2014,Deutsche,"Schaumburg",K03257,1056
2,2014,Deutsche,"Statistische Region Hannover",K032,16747
351,2014,Deutsche,"Celle",K03351,1444
352,2014,Deutsche,"Cuxhaven",K03352,1352
353,2014,Deutsche,"Harburg",K03353,1974
354,2014,Deutsche,"Lüchow-Dannenberg",K03354,326
355,2014,Deutsche,"Lüneburg",K03355,1577
356,2014,Deutsche,"Osterholz",K03356,805
357,2014,Deutsche,"Rotenburg (Wümme)",K03357,1260
358,2014,Deutsche,"Heidekreis",K03358,991
359,2014,Deutsche,"Stade",K03359,1573
360,2014,Deutsche,"Uelzen",K03360,629
361,2014,Deutsche,"Verden",K03361,1166
3,2014,Deutsche,"Statistische Region Lüneburg",K033,13097
401,2014,Deutsche,"Delmenhorst, Stadt",K03401,643
402,2014,Deutsche,"Emden  Stadt",K03402,420
403,2014,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1394
404,2014,Deutsche,"Osnabrück, Stadt",K03404,1339
405,2014,Deutsche,"Wilhelmshaven, Stadt",K03405,527
451,2014,Deutsche,"Ammerland",K03451,945
452,2014,Deutsche,"Aurich",K03452,1413
453,2014,Deutsche,"Cloppenburg",K03453,1538
454,2014,Deutsche,"Emsland",K03454,2679
455,2014,Deutsche,"Friesland",K03455,663
456,2014,Deutsche,"Grafschaft Bentheim",K03456,1118
457,2014,Deutsche,"Leer",K03457,1295
458,2014,Deutsche,"Oldenburg",K03458,886
459,2014,Deutsche,"Osnabrück",K03459,2934
460,2014,Deutsche,"Vechta",K03460,1251
461,2014,Deutsche,"Wesermarsch",K03461,612
462,2014,Deutsche,"Wittmund",K03462,414
4,2014,Deutsche,"Statistische Region Weser-Ems",K034,20071
0,2014,Deutsche,"Niedersachsen",K030,62158
101,2015,Deutsche,"Braunschweig, Stadt",K03101,2241
102,2015,Deutsche,"Salzgitter, Stadt",K03102,774
103,2015,Deutsche,"Wolfsburg, Stadt",K03103,1117
151,2015,Deutsche,"Gifhorn",K03151,1474
153,2015,Deutsche,"Goslar",K03153,832
154,2015,Deutsche,"Helmstedt",K03154,684
155,2015,Deutsche,"Northeim",K03155,904
157,2015,Deutsche,"Peine",K03157,974
158,2015,Deutsche,"Wolfenbüttel",K03158,819
159,2015,Deutsche,"Göttingen",K03159,2415
1,2015,Deutsche,"Statistische Region Braunschweig",K031,12234
241,2015,Deutsche,"Hannover  Region",K03241,9645
241001,2015,Deutsche,"dav. Hannover, Lhst.",K03241001,4976
241999,2015,Deutsche,"dav. Hannover, Umland",K03241999,4669
251,2015,Deutsche,"Diepholz",K03251,1515
252,2015,Deutsche,"Hameln-Pyrmont",K03252,1007
254,2015,Deutsche,"Hildesheim",K03254,2025
255,2015,Deutsche,"Holzminden",K03255,458
256,2015,Deutsche,"Nienburg (Weser)",K03256,912
257,2015,Deutsche,"Schaumburg",K03257,1060
2,2015,Deutsche,"Statistische Region Hannover",K032,16622
351,2015,Deutsche,"Celle",K03351,1420
352,2015,Deutsche,"Cuxhaven",K03352,1384
353,2015,Deutsche,"Harburg",K03353,2070
354,2015,Deutsche,"Lüchow-Dannenberg",K03354,291
355,2015,Deutsche,"Lüneburg",K03355,1481
356,2015,Deutsche,"Osterholz",K03356,808
357,2015,Deutsche,"Rotenburg (Wümme)",K03357,1253
358,2015,Deutsche,"Heidekreis",K03358,1058
359,2015,Deutsche,"Stade",K03359,1635
360,2015,Deutsche,"Uelzen",K03360,591
361,2015,Deutsche,"Verden",K03361,1169
3,2015,Deutsche,"Statistische Region Lüneburg",K033,13160
401,2015,Deutsche,"Delmenhorst, Stadt",K03401,632
402,2015,Deutsche,"Emden  Stadt",K03402,399
403,2015,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1372
404,2015,Deutsche,"Osnabrück, Stadt",K03404,1347
405,2015,Deutsche,"Wilhelmshaven, Stadt",K03405,510
451,2015,Deutsche,"Ammerland",K03451,944
452,2015,Deutsche,"Aurich",K03452,1433
453,2015,Deutsche,"Cloppenburg",K03453,1563
454,2015,Deutsche,"Emsland",K03454,2598
455,2015,Deutsche,"Friesland",K03455,704
456,2015,Deutsche,"Grafschaft Bentheim",K03456,1086
457,2015,Deutsche,"Leer",K03457,1301
458,2015,Deutsche,"Oldenburg",K03458,890
459,2015,Deutsche,"Osnabrück",K03459,2906
460,2015,Deutsche,"Vechta",K03460,1151
461,2015,Deutsche,"Wesermarsch",K03461,572
462,2015,Deutsche,"Wittmund",K03462,437
4,2015,Deutsche,"Statistische Region Weser-Ems",K034,19845
0,2015,Deutsche,"Niedersachsen",K030,61861
101,2016,Deutsche,"Braunschweig, Stadt",K03101,2345
102,2016,Deutsche,"Salzgitter, Stadt",K03102,891
103,2016,Deutsche,"Wolfsburg, Stadt",K03103,1224
151,2016,Deutsche,"Gifhorn",K03151,1718
153,2016,Deutsche,"Goslar",K03153,823
154,2016,Deutsche,"Helmstedt",K03154,700
155,2016,Deutsche,"Northeim",K03155,927
157,2016,Deutsche,"Peine",K03157,1138
158,2016,Deutsche,"Wolfenbüttel",K03158,875
159,2016,Deutsche,"Göttingen",K03159,2650
1,2016,Deutsche,"Statistische Region Braunschweig",K031,13291
241,2016,Deutsche,"Hannover  Region",K03241,10342
241001,2016,Deutsche,"dav. Hannover, Lhst.",K03241001,5228
241999,2016,Deutsche,"dav. Hannover, Umland",K03241999,5114
251,2016,Deutsche,"Diepholz",K03251,1734
252,2016,Deutsche,"Hameln-Pyrmont",K03252,1109
254,2016,Deutsche,"Hildesheim",K03254,2004
255,2016,Deutsche,"Holzminden",K03255,513
256,2016,Deutsche,"Nienburg (Weser)",K03256,949
257,2016,Deutsche,"Schaumburg",K03257,1191
2,2016,Deutsche,"Statistische Region Hannover",K032,17842
351,2016,Deutsche,"Celle",K03351,1458
352,2016,Deutsche,"Cuxhaven",K03352,1464
353,2016,Deutsche,"Harburg",K03353,2151
354,2016,Deutsche,"Lüchow-Dannenberg",K03354,297
355,2016,Deutsche,"Lüneburg",K03355,1558
356,2016,Deutsche,"Osterholz",K03356,863
357,2016,Deutsche,"Rotenburg (Wümme)",K03357,1291
358,2016,Deutsche,"Heidekreis",K03358,1032
359,2016,Deutsche,"Stade",K03359,1741
360,2016,Deutsche,"Uelzen",K03360,623
361,2016,Deutsche,"Verden",K03361,1171
3,2016,Deutsche,"Statistische Region Lüneburg",K033,13649
401,2016,Deutsche,"Delmenhorst, Stadt",K03401,673
402,2016,Deutsche,"Emden  Stadt",K03402,438
403,2016,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1409
404,2016,Deutsche,"Osnabrück, Stadt",K03404,1452
405,2016,Deutsche,"Wilhelmshaven, Stadt",K03405,580
451,2016,Deutsche,"Ammerland",K03451,1029
452,2016,Deutsche,"Aurich",K03452,1513
453,2016,Deutsche,"Cloppenburg",K03453,1631
454,2016,Deutsche,"Emsland",K03454,2882
455,2016,Deutsche,"Friesland",K03455,727
456,2016,Deutsche,"Grafschaft Bentheim",K03456,1044
457,2016,Deutsche,"Leer",K03457,1453
458,2016,Deutsche,"Oldenburg",K03458,1058
459,2016,Deutsche,"Osnabrück",K03459,3038
460,2016,Deutsche,"Vechta",K03460,1313
461,2016,Deutsche,"Wesermarsch",K03461,704
462,2016,Deutsche,"Wittmund",K03462,396
4,2016,Deutsche,"Statistische Region Weser-Ems",K034,21340
0,2016,Deutsche,"Niedersachsen",K030,66122
101,2017,Deutsche,"Braunschweig, Stadt",K03101,2178
102,2017,Deutsche,"Salzgitter, Stadt",K03102,836
103,2017,Deutsche,"Wolfsburg, Stadt",K03103,1121
151,2017,Deutsche,"Gifhorn",K03151,1534
153,2017,Deutsche,"Goslar",K03153,808
154,2017,Deutsche,"Helmstedt",K03154,745
155,2017,Deutsche,"Northeim",K03155,895
157,2017,Deutsche,"Peine",K03157,1116
158,2017,Deutsche,"Wolfenbüttel",K03158,890
159,2017,Deutsche,"Göttingen",K03159,2464
1,2017,Deutsche,"Statistische Region Braunschweig",K031,12587
241,2017,Deutsche,"Hannover  Region",K03241,9855
241001,2017,Deutsche,"dav. Hannover, Lhst.",K03241001,4860
241999,2017,Deutsche,"dav. Hannover, Umland",K03241999,4995
251,2017,Deutsche,"Diepholz",K03251,1600
252,2017,Deutsche,"Hameln-Pyrmont",K03252,1046
254,2017,Deutsche,"Hildesheim",K03254,1960
255,2017,Deutsche,"Holzminden",K03255,478
256,2017,Deutsche,"Nienburg (Weser)",K03256,923
257,2017,Deutsche,"Schaumburg",K03257,1082
2,2017,Deutsche,"Statistische Region Hannover",K032,16944
351,2017,Deutsche,"Celle",K03351,1431
352,2017,Deutsche,"Cuxhaven",K03352,1495
353,2017,Deutsche,"Harburg",K03353,2135
354,2017,Deutsche,"Lüchow-Dannenberg",K03354,318
355,2017,Deutsche,"Lüneburg",K03355,1521
356,2017,Deutsche,"Osterholz",K03356,884
357,2017,Deutsche,"Rotenburg (Wümme)",K03357,1307
358,2017,Deutsche,"Heidekreis",K03358,1056
359,2017,Deutsche,"Stade",K03359,1702
360,2017,Deutsche,"Uelzen",K03360,652
361,2017,Deutsche,"Verden",K03361,1266
3,2017,Deutsche,"Statistische Region Lüneburg",K033,13767
401,2017,Deutsche,"Delmenhorst, Stadt",K03401,656
402,2017,Deutsche,"Emden  Stadt",K03402,413
403,2017,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1423
404,2017,Deutsche,"Osnabrück, Stadt",K03404,1433
405,2017,Deutsche,"Wilhelmshaven, Stadt",K03405,574
451,2017,Deutsche,"Ammerland",K03451,960
452,2017,Deutsche,"Aurich",K03452,1552
453,2017,Deutsche,"Cloppenburg",K03453,1664
454,2017,Deutsche,"Emsland",K03454,2828
455,2017,Deutsche,"Friesland",K03455,707
456,2017,Deutsche,"Grafschaft Bentheim",K03456,1146
457,2017,Deutsche,"Leer",K03457,1419
458,2017,Deutsche,"Oldenburg",K03458,1040
459,2017,Deutsche,"Osnabrück",K03459,3094
460,2017,Deutsche,"Vechta",K03460,1308
461,2017,Deutsche,"Wesermarsch",K03461,681
462,2017,Deutsche,"Wittmund",K03462,420
4,2017,Deutsche,"Statistische Region Weser-Ems",K034,21318
0,2017,Deutsche,"Niedersachsen",K030,64616
101,2018,Deutsche,"Braunschweig, Stadt",K03101,2236
102,2018,Deutsche,"Salzgitter, Stadt",K03102,854
103,2018,Deutsche,"Wolfsburg, Stadt",K03103,1146
151,2018,Deutsche,"Gifhorn",K03151,1638
153,2018,Deutsche,"Goslar",K03153,801
154,2018,Deutsche,"Helmstedt",K03154,731
155,2018,Deutsche,"Northeim",K03155,896
157,2018,Deutsche,"Peine",K03157,1122
158,2018,Deutsche,"Wolfenbüttel",K03158,907
159,2018,Deutsche,"Göttingen",K03159,2525
1,2018,Deutsche,"Statistische Region Braunschweig",K031,12856
241,2018,Deutsche,"Hannover  Region",K03241,9767
241001,2018,Deutsche,"dav. Hannover, Lhst.",K03241001,4767
241999,2018,Deutsche,"dav. Hannover, Umland",K03241999,5000
251,2018,Deutsche,"Diepholz",K03251,1620
252,2018,Deutsche,"Hameln-Pyrmont",K03252,1044
254,2018,Deutsche,"Hildesheim",K03254,2112
255,2018,Deutsche,"Holzminden",K03255,548
256,2018,Deutsche,"Nienburg (Weser)",K03256,914
257,2018,Deutsche,"Schaumburg",K03257,1117
2,2018,Deutsche,"Statistische Region Hannover",K032,17122
351,2018,Deutsche,"Celle",K03351,1422
352,2018,Deutsche,"Cuxhaven",K03352,1554
353,2018,Deutsche,"Harburg",K03353,2144
354,2018,Deutsche,"Lüchow-Dannenberg",K03354,314
355,2018,Deutsche,"Lüneburg",K03355,1522
356,2018,Deutsche,"Osterholz",K03356,883
357,2018,Deutsche,"Rotenburg (Wümme)",K03357,1376
358,2018,Deutsche,"Heidekreis",K03358,1091
359,2018,Deutsche,"Stade",K03359,1704
360,2018,Deutsche,"Uelzen",K03360,633
361,2018,Deutsche,"Verden",K03361,1172
3,2018,Deutsche,"Statistische Region Lüneburg",K033,13815
401,2018,Deutsche,"Delmenhorst, Stadt",K03401,641
402,2018,Deutsche,"Emden  Stadt",K03402,389
403,2018,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1409
404,2018,Deutsche,"Osnabrück, Stadt",K03404,1426
405,2018,Deutsche,"Wilhelmshaven, Stadt",K03405,527
451,2018,Deutsche,"Ammerland",K03451,992
452,2018,Deutsche,"Aurich",K03452,1498
453,2018,Deutsche,"Cloppenburg",K03453,1604
454,2018,Deutsche,"Emsland",K03454,2791
455,2018,Deutsche,"Friesland",K03455,693
456,2018,Deutsche,"Grafschaft Bentheim",K03456,1149
457,2018,Deutsche,"Leer",K03457,1464
458,2018,Deutsche,"Oldenburg",K03458,1024
459,2018,Deutsche,"Osnabrück",K03459,3050
460,2018,Deutsche,"Vechta",K03460,1317
461,2018,Deutsche,"Wesermarsch",K03461,649
462,2018,Deutsche,"Wittmund",K03462,397
4,2018,Deutsche,"Statistische Region Weser-Ems",K034,21020
0,2018,Deutsche,"Niedersachsen",K030,64813
101,2019,Deutsche,"Braunschweig, Stadt",K03101,2192
102,2019,Deutsche,"Salzgitter, Stadt",K03102,835
103,2019,Deutsche,"Wolfsburg, Stadt",K03103,1110
151,2019,Deutsche,"Gifhorn",K03151,1655
153,2019,Deutsche,"Goslar",K03153,796
154,2019,Deutsche,"Helmstedt",K03154,734
155,2019,Deutsche,"Northeim",K03155,920
157,2019,Deutsche,"Peine",K03157,1119
158,2019,Deutsche,"Wolfenbüttel",K03158,914
159,2019,Deutsche,"Göttingen",K03159,2348
1,2019,Deutsche,"Statistische Region Braunschweig",K031,12623
241,2019,Deutsche,"Hannover  Region",K03241,9538
241001,2019,Deutsche,"dav. Hannover, Lhst.",K03241001,4625
241999,2019,Deutsche,"dav. Hannover, Umland",K03241999,4913
251,2019,Deutsche,"Diepholz",K03251,1731
252,2019,Deutsche,"Hameln-Pyrmont",K03252,1089
254,2019,Deutsche,"Hildesheim",K03254,2077
255,2019,Deutsche,"Holzminden",K03255,448
256,2019,Deutsche,"Nienburg (Weser)",K03256,923
257,2019,Deutsche,"Schaumburg",K03257,1114
2,2019,Deutsche,"Statistische Region Hannover",K032,16920
351,2019,Deutsche,"Celle",K03351,1483
352,2019,Deutsche,"Cuxhaven",K03352,1390
353,2019,Deutsche,"Harburg",K03353,2094
354,2019,Deutsche,"Lüchow-Dannenberg",K03354,328
355,2019,Deutsche,"Lüneburg",K03355,1510
356,2019,Deutsche,"Osterholz",K03356,908
357,2019,Deutsche,"Rotenburg (Wümme)",K03357,1370
358,2019,Deutsche,"Heidekreis",K03358,1101
359,2019,Deutsche,"Stade",K03359,1716
360,2019,Deutsche,"Uelzen",K03360,671
361,2019,Deutsche,"Verden",K03361,1156
3,2019,Deutsche,"Statistische Region Lüneburg",K033,13727
401,2019,Deutsche,"Delmenhorst, Stadt",K03401,663
402,2019,Deutsche,"Emden  Stadt",K03402,391
403,2019,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1373
404,2019,Deutsche,"Osnabrück, Stadt",K03404,1372
405,2019,Deutsche,"Wilhelmshaven, Stadt",K03405,536
451,2019,Deutsche,"Ammerland",K03451,1071
452,2019,Deutsche,"Aurich",K03452,1524
453,2019,Deutsche,"Cloppenburg",K03453,1683
454,2019,Deutsche,"Emsland",K03454,2834
455,2019,Deutsche,"Friesland",K03455,754
456,2019,Deutsche,"Grafschaft Bentheim",K03456,1166
457,2019,Deutsche,"Leer",K03457,1392
458,2019,Deutsche,"Oldenburg",K03458,1034
459,2019,Deutsche,"Osnabrück",K03459,3197
460,2019,Deutsche,"Vechta",K03460,1403
461,2019,Deutsche,"Wesermarsch",K03461,669
462,2019,Deutsche,"Wittmund",K03462,407
4,2019,Deutsche,"Statistische Region Weser-Ems",K034,21469
0,2019,Deutsche,"Niedersachsen",K030,64739
101,2020,Deutsche,"Braunschweig, Stadt",K03101,2036
102,2020,Deutsche,"Salzgitter, Stadt",K03102,830
103,2020,Deutsche,"Wolfsburg, Stadt",K03103,1093
151,2020,Deutsche,"Gifhorn",K03151,1610
153,2020,Deutsche,"Goslar",K03153,806
154,2020,Deutsche,"Helmstedt",K03154,786
155,2020,Deutsche,"Northeim",K03155,959
157,2020,Deutsche,"Peine",K03157,1246
158,2020,Deutsche,"Wolfenbüttel",K03158,933
159,2020,Deutsche,"Göttingen",K03159,2472
1,2020,Deutsche,"Statistische Region Braunschweig",K031,12771
241,2020,Deutsche,"Hannover  Region",K03241,9737
241001,2020,Deutsche,"dav. Hannover, Lhst.",K03241001,4728
241999,2020,Deutsche,"dav. Hannover, Umland",K03241999,5009
251,2020,Deutsche,"Diepholz",K03251,1705
252,2020,Deutsche,"Hameln-Pyrmont",K03252,1080
254,2020,Deutsche,"Hildesheim",K03254,2048
255,2020,Deutsche,"Holzminden",K03255,542
256,2020,Deutsche,"Nienburg (Weser)",K03256,991
257,2020,Deutsche,"Schaumburg",K03257,1143
2,2020,Deutsche,"Statistische Region Hannover",K032,17246
351,2020,Deutsche,"Celle",K03351,1416
352,2020,Deutsche,"Cuxhaven",K03352,1584
353,2020,Deutsche,"Harburg",K03353,2003
354,2020,Deutsche,"Lüchow-Dannenberg",K03354,300
355,2020,Deutsche,"Lüneburg",K03355,1519
356,2020,Deutsche,"Osterholz",K03356,877
357,2020,Deutsche,"Rotenburg (Wümme)",K03357,1369
358,2020,Deutsche,"Heidekreis",K03358,1120
359,2020,Deutsche,"Stade",K03359,1779
360,2020,Deutsche,"Uelzen",K03360,651
361,2020,Deutsche,"Verden",K03361,1163
3,2020,Deutsche,"Statistische Region Lüneburg",K033,13781
401,2020,Deutsche,"Delmenhorst, Stadt",K03401,559
402,2020,Deutsche,"Emden  Stadt",K03402,360
403,2020,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1400
404,2020,Deutsche,"Osnabrück, Stadt",K03404,1282
405,2020,Deutsche,"Wilhelmshaven, Stadt",K03405,533
451,2020,Deutsche,"Ammerland",K03451,1007
452,2020,Deutsche,"Aurich",K03452,1471
453,2020,Deutsche,"Cloppenburg",K03453,1752
454,2020,Deutsche,"Emsland",K03454,2902
455,2020,Deutsche,"Friesland",K03455,765
456,2020,Deutsche,"Grafschaft Bentheim",K03456,1158
457,2020,Deutsche,"Leer",K03457,1431
458,2020,Deutsche,"Oldenburg",K03458,1030
459,2020,Deutsche,"Osnabrück",K03459,3140
460,2020,Deutsche,"Vechta",K03460,1380
461,2020,Deutsche,"Wesermarsch",K03461,692
462,2020,Deutsche,"Wittmund",K03462,455
