AGS,Year,Gebietseinheit,Aufenthaltsdauer,Geschlecht,GeoCode,Value
255,2015,"Holzminden",6 - 8,weiblich,K03255,38
256,2015,"Nienburg (Weser)",6 - 8,weiblich,K03256,124
257,2015,"Schaumburg",6 - 8,weiblich,K03257,153
2,2015,"Statistische Region Hannover",6 - 8,weiblich,K032,4270
351,2015,"Celle",6 - 8,weiblich,K03351,215
352,2015,"Cuxhaven",6 - 8,weiblich,K03352,191
353,2015,"Harburg",6 - 8,weiblich,K03353,347
354,2015,"Lüchow-Dannenberg",6 - 8,weiblich,K03354,34
355,2015,"Lüneburg",6 - 8,weiblich,K03355,196
356,2015,"Osterholz",6 - 8,weiblich,K03356,94
357,2015,"Rotenburg (Wümme)",6 - 8,weiblich,K03357,162
358,2015,"Heidekreis",6 - 8,weiblich,K03358,169
359,2015,"Stade",6 - 8,weiblich,K03359,279
360,2015,"Uelzen",6 - 8,weiblich,K03360,78
361,2015,"Verden",6 - 8,weiblich,K03361,174
3,2015,"Statistische Region Lüneburg",6 - 8,weiblich,K033,1939
401,2015,"Delmenhorst, Stadt",6 - 8,weiblich,K03401,169
402,2015,"Emden, Stadt",6 - 8,weiblich,K03402,56
403,2015,"Oldenburg (Oldb), Stadt",6 - 8,weiblich,K03403,369
404,2015,"Osnabrück, Stadt",6 - 8,weiblich,K03404,455
405,2015,"Wilhelmshaven, Stadt",6 - 8,weiblich,K03405,114
451,2015,"Ammerland",6 - 8,weiblich,K03451,106
452,2015,"Aurich",6 - 8,weiblich,K03452,187
453,2015,"Cloppenburg",6 - 8,weiblich,K03453,358
454,2015,"Emsland",6 - 8,weiblich,K03454,847
455,2015,"Friesland",6 - 8,weiblich,K03455,55
456,2015,"Grafschaft Bentheim",6 - 8,weiblich,K03456,727
457,2015,"Leer",6 - 8,weiblich,K03457,404
458,2015,"Oldenburg",6 - 8,weiblich,K03458,276
459,2015,"Osnabrück",6 - 8,weiblich,K03459,484
460,2015,"Vechta",6 - 8,weiblich,K03460,447
461,2015,"Wesermarsch",6 - 8,weiblich,K03461,102
462,2015,"Wittmund",6 - 8,weiblich,K03462,65
4,2015,"Statistische Region Weser-Ems",6 - 8,weiblich,K034,5221
0,2015,"Niedersachsen",6 - 8,weiblich,,13811
101,2014,"Braunschweig, Stadt",6 - 8,weiblich,K03101,613
102,2014,"Salzgitter, Stadt",6 - 8,weiblich,K03102,171
103,2014,"Wolfsburg, Stadt",6 - 8,weiblich,K03103,304
151,2014,"Gifhorn",6 - 8,weiblich,K03151,182
153,2014,"Goslar",6 - 8,weiblich,K03153,161
154,2014,"Helmstedt",6 - 8,weiblich,K03154,69
155,2014,"Northeim",6 - 8,weiblich,K03155,103
157,2014,"Peine",6 - 8,weiblich,K03157,137
158,2014,"Wolfenbüttel",6 - 8,weiblich,K03158,108
159,2014,"Göttingen",6 - 8,weiblich,K03159,466
1,2014,"Statistische Region Braunschweig",6 - 8,weiblich,K031,2314
241,2014,"Region Hannover",6 - 8,weiblich,K03241,2870
241001,2014,"dav. Hannover, Lhst.",6 - 8,weiblich,K03241001,2001
241999,2014,"dav. Hannover, Umland",6 - 8,weiblich,K03241999,869
251,2014,"Diepholz",6 - 8,weiblich,K03251,289
252,2014,"Hameln-Pyrmont",6 - 8,weiblich,K03252,167
254,2014,"Hildesheim",6 - 8,weiblich,K03254,340
255,2014,"Holzminden",6 - 8,weiblich,K03255,48
256,2014,"Nienburg (Weser)",6 - 8,weiblich,K03256,132
257,2014,"Schaumburg",6 - 8,weiblich,K03257,132
2,2014,"Statistische Region Hannover",6 - 8,weiblich,K032,3978
351,2014,"Celle",6 - 8,weiblich,K03351,208
352,2014,"Cuxhaven",6 - 8,weiblich,K03352,167
353,2014,"Harburg",6 - 8,weiblich,K03353,331
354,2014,"Lüchow-Dannenberg",6 - 8,weiblich,K03354,38
355,2014,"Lüneburg",6 - 8,weiblich,K03355,218
356,2014,"Osterholz",6 - 8,weiblich,K03356,101
357,2014,"Rotenburg (Wümme)",6 - 8,weiblich,K03357,188
358,2014,"Heidekreis",6 - 8,weiblich,K03358,173
359,2014,"Stade",6 - 8,weiblich,K03359,273
360,2014,"Uelzen",6 - 8,weiblich,K03360,95
361,2014,"Verden",6 - 8,weiblich,K03361,162
3,2014,"Statistische Region Lüneburg",6 - 8,weiblich,K033,1954
401,2014,"Delmenhorst, Stadt",6 - 8,weiblich,K03401,146
402,2014,"Emden, Stadt",6 - 8,weiblich,K03402,66
403,2014,"Oldenburg (Oldb), Stadt",6 - 8,weiblich,K03403,312
404,2014,"Osnabrück, Stadt",6 - 8,weiblich,K03404,415
405,2014,"Wilhelmshaven, Stadt",6 - 8,weiblich,K03405,85
451,2014,"Ammerland",6 - 8,weiblich,K03451,119
452,2014,"Aurich",6 - 8,weiblich,K03452,212
453,2014,"Cloppenburg",6 - 8,weiblich,K03453,324
454,2014,"Emsland",6 - 8,weiblich,K03454,892
455,2014,"Friesland",6 - 8,weiblich,K03455,69
456,2014,"Grafschaft Bentheim",6 - 8,weiblich,K03456,779
457,2014,"Leer",6 - 8,weiblich,K03457,469
458,2014,"Oldenburg",6 - 8,weiblich,K03458,178
459,2014,"Osnabrück",6 - 8,weiblich,K03459,490
460,2014,"Vechta",6 - 8,weiblich,K03460,419
461,2014,"Wesermarsch",6 - 8,weiblich,K03461,128
462,2014,"Wittmund",6 - 8,weiblich,K03462,49
4,2014,"Statistische Region Weser-Ems",6 - 8,weiblich,K034,5152
0,2014,"Niedersachsen",6 - 8,weiblich,,13398
101,2013,"Braunschweig, Stadt",6 - 8,weiblich,K03101,616
102,2013,"Salzgitter, Stadt",6 - 8,weiblich,K03102,164
103,2013,"Wolfsburg, Stadt",6 - 8,weiblich,K03103,292
151,2013,"Gifhorn",6 - 8,weiblich,K03151,195
153,2013,"Goslar",6 - 8,weiblich,K03153,169
154,2013,"Helmstedt",6 - 8,weiblich,K03154,65
155,2013,"Northeim",6 - 8,weiblich,K03155,116
157,2013,"Peine",6 - 8,weiblich,K03157,137
158,2013,"Wolfenbüttel",6 - 8,weiblich,K03158,112
159,2013,"Göttingen",6 - 8,weiblich,K03159,485
1,2013,"Statistische Region Braunschweig",6 - 8,weiblich,K031,2351
241,2013,"Region Hannover",6 - 8,weiblich,K03241,2901
241001,2013,"dav. Hannover, Lhst.",6 - 8,weiblich,K03241001,2019
241999,2013,"dav. Hannover, Umland",6 - 8,weiblich,K03241999,882
251,2013,"Diepholz",6 - 8,weiblich,K03251,302
252,2013,"Hameln-Pyrmont",6 - 8,weiblich,K03252,180
254,2013,"Hildesheim",6 - 8,weiblich,K03254,381
255,2013,"Holzminden",6 - 8,weiblich,K03255,58
256,2013,"Nienburg (Weser)",6 - 8,weiblich,K03256,144
257,2013,"Schaumburg",6 - 8,weiblich,K03257,156
2,2013,"Statistische Region Hannover",6 - 8,weiblich,K032,4122
351,2013,"Celle",6 - 8,weiblich,K03351,193
352,2013,"Cuxhaven",6 - 8,weiblich,K03352,180
353,2013,"Harburg",6 - 8,weiblich,K03353,341
354,2013,"Lüchow-Dannenberg",6 - 8,weiblich,K03354,32
355,2013,"Lüneburg",6 - 8,weiblich,K03355,224
356,2013,"Osterholz",6 - 8,weiblich,K03356,112
357,2013,"Rotenburg (Wümme)",6 - 8,weiblich,K03357,214
358,2013,"Heidekreis",6 - 8,weiblich,K03358,166
359,2013,"Stade",6 - 8,weiblich,K03359,278
360,2013,"Uelzen",6 - 8,weiblich,K03360,91
361,2013,"Verden",6 - 8,weiblich,K03361,148
3,2013,"Statistische Region Lüneburg",6 - 8,weiblich,K033,1979
401,2013,"Delmenhorst, Stadt",6 - 8,weiblich,K03401,143
402,2013,"Emden, Stadt",6 - 8,weiblich,K03402,67
403,2013,"Oldenburg (Oldb), Stadt",6 - 8,weiblich,K03403,307
404,2013,"Osnabrück, Stadt",6 - 8,weiblich,K03404,401
405,2013,"Wilhelmshaven, Stadt",6 - 8,weiblich,K03405,96
451,2013,"Ammerland",6 - 8,weiblich,K03451,126
452,2013,"Aurich",6 - 8,weiblich,K03452,233
453,2013,"Cloppenburg",6 - 8,weiblich,K03453,289
454,2013,"Emsland",6 - 8,weiblich,K03454,883
455,2013,"Friesland",6 - 8,weiblich,K03455,65
456,2013,"Grafschaft Bentheim",6 - 8,weiblich,K03456,786
457,2013,"Leer",6 - 8,weiblich,K03457,448
458,2013,"Oldenburg",6 - 8,weiblich,K03458,169
459,2013,"Osnabrück",6 - 8,weiblich,K03459,486
460,2013,"Vechta",6 - 8,weiblich,K03460,336
461,2013,"Wesermarsch",6 - 8,weiblich,K03461,118
462,2013,"Wittmund",6 - 8,weiblich,K03462,41
4,2013,"Statistische Region Weser-Ems",6 - 8,weiblich,K034,4994
0,2013,"Niedersachsen",6 - 8,weiblich,,13446
101,2012,"Braunschweig, Stadt",6 - 8,weiblich,K03101,616
102,2012,"Salzgitter, Stadt",6 - 8,weiblich,K03102,194
103,2012,"Wolfsburg, Stadt",6 - 8,weiblich,K03103,287
151,2012,"Gifhorn",6 - 8,weiblich,K03151,208
153,2012,"Goslar",6 - 8,weiblich,K03153,207
154,2012,"Helmstedt",6 - 8,weiblich,K03154,69
155,2012,"Northeim",6 - 8,weiblich,K03155,124
157,2012,"Peine",6 - 8,weiblich,K03157,158
158,2012,"Wolfenbüttel",6 - 8,weiblich,K03158,122
159,2012,"Göttingen",6 - 8,weiblich,K03159,564
1,2012,"Statistische Region Braunschweig",6 - 8,weiblich,K031,2549
241,2012,"Region Hannover",6 - 8,weiblich,K03241,3073
241001,2012,"dav. Hannover, Lhst.",6 - 8,weiblich,K03241001,2068
241999,2012,"dav. Hannover, Umland",6 - 8,weiblich,K03241999,1005
251,2012,"Diepholz",6 - 8,weiblich,K03251,284
252,2012,"Hameln-Pyrmont",6 - 8,weiblich,K03252,201
254,2012,"Hildesheim",6 - 8,weiblich,K03254,384
255,2012,"Holzminden",6 - 8,weiblich,K03255,65
256,2012,"Nienburg (Weser)",6 - 8,weiblich,K03256,141
257,2012,"Schaumburg",6 - 8,weiblich,K03257,190
2,2012,"Statistische Region Hannover",6 - 8,weiblich,K032,4338
351,2012,"Celle",6 - 8,weiblich,K03351,193
352,2012,"Cuxhaven",6 - 8,weiblich,K03352,197
353,2012,"Harburg",6 - 8,weiblich,K03353,330
354,2012,"Lüchow-Dannenberg",6 - 8,weiblich,K03354,35
355,2012,"Lüneburg",6 - 8,weiblich,K03355,219
356,2012,"Osterholz",6 - 8,weiblich,K03356,112
357,2012,"Rotenburg (Wümme)",6 - 8,weiblich,K03357,208
358,2012,"Heidekreis",6 - 8,weiblich,K03358,153
359,2012,"Stade",6 - 8,weiblich,K03359,313
360,2012,"Uelzen",6 - 8,weiblich,K03360,89
361,2012,"Verden",6 - 8,weiblich,K03361,162
3,2012,"Statistische Region Lüneburg",6 - 8,weiblich,K033,2011
401,2012,"Delmenhorst, Stadt",6 - 8,weiblich,K03401,155
402,2012,"Emden, Stadt",6 - 8,weiblich,K03402,72
403,2012,"Oldenburg (Oldb), Stadt",6 - 8,weiblich,K03403,330
404,2012,"Osnabrück, Stadt",6 - 8,weiblich,K03404,432
405,2012,"Wilhelmshaven, Stadt",6 - 8,weiblich,K03405,106
451,2012,"Ammerland",6 - 8,weiblich,K03451,117
452,2012,"Aurich",6 - 8,weiblich,K03452,250
453,2012,"Cloppenburg",6 - 8,weiblich,K03453,287
454,2012,"Emsland",6 - 8,weiblich,K03454,836
455,2012,"Friesland",6 - 8,weiblich,K03455,70
456,2012,"Grafschaft Bentheim",6 - 8,weiblich,K03456,799
457,2012,"Leer",6 - 8,weiblich,K03457,390
458,2012,"Oldenburg",6 - 8,weiblich,K03458,191
459,2012,"Osnabrück",6 - 8,weiblich,K03459,452
460,2012,"Vechta",6 - 8,weiblich,K03460,312
461,2012,"Wesermarsch",6 - 8,weiblich,K03461,125
462,2012,"Wittmund",6 - 8,weiblich,K03462,45
4,2012,"Statistische Region Weser-Ems",6 - 8,weiblich,K034,4969
0,2012,"Niedersachsen",6 - 8,weiblich,,13867
101,2011,"Braunschweig, Stadt",6 - 8,weiblich,K03101,689
102,2011,"Salzgitter, Stadt",6 - 8,weiblich,K03102,226
103,2011,"Wolfsburg, Stadt",6 - 8,weiblich,K03103,322
151,2011,"Gifhorn",6 - 8,weiblich,K03151,228
153,2011,"Goslar",6 - 8,weiblich,K03153,257
154,2011,"Helmstedt",6 - 8,weiblich,K03154,91
155,2011,"Northeim",6 - 8,weiblich,K03155,139
157,2011,"Peine",6 - 8,weiblich,K03157,165
158,2011,"Wolfenbüttel",6 - 8,weiblich,K03158,155
159,2011,"Göttingen",6 - 8,weiblich,K03159,633
1,2011,"Statistische Region Braunschweig",6 - 8,weiblich,K031,2905
241,2011,"Region Hannover",6 - 8,weiblich,K03241,3327
241001,2011,"dav. Hannover, Lhst.",6 - 8,weiblich,K03241001,2133
241999,2011,"dav. Hannover, Umland",6 - 8,weiblich,K03241999,1194
251,2011,"Diepholz",6 - 8,weiblich,K03251,294
252,2011,"Hameln-Pyrmont",6 - 8,weiblich,K03252,238
254,2011,"Hildesheim",6 - 8,weiblich,K03254,442
255,2011,"Holzminden",6 - 8,weiblich,K03255,71
256,2011,"Nienburg (Weser)",6 - 8,weiblich,K03256,144
257,2011,"Schaumburg",6 - 8,weiblich,K03257,216
2,2011,"Statistische Region Hannover",6 - 8,weiblich,K032,4732
351,2011,"Celle",6 - 8,weiblich,K03351,211
352,2011,"Cuxhaven",6 - 8,weiblich,K03352,213
353,2011,"Harburg",6 - 8,weiblich,K03353,390
354,2011,"Lüchow-Dannenberg",6 - 8,weiblich,K03354,54
355,2011,"Lüneburg",6 - 8,weiblich,K03355,249
356,2011,"Osterholz",6 - 8,weiblich,K03356,115
357,2011,"Rotenburg (Wümme)",6 - 8,weiblich,K03357,217
358,2011,"Heidekreis",6 - 8,weiblich,K03358,192
359,2011,"Stade",6 - 8,weiblich,K03359,330
360,2011,"Uelzen",6 - 8,weiblich,K03360,123
361,2011,"Verden",6 - 8,weiblich,K03361,183
3,2011,"Statistische Region Lüneburg",6 - 8,weiblich,K033,2277
401,2011,"Delmenhorst, Stadt",6 - 8,weiblich,K03401,172
402,2011,"Emden, Stadt",6 - 8,weiblich,K03402,84
403,2011,"Oldenburg (Oldb), Stadt",6 - 8,weiblich,K03403,365
404,2011,"Osnabrück, Stadt",6 - 8,weiblich,K03404,469
405,2011,"Wilhelmshaven, Stadt",6 - 8,weiblich,K03405,119
451,2011,"Ammerland",6 - 8,weiblich,K03451,116
452,2011,"Aurich",6 - 8,weiblich,K03452,207
453,2011,"Cloppenburg",6 - 8,weiblich,K03453,265
454,2011,"Emsland",6 - 8,weiblich,K03454,809
455,2011,"Friesland",6 - 8,weiblich,K03455,88
456,2011,"Grafschaft Bentheim",6 - 8,weiblich,K03456,746
457,2011,"Leer",6 - 8,weiblich,K03457,357
458,2011,"Oldenburg",6 - 8,weiblich,K03458,194
459,2011,"Osnabrück",6 - 8,weiblich,K03459,512
460,2011,"Vechta",6 - 8,weiblich,K03460,352
461,2011,"Wesermarsch",6 - 8,weiblich,K03461,132
462,2011,"Wittmund",6 - 8,weiblich,K03462,56
4,2011,"Statistische Region Weser-Ems",6 - 8,weiblich,K034,5043
0,2011,"Niedersachsen",6 - 8,weiblich,,14957
101,2010,"Braunschweig, Stadt",6 - 8,weiblich,K03101,716
102,2010,"Salzgitter, Stadt",6 - 8,weiblich,K03102,246
103,2010,"Wolfsburg, Stadt",6 - 8,weiblich,K03103,341
151,2010,"Gifhorn",6 - 8,weiblich,K03151,224
153,2010,"Goslar",6 - 8,weiblich,K03153,257
154,2010,"Helmstedt",6 - 8,weiblich,K03154,110
155,2010,"Northeim",6 - 8,weiblich,K03155,153
157,2010,"Peine",6 - 8,weiblich,K03157,178
158,2010,"Wolfenbüttel",6 - 8,weiblich,K03158,164
159,2010,"Göttingen",6 - 8,weiblich,K03159,613
1,2010,"Statistische Region Braunschweig",6 - 8,weiblich,K031,3002
241,2010,"Region Hannover",6 - 8,weiblich,K03241,3647
241001,2010,"dav. Hannover, Lhst.",6 - 8,weiblich,K03241001,2253
241999,2010,"dav. Hannover, Umland",6 - 8,weiblich,K03241999,1394
251,2010,"Diepholz",6 - 8,weiblich,K03251,337
252,2010,"Hameln-Pyrmont",6 - 8,weiblich,K03252,280
254,2010,"Hildesheim",6 - 8,weiblich,K03254,490
255,2010,"Holzminden",6 - 8,weiblich,K03255,91
256,2010,"Nienburg (Weser)",6 - 8,weiblich,K03256,165
257,2010,"Schaumburg",6 - 8,weiblich,K03257,237
2,2010,"Statistische Region Hannover",6 - 8,weiblich,K032,5247
351,2010,"Celle",6 - 8,weiblich,K03351,224
352,2010,"Cuxhaven",6 - 8,weiblich,K03352,215
353,2010,"Harburg",6 - 8,weiblich,K03353,439
354,2010,"Lüchow-Dannenberg",6 - 8,weiblich,K03354,51
355,2010,"Lüneburg",6 - 8,weiblich,K03355,292
356,2010,"Osterholz",6 - 8,weiblich,K03356,121
357,2010,"Rotenburg (Wümme)",6 - 8,weiblich,K03357,242
358,2010,"Heidekreis",6 - 8,weiblich,K03358,217
359,2010,"Stade",6 - 8,weiblich,K03359,323
360,2010,"Uelzen",6 - 8,weiblich,K03360,132
361,2010,"Verden",6 - 8,weiblich,K03361,204
3,2010,"Statistische Region Lüneburg",6 - 8,weiblich,K033,2460
401,2010,"Delmenhorst, Stadt",6 - 8,weiblich,K03401,172
402,2010,"Emden, Stadt",6 - 8,weiblich,K03402,73
403,2010,"Oldenburg (Oldb), Stadt",6 - 8,weiblich,K03403,389
404,2010,"Osnabrück, Stadt",6 - 8,weiblich,K03404,543
405,2010,"Wilhelmshaven, Stadt",6 - 8,weiblich,K03405,136
451,2010,"Ammerland",6 - 8,weiblich,K03451,139
452,2010,"Aurich",6 - 8,weiblich,K03452,207
453,2010,"Cloppenburg",6 - 8,weiblich,K03453,256
454,2010,"Emsland",6 - 8,weiblich,K03454,737
455,2010,"Friesland",6 - 8,weiblich,K03455,95
456,2010,"Grafschaft Bentheim",6 - 8,weiblich,K03456,798
457,2010,"Leer",6 - 8,weiblich,K03457,333
458,2010,"Oldenburg",6 - 8,weiblich,K03458,184
459,2010,"Osnabrück",6 - 8,weiblich,K03459,541
460,2010,"Vechta",6 - 8,weiblich,K03460,343
461,2010,"Wesermarsch",6 - 8,weiblich,K03461,165
462,2010,"Wittmund",6 - 8,weiblich,K03462,71
4,2010,"Statistische Region Weser-Ems",6 - 8,weiblich,K034,5182
0,2010,"Niedersachsen",6 - 8,weiblich,,15891
101,2009,"Braunschweig, Stadt",6 - 8,weiblich,K03101,715
102,2009,"Salzgitter, Stadt",6 - 8,weiblich,K03102,260
103,2009,"Wolfsburg, Stadt",6 - 8,weiblich,K03103,381
151,2009,"Gifhorn",6 - 8,weiblich,K03151,278
153,2009,"Goslar",6 - 8,weiblich,K03153,246
154,2009,"Helmstedt",6 - 8,weiblich,K03154,107
155,2009,"Northeim",6 - 8,weiblich,K03155,189
157,2009,"Peine",6 - 8,weiblich,K03157,210
158,2009,"Wolfenbüttel",6 - 8,weiblich,K03158,195
159,2009,"Göttingen",6 - 8,weiblich,K03159,697
1,2009,"Statistische Region Braunschweig",6 - 8,weiblich,K031,3278
241,2009,"Region Hannover",6 - 8,weiblich,K03241,4261
241001,2009,"dav. Hannover, Lhst.",6 - 8,weiblich,K03241001,2840
241999,2009,"dav. Hannover, Umland",6 - 8,weiblich,K03241999,1421
251,2009,"Diepholz",6 - 8,weiblich,K03251,324
252,2009,"Hameln-Pyrmont",6 - 8,weiblich,K03252,324
254,2009,"Hildesheim",6 - 8,weiblich,K03254,573
255,2009,"Holzminden",6 - 8,weiblich,K03255,90
256,2009,"Nienburg (Weser)",6 - 8,weiblich,K03256,177
257,2009,"Schaumburg",6 - 8,weiblich,K03257,240
2,2009,"Statistische Region Hannover",6 - 8,weiblich,K032,5989
351,2009,"Celle",6 - 8,weiblich,K03351,262
352,2009,"Cuxhaven",6 - 8,weiblich,K03352,255
353,2009,"Harburg",6 - 8,weiblich,K03353,461
354,2009,"Lüchow-Dannenberg",6 - 8,weiblich,K03354,52
355,2009,"Lüneburg",6 - 8,weiblich,K03355,321
356,2009,"Osterholz",6 - 8,weiblich,K03356,148
357,2009,"Rotenburg (Wümme)",6 - 8,weiblich,K03357,251
358,2009,"Heidekreis",6 - 8,weiblich,K03358,226
359,2009,"Stade",6 - 8,weiblich,K03359,343
360,2009,"Uelzen",6 - 8,weiblich,K03360,130
361,2009,"Verden",6 - 8,weiblich,K03361,239
3,2009,"Statistische Region Lüneburg",6 - 8,weiblich,K033,2688
401,2009,"Delmenhorst, Stadt",6 - 8,weiblich,K03401,207
402,2009,"Emden, Stadt",6 - 8,weiblich,K03402,78
403,2009,"Oldenburg (Oldb), Stadt",6 - 8,weiblich,K03403,432
404,2009,"Osnabrück, Stadt",6 - 8,weiblich,K03404,672
405,2009,"Wilhelmshaven, Stadt",6 - 8,weiblich,K03405,133
451,2009,"Ammerland",6 - 8,weiblich,K03451,172
452,2009,"Aurich",6 - 8,weiblich,K03452,249
453,2009,"Cloppenburg",6 - 8,weiblich,K03453,279
454,2009,"Emsland",6 - 8,weiblich,K03454,661
455,2009,"Friesland",6 - 8,weiblich,K03455,102
456,2009,"Grafschaft Bentheim",6 - 8,weiblich,K03456,954
457,2009,"Leer",6 - 8,weiblich,K03457,306
458,2009,"Oldenburg",6 - 8,weiblich,K03458,205
459,2009,"Osnabrück",6 - 8,weiblich,K03459,594
460,2009,"Vechta",6 - 8,weiblich,K03460,353
461,2009,"Wesermarsch",6 - 8,weiblich,K03461,188
462,2009,"Wittmund",6 - 8,weiblich,K03462,73
4,2009,"Statistische Region Weser-Ems",6 - 8,weiblich,K034,5658
0,2009,"Niedersachsen",6 - 8,weiblich,,17613
101,2008,"Braunschweig, Stadt",6 - 8,weiblich,K03101,751
102,2008,"Salzgitter, Stadt",6 - 8,weiblich,K03102,291
103,2008,"Wolfsburg, Stadt",6 - 8,weiblich,K03103,419
151,2008,"Gifhorn",6 - 8,weiblich,K03151,307
153,2008,"Goslar",6 - 8,weiblich,K03153,264
154,2008,"Helmstedt",6 - 8,weiblich,K03154,110
155,2008,"Northeim",6 - 8,weiblich,K03155,205
157,2008,"Peine",6 - 8,weiblich,K03157,221
158,2008,"Wolfenbüttel",6 - 8,weiblich,K03158,213
159,2008,"Göttingen",6 - 8,weiblich,K03159,834
1,2008,"Statistische Region Braunschweig",6 - 8,weiblich,K031,3615
241,2008,"Region Hannover",6 - 8,weiblich,K03241,4968
241001,2008,"dav. Hannover, Lhst.",6 - 8,weiblich,K03241001,3501
241999,2008,"dav. Hannover, Umland",6 - 8,weiblich,K03241999,1467
251,2008,"Diepholz",6 - 8,weiblich,K03251,344
252,2008,"Hameln-Pyrmont",6 - 8,weiblich,K03252,364
254,2008,"Hildesheim",6 - 8,weiblich,K03254,649
255,2008,"Holzminden",6 - 8,weiblich,K03255,108
256,2008,"Nienburg (Weser)",6 - 8,weiblich,K03256,203
257,2008,"Schaumburg",6 - 8,weiblich,K03257,268
2,2008,"Statistische Region Hannover",6 - 8,weiblich,K032,6904
351,2008,"Celle",6 - 8,weiblich,K03351,330
352,2008,"Cuxhaven",6 - 8,weiblich,K03352,312
353,2008,"Harburg",6 - 8,weiblich,K03353,496
354,2008,"Lüchow-Dannenberg",6 - 8,weiblich,K03354,60
355,2008,"Lüneburg",6 - 8,weiblich,K03355,339
356,2008,"Osterholz",6 - 8,weiblich,K03356,203
357,2008,"Rotenburg (Wümme)",6 - 8,weiblich,K03357,309
358,2008,"Heidekreis",6 - 8,weiblich,K03358,238
359,2008,"Stade",6 - 8,weiblich,K03359,370
360,2008,"Uelzen",6 - 8,weiblich,K03360,132
361,2008,"Verden",6 - 8,weiblich,K03361,247
3,2008,"Statistische Region Lüneburg",6 - 8,weiblich,K033,3036
401,2008,"Delmenhorst, Stadt",6 - 8,weiblich,K03401,303
402,2008,"Emden, Stadt",6 - 8,weiblich,K03402,91
403,2008,"Oldenburg (Oldb), Stadt",6 - 8,weiblich,K03403,481
404,2008,"Osnabrück, Stadt",6 - 8,weiblich,K03404,776
405,2008,"Wilhelmshaven, Stadt",6 - 8,weiblich,K03405,144
451,2008,"Ammerland",6 - 8,weiblich,K03451,175
452,2008,"Aurich",6 - 8,weiblich,K03452,262
453,2008,"Cloppenburg",6 - 8,weiblich,K03453,355
454,2008,"Emsland",6 - 8,weiblich,K03454,625
455,2008,"Friesland",6 - 8,weiblich,K03455,112
456,2008,"Grafschaft Bentheim",6 - 8,weiblich,K03456,932
457,2008,"Leer",6 - 8,weiblich,K03457,291
458,2008,"Oldenburg",6 - 8,weiblich,K03458,243
459,2008,"Osnabrück",6 - 8,weiblich,K03459,677
460,2008,"Vechta",6 - 8,weiblich,K03460,383
461,2008,"Wesermarsch",6 - 8,weiblich,K03461,235
462,2008,"Wittmund",6 - 8,weiblich,K03462,63
4,2008,"Statistische Region Weser-Ems",6 - 8,weiblich,K034,6148
0,2008,"Niedersachsen",6 - 8,weiblich,,19703
101,2007,"Braunschweig, Stadt",6 - 8,weiblich,K03101,756
102,2007,"Salzgitter, Stadt",6 - 8,weiblich,K03102,326
103,2007,"Wolfsburg, Stadt",6 - 8,weiblich,K03103,381
151,2007,"Gifhorn",6 - 8,weiblich,K03151,292
153,2007,"Goslar",6 - 8,weiblich,K03153,315
154,2007,"Helmstedt",6 - 8,weiblich,K03154,105
155,2007,"Northeim",6 - 8,weiblich,K03155,213
157,2007,"Peine",6 - 8,weiblich,K03157,223
158,2007,"Wolfenbüttel",6 - 8,weiblich,K03158,215
159,2007,"Göttingen",6 - 8,weiblich,K03159,929
1,2007,"Statistische Region Braunschweig",6 - 8,weiblich,K031,3755
241,2007,"Region Hannover",6 - 8,weiblich,K03241,5241
241001,2007,"dav. Hannover, Lhst.",6 - 8,weiblich,K03241001,3582
241999,2007,"dav. Hannover, Umland",6 - 8,weiblich,K03241999,1659
251,2007,"Diepholz",6 - 8,weiblich,K03251,362
252,2007,"Hameln-Pyrmont",6 - 8,weiblich,K03252,398
254,2007,"Hildesheim",6 - 8,weiblich,K03254,607
255,2007,"Holzminden",6 - 8,weiblich,K03255,124
256,2007,"Nienburg (Weser)",6 - 8,weiblich,K03256,200
257,2007,"Schaumburg",6 - 8,weiblich,K03257,302
2,2007,"Statistische Region Hannover",6 - 8,weiblich,K032,7234
351,2007,"Celle",6 - 8,weiblich,K03351,306
352,2007,"Cuxhaven",6 - 8,weiblich,K03352,297
353,2007,"Harburg",6 - 8,weiblich,K03353,513
354,2007,"Lüchow-Dannenberg",6 - 8,weiblich,K03354,48
355,2007,"Lüneburg",6 - 8,weiblich,K03355,361
356,2007,"Osterholz",6 - 8,weiblich,K03356,181
357,2007,"Rotenburg (Wümme)",6 - 8,weiblich,K03357,329
358,2007,"Heidekreis",6 - 8,weiblich,K03358,256
359,2007,"Stade",6 - 8,weiblich,K03359,354
360,2007,"Uelzen",6 - 8,weiblich,K03360,158
361,2007,"Verden",6 - 8,weiblich,K03361,265
3,2007,"Statistische Region Lüneburg",6 - 8,weiblich,K033,3068
401,2007,"Delmenhorst, Stadt",6 - 8,weiblich,K03401,279
402,2007,"Emden, Stadt",6 - 8,weiblich,K03402,118
403,2007,"Oldenburg (Oldb), Stadt",6 - 8,weiblich,K03403,474
404,2007,"Osnabrück, Stadt",6 - 8,weiblich,K03404,752
405,2007,"Wilhelmshaven, Stadt",6 - 8,weiblich,K03405,147
451,2007,"Ammerland",6 - 8,weiblich,K03451,160
452,2007,"Aurich",6 - 8,weiblich,K03452,258
453,2007,"Cloppenburg",6 - 8,weiblich,K03453,357
454,2007,"Emsland",6 - 8,weiblich,K03454,519
