Year,Fächergruppe,Nationalität,Geschlecht,Units,Value,,,
2019,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,Anzahl,8,,,
2019,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,362,,,
2019,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,30,,,
2019,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Männer,Anzahl,,,,
2019,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,Anzahl,557,,,
2020,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,16,,,
2020,"Sport",Ausländerinnen und Ausländer,Männer,Anzahl,5,,,
2020,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,80,,,
2020,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,65,,,
2020,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,24,,,
2020,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,Anzahl,14,,,
2020,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,415,,,
2020,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,32,,,
2020,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Männer,Anzahl,,,,
2020,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,Anzahl,651,,,
2021,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,18,,,
2021,"Sport",Ausländerinnen und Ausländer,Männer,Anzahl,1,,,
2021,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,81,,,
2021,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,60,,,
2021,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,26,,,
2021,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,Anzahl,12,,,
2021,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,485,,,
2021,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,27,,,
2021,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Männer,Anzahl,,,,
2021,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,Anzahl,710,,,
2022,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,19,,,
2022,"Sport",Ausländerinnen und Ausländer,Männer,Anzahl,,,,
2022,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,83,,,
2022,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,67,,,
2022,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,21,,,
2022,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,Anzahl,13,,,
2022,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,506,,,
2022,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,41,,,
2022,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Männer,Anzahl,,,,
2022,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,Anzahl,750,,,
2023,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,16,,,
2023,"Sport",Ausländerinnen und Ausländer,Männer,Anzahl,1,,,
2023,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,89,,,
2023,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,48,,,
2023,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,20,,,
2023,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,Anzahl,9,,,
2023,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,565,,,
2023,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,32,,,
2023,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Männer,Anzahl,0,,,
2023,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,Anzahl,780,,,
2024,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,18,,,
2024,"Sport",Ausländerinnen und Ausländer,Männer,Anzahl,3,,,
2024,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,115,,,
2024,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,38,,,
2024,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,17,,,
2024,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,Anzahl,6,,,
2024,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,521,,,
2024,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,Anzahl,31,,,
2024,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Männer,Anzahl,1,,,
2024,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,Anzahl,750,,,
2013,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,120,,,
2013,"Sport",Ausländerinnen und Ausländer,Frauen,Anzahl,2,,,
2013,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,202,,,
2013,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,57,,,
2013,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,28,,,
2013,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,Anzahl,22,,,
2013,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,135,,,
2013,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,76,,,
2013,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Frauen,Anzahl,,,,
2013,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Frauen,Anzahl,642,,,
2014,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,75,,,
2014,"Sport",Ausländerinnen und Ausländer,Frauen,Anzahl,1,,,
2014,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,174,,,
2014,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,64,,,
2014,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,37,,,
2014,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,Anzahl,8,,,
2014,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,96,,,
2014,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,55,,,
2014,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Frauen,Anzahl,,,,
2014,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Frauen,Anzahl,510,,,
2015,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,80,,,
2015,"Sport",Ausländerinnen und Ausländer,Frauen,Anzahl,2,,,
2015,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,174,,,
2015,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,53,,,
2015,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,33,,,
2015,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,Anzahl,15,,,
2015,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,97,,,
2015,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,76,,,
2015,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Frauen,Anzahl,0,,,
2015,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Frauen,Anzahl,530,,,
2016,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,56,,,
2016,"Sport",Ausländerinnen und Ausländer,Frauen,Anzahl,2,,,
2016,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,205,,,
2016,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,52,,,
2016,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,31,,,
2016,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,Anzahl,18,,,
2016,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,140,,,
2016,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,47,,,
2016,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Frauen,Anzahl,1,,,
2016,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Frauen,Anzahl,552,,,
2017,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,56,,,
2017,"Sport",Ausländerinnen und Ausländer,Frauen,Anzahl,0,,,
2017,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,189,,,
2017,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,38,,,
2017,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,27,,,
2017,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,Anzahl,21,,,
2017,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,141,,,
2017,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,53,,,
2017,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Frauen,Anzahl,,,,
2017,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Frauen,Anzahl,525,,,
2018,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,69,,,
2018,"Sport",Ausländerinnen und Ausländer,Frauen,Anzahl,0,,,
2018,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,210,,,
2018,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,37,,,
2018,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,35,,,
2018,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,Anzahl,13,,,
2018,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,153,,,
2018,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,43,,,
2018,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Frauen,Anzahl,,,,
2018,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Frauen,Anzahl,560,,,
2019,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,63,,,
2019,"Sport",Ausländerinnen und Ausländer,Frauen,Anzahl,4,,,
2019,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,207,,,
2019,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,50,,,
2019,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,38,,,
2019,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,Anzahl,22,,,
2019,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,158,,,
2019,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,46,,,
2019,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Frauen,Anzahl,1,,,
2019,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Frauen,Anzahl,589,,,
2020,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,65,,,
2020,"Sport",Ausländerinnen und Ausländer,Frauen,Anzahl,,,,
2020,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,198,,,
2020,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,44,,,
2020,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,28,,,
2020,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,Anzahl,40,,,
2020,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,167,,,
2020,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,58,,,
2020,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Frauen,Anzahl,,,,
2020,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Frauen,Anzahl,600,,,
2021,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,77,,,
2021,"Sport",Ausländerinnen und Ausländer,Frauen,Anzahl,2,,,
2021,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,214,,,
2021,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,62,,,
2021,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,36,,,
2021,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,Anzahl,22,,,
2021,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,177,,,
2021,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,46,,,
2021,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Frauen,Anzahl,,,,
2021,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Frauen,Anzahl,636,,,
2022,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,56,,,
2022,"Sport",Ausländerinnen und Ausländer,Frauen,Anzahl,,,,
2022,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,221,,,
2022,"Mathematik, Natruwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,55,,,
2022,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,47,,,
2022,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,Anzahl,25,,,
2022,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,189,,,
2022,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,71,,,
2022,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Frauen,Anzahl,1,,,
2022,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Frauen,Anzahl,665,,,
2023,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,56,,,
2023,"Sport",Ausländerinnen und Ausländer,Frauen,Anzahl,1,,,
2023,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,187,,,
2023,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,56,,,
2023,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,45,,,
2023,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,Anzahl,26,,,
2023,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,171,,,
2023,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,47,,,
2023,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Frauen,Anzahl,1,,,
2023,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Frauen,Anzahl,590,,,
2024,"Geisteswissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,50,,,
2024,"Sport",Ausländerinnen und Ausländer,Frauen,Anzahl,0,,,
2024,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,178,,,
2024,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,53,,,
2024,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,32,,,
2024,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Frauen,Anzahl,24,,,
2024,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,151,,,
2024,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Frauen,Anzahl,50,,,
2024,"Außerhalb der Studienbereichsgliederung",Ausländerinnen und Ausländer,Frauen,Anzahl,1,,,
2013,"Geisteswissenschaften",Insgesamt,Insgesamt,%,16.5074975152327,,,
2013,"Sport",Insgesamt,Insgesamt,%,1.20997363985999,,,
2013,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Insgesamt,%,31.8352707316019,,,
2013,"Mathematik, Natruwissenschaften",Insgesamt,Insgesamt,%,12.8257205825159,,,
2013,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Insgesamt,%,5.31092001209974,,,
2013,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Insgesamt,%,4.74050386759431,,,
2013,"Ingenieurwissenschaften",Insgesamt,Insgesamt,%,22.9376431442029,,,
2013,"Kunst, Kunstwissenschaften",Insgesamt,Insgesamt,%,4.63247050689253,,,
2013,"Fächerguppen zusammen",Insgesamt,Insgesamt,%,100,,,
2014,"Geisteswissenschaften",Insgesamt,Insgesamt,%,15.4541773518693,,,
2014,"Sport",Insgesamt,Insgesamt,%,1.15175237323975,,,
2014,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Insgesamt,%,31.4032483016152,,,
2014,"Mathematik, Natruwissenschaften",Insgesamt,Insgesamt,%,14.3564133711252,,,
2014,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Insgesamt,%,5.65978314662348,,,
2014,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Insgesamt,%,4.78247176856976,,,
2014,"Ingenieurwissenschaften",Insgesamt,Insgesamt,%,22.9225716470959,,,
2014,"Kunst, Kunstwissenschaften",Insgesamt,Insgesamt,%,4.26958203986143,,,
2014,"Fächerguppen zusammen",Insgesamt,Insgesamt,%,100,,,
2015,"Geisteswissenschaften",Insgesamt,Insgesamt,%,14.8222698072805,,,
2015,"Sport",Insgesamt,Insgesamt,%,1.21627408993576,,,
2015,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Insgesamt,%,32.4325481798715,,,
2015,"Mathematik, Natruwissenschaften",Insgesamt,Insgesamt,%,14.3126338329764,,,
2015,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Insgesamt,%,5.42612419700214,,,
2015,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Insgesamt,%,5.19057815845824,,,
2015,"Ingenieurwissenschaften",Insgesamt,Insgesamt,%,22.1584582441113,,,
2015,"Kunst, Kunstwissenschaften",Insgesamt,Insgesamt,%,4.42398286937902,,,
2015,"Fächerguppen zusammen",Insgesamt,Insgesamt,%,100,,,
2016,"Geisteswissenschaften",Insgesamt,Insgesamt,%,10.6598545202633,,,
2016,"Sport",Insgesamt,Insgesamt,%,1.14738482854174,,,
2016,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Insgesamt,%,38.2923449948043,,,
2016,"Mathematik, Natruwissenschaften",Insgesamt,Insgesamt,%,9.51246969172151,,,
2016,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Insgesamt,%,5.75424315898857,,,
2016,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Insgesamt,%,5.17405611361275,,,
2016,"Ingenieurwissenschaften",Insgesamt,Insgesamt,%,25.2554554901282,,,
2016,"Kunst, Kunstwissenschaften",Insgesamt,Insgesamt,%,4.20419120193973,,,
2016,"Fächerguppen zusammen",Insgesamt,Insgesamt,%,100,,,
2017,"Geisteswissenschaften",Insgesamt,Insgesamt,%,10.4459036092872,,,
2017,"Sport",Insgesamt,Insgesamt,%,1.06862366422042,,,
2017,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Insgesamt,%,39.6420754474057,,,
2017,"Mathematik, Natruwissenschaften",Insgesamt,Insgesamt,%,9.3043217029312,,,
2017,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Insgesamt,%,5.79374275782155,,,
2017,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Insgesamt,%,5.34740998240419,,,
2017,"Ingenieurwissenschaften",Insgesamt,Insgesamt,%,24.2393030342045,,,
2017,"Kunst, Kunstwissenschaften",Insgesamt,Insgesamt,%,4.15861980172525,,,
2017,"Fächerguppen zusammen",Insgesamt,Insgesamt,%,100,,,
2018,"Geisteswissenschaften",Insgesamt,Insgesamt,%,10.394747916842,,,
2018,"Sport",Insgesamt,Insgesamt,%,1.07314199141486,,,
2018,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Insgesamt,%,39.8409224812726,,,
2018,"Mathematik, Natruwissenschaften",Insgesamt,Insgesamt,%,9.70457032236344,,,
2018,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Insgesamt,%,5.81600875347193,,,
2018,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Insgesamt,%,5.31100075751199,,,
2018,"Ingenieurwissenschaften",Insgesamt,Insgesamt,%,24.2361754061106,,,
2018,"Kunst, Kunstwissenschaften",Insgesamt,Insgesamt,%,3.62343237101254,,,
2018,"Fächerguppen zusammen",Insgesamt,Insgesamt,%,100,,,
2019,"Geisteswissenschaften",Insgesamt,Insgesamt,%,10.2545155993432,,,
2019,"Sport",Insgesamt,Insgesamt,%,1.00985221674877,,,
2019,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Insgesamt,%,39.6633825944171,,,
2019,"Mathematik, Natruwissenschaften",Insgesamt,Insgesamt,%,9.72495894909688,,,
2019,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Insgesamt,%,5.83333333333333,,,
2019,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Insgesamt,%,5.4679802955665,,,
2019,"Ingenieurwissenschaften",Insgesamt,Insgesamt,%,24.1133004926108,,,
2019,"Kunst, Kunstwissenschaften",Insgesamt,Insgesamt,%,3.93267651888342,,,
2019,"Fächerguppen zusammen",Insgesamt,Insgesamt,%,100,,,
2020,"Geisteswissenschaften",Insgesamt,Insgesamt,%,10.2896634102641,,,
2020,"Sport",Insgesamt,Insgesamt,%,1.0323791647114,,,
2020,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Insgesamt,%,39.4394437097393,,,
2020,"Mathematik, Natruwissenschaften",Insgesamt,Insgesamt,%,9.74787765027089,,,
2020,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Insgesamt,%,5.7420758500064,,,
2020,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Insgesamt,%,6.18574292905593,,,
2020,"Ingenieurwissenschaften",Insgesamt,Insgesamt,%,23.6466021074186,,,
2020,"Kunst, Kunstwissenschaften",Insgesamt,Insgesamt,%,3.91621517853334,,,
2020,"Fächerguppen zusammen",Insgesamt,Insgesamt,%,100,,,
2021,"Geisteswissenschaften",Insgesamt,Insgesamt,%,9.80089394555059,,,
2021,"Sport",Insgesamt,Insgesamt,%,0.995530272247054,,,
2021,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Insgesamt,%,40.2478667208452,,,
2021,"Mathematik, Natruwissenschaften",Insgesamt,Insgesamt,%,9.32547744819179,,,
2021,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Insgesamt,%,6.37952052011378,,,
2021,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Insgesamt,%,5.12393336042259,,,
2021,"Ingenieurwissenschaften",Insgesamt,Insgesamt,%,24.6078829744006,,,
2021,"Kunst, Kunstwissenschaften",Insgesamt,Insgesamt,%,3.51889475822836,,,
2021,"Fächerguppen zusammen",Insgesamt,Insgesamt,%,100,,,
2022,"Geisteswissenschaften",Insgesamt,Insgesamt,%,10.1946325988168,,,
2022,"Sport",Insgesamt,Insgesamt,%,0.891708822772871,,,
2022,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Insgesamt,%,39.9982851753408,,,
2022,"Mathematik, Natruwissenschaften",Insgesamt,Insgesamt,%,9.44439681042613,,,
2022,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Insgesamt,%,6.26768412929778,,,
2022,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Insgesamt,%,5.03729743633714,,,
2022,"Ingenieurwissenschaften",Insgesamt,Insgesamt,%,24.114721769699,,,
2022,"Kunst, Kunstwissenschaften",Insgesamt,Insgesamt,%,4.05127325730944,,,
2022,"Fächerguppen zusammen",Insgesamt,Insgesamt,%,100,,,
2023,"Geisteswissenschaften",Insgesamt,Insgesamt,%,9.70949058238701,,,
2023,"Sport",Insgesamt,Insgesamt,%,0.98508687919004,,,
2023,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Insgesamt,%,38.7376294066676,,,
2023,"Mathematik, Naturwissenschaften",Insgesamt,Insgesamt,%,9.96032288958818,,,
2023,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Insgesamt,%,6.75879053222055,,,
2023,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Insgesamt,Insgesamt,%,5.19906964016965,,,
2023,"Ingenieurwissenschaften",Insgesamt,Insgesamt,%,24.773110776668,,,
2023,"Kunst, Kunstwissenschaften",Insgesamt,Insgesamt,%,3.87649929310895,,,
2023,"Fächerguppen zusammen",Insgesamt,Insgesamt,%,100,,,
2024,"Geisteswissenschaften",Insgesamt,Insgesamt,%,9.77108269239521,,,
2024,"Sport",Insgesamt,Insgesamt,%,1.01033086060165,,,
2024,"Rechts-, Wirtschafts-, Sozialwissenschaften",Insgesamt,Insgesamt,%,39.3437400446002,,,
2024,"Mathematik, Naturwissenschaften",Insgesamt,Insgesamt,%,9.67551085423019,,,
2024,"Humanmedizin, Gesundheitswissenschaften",Insgesamt,Insgesamt,%,7.11327538342511,,,
