Year,Gebietseinheit,Migrationshintergrund,Geocode,Value
Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03101,25,25,,
Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03102,34,95,,
Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03103,33,38,,
Gifhorn,Anteil der Personen mit Migrationshintergrund ,,,
K03151,19,28,,
Goslar,Anteil der Personen mit Migrationshintergrund ,,,
K03153,14,85,,
Helmstedt,Anteil der Personen mit Migrationshintergrund ,,,
K03154,14,26,,
Northeim,Anteil der Personen mit Migrationshintergrund ,,,
K03155,19,54,,
Peine,Anteil der Personen mit Migrationshintergrund ,,,
K03157,17,42,,
Göttingen,Anteil der Personen mit Migrationshintergrund ,,,
K03159,18,29,,
Wolfenbüttel,Anteil der Personen mit Migrationshintergrund ,,,
K03158,13,81,,
Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund ,,,
K031,20,92,,
Hannover  Region,Anteil der Personen mit Migrationshintergrund ,,,
K03241,29,08,,
   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund ,,,
K03241001,34,69,,
   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund ,,,
K03241999,24,18,,
Diepholz,Anteil der Personen mit Migrationshintergrund ,,,
K03251,15,52,,
Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund ,,,
K03252,29,41,,
Hildesheim,Anteil der Personen mit Migrationshintergrund ,,,
K03254,19,64,,
Holzminden,Anteil der Personen mit Migrationshintergrund ,,,
K03255,16,63,,
Nienburg (Weser),Anteil der Personen mit Migrationshintergrund ,,,
K03256,21,72,,
Schaumburg,Anteil der Personen mit Migrationshintergrund ,,,
K03257,18,03,,
Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund ,,,
K032,24,91,,
Celle,Anteil der Personen mit Migrationshintergrund ,,,
K03351,19,24,,
Cuxhaven,Anteil der Personen mit Migrationshintergrund ,,,
K03352,13,91,,
Harburg,Anteil der Personen mit Migrationshintergrund ,,,
K03353,18,14,,
Lüchow-Dannenberg / Uelzen,Anteil der Personen mit Migrationshintergrund ,,,
K03354360,12,23,,
Lüneburg,Anteil der Personen mit Migrationshintergrund ,,,
K03355,17,36,,
Osterholz,Anteil der Personen mit Migrationshintergrund ,,,
K03356,17,19,,
Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund ,,,
K03357,17,44,,
Heidekreis,Anteil der Personen mit Migrationshintergrund ,,,
K03358,16,23,,
Stade,Anteil der Personen mit Migrationshintergrund ,,,
K03359,18,7,,
Verden,Anteil der Personen mit Migrationshintergrund ,,,
K03361,17,44,,
Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund ,,,
K033,16,95,,
Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03401,35,66,,
Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund ,,,
K03402457,17,71,,
Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03403,17,93,,
Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03404,26,77,,
Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03405,19,69,,
Ammerland,Anteil der Personen mit Migrationshintergrund ,,,
K03451,11,17,,
Aurich,Anteil der Personen mit Migrationshintergrund ,,,
K03452,9,8,,
Cloppenburg,Anteil der Personen mit Migrationshintergrund ,,,
K03453,28,22,,
Emsland,Anteil der Personen mit Migrationshintergrund ,,,
K03454,21,89,,
Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund ,,,
K03455462,8,75,,
Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund ,,,
K03456,23,55,,
Oldenburg,Anteil der Personen mit Migrationshintergrund ,,,
K03458,15,44,,
Osnabrück,Anteil der Personen mit Migrationshintergrund ,,,
K03459,23,03,,
Vechta,Anteil der Personen mit Migrationshintergrund ,,,
K03460,32,29,,
Wesermarsch,Anteil der Personen mit Migrationshintergrund ,,,
K03461,15,04,,
Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund ,,,
K034,20,38,,
Niedersachsen,Anteil der Personen mit Migrationshintergrund ,,,
K030,20,97,,
Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03101,24,47,,
Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03102,27,2,,
Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03103,32,87,,
Gifhorn,Anteil der Personen mit Migrationshintergrund ,,,
K03151,21,97,,
Goslar,Anteil der Personen mit Migrationshintergrund ,,,
K03153,13,15,,
Helmstedt,Anteil der Personen mit Migrationshintergrund ,,,
K03154,11,03,,
Northeim,Anteil der Personen mit Migrationshintergrund ,,,
K03155,20,65,,
Peine,Anteil der Personen mit Migrationshintergrund ,,,
K03157,16,19,,
Göttingen,Anteil der Personen mit Migrationshintergrund ,,,
K03159,18,68,,
Wolfenbüttel,Anteil der Personen mit Migrationshintergrund ,,,
K03158,12,18,,
Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund ,,,
K031,20,15,,
Hannover  Region,Anteil der Personen mit Migrationshintergrund ,,,
K03241,27,5,,
   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund ,,,
K03241001,32,87,,
   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund ,,,
K03241999,22,82,,
Diepholz,Anteil der Personen mit Migrationshintergrund ,,,
K03251,14,8,,
Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund ,,,
K03252,21,99,,
Hildesheim,Anteil der Personen mit Migrationshintergrund ,,,
K03254,15,8,,
Holzminden,Anteil der Personen mit Migrationshintergrund ,,,
K03255,16,48,,
Nienburg (Weser),Anteil der Personen mit Migrationshintergrund ,,,
K03256,18,94,,
Schaumburg,Anteil der Personen mit Migrationshintergrund ,,,
K03257,14,49,,
Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund ,,,
K032,22,57,,
Celle,Anteil der Personen mit Migrationshintergrund ,,,
K03351,20,91,,
Cuxhaven,Anteil der Personen mit Migrationshintergrund ,,,
K03352,13,05,,
Harburg,Anteil der Personen mit Migrationshintergrund ,,,
K03353,14,58,,
Lüchow-Dannenberg / Uelzen,Anteil der Personen mit Migrationshintergrund ,,,
K03354360,10,85,,
Lüneburg,Anteil der Personen mit Migrationshintergrund ,,,
K03355,14,4,,
Osterholz,Anteil der Personen mit Migrationshintergrund ,,,
K03356,17,16,,
Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund ,,,
K03357,16,4,,
Heidekreis,Anteil der Personen mit Migrationshintergrund ,,,
K03358,14,2,,
Stade,Anteil der Personen mit Migrationshintergrund ,,,
K03359,14,85,,
Verden,Anteil der Personen mit Migrationshintergrund ,,,
K03361,21,14,,
Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund ,,,
K033,15,66,,
Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03401,33,69,,
Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund ,,,
K03402457,12,52,,
Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03403,17,34,,
Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03404,26,84,,
Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03405,13,67,,
Ammerland,Anteil der Personen mit Migrationshintergrund ,,,
K03451,9,38,,
Aurich,Anteil der Personen mit Migrationshintergrund ,,,
K03452,8,22,,
Cloppenburg,Anteil der Personen mit Migrationshintergrund ,,,
K03453,27,24,,
Emsland,Anteil der Personen mit Migrationshintergrund ,,,
K03454,23,04,,
Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund ,,,
K03455462,8,95,,
Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund ,,,
K03456,24,34,,
Oldenburg,Anteil der Personen mit Migrationshintergrund ,,,
K03458,12,21,,
Osnabrück,Anteil der Personen mit Migrationshintergrund ,,,
K03459,23,86,,
Vechta,Anteil der Personen mit Migrationshintergrund ,,,
K03460,27,68,,
Wesermarsch,Anteil der Personen mit Migrationshintergrund ,,,
K03461,14,83,,
Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund ,,,
K034,19,33,,
Niedersachsen,Anteil der Personen mit Migrationshintergrund ,,,
K030,19,58,,
Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03101,21,86,,
Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03102,29,2,,
Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03103,31,05,,
Gifhorn,Anteil der Personen mit Migrationshintergrund ,,,
K03151,20,8,,
Goslar,Anteil der Personen mit Migrationshintergrund ,,,
K03153,10,75,,
Helmstedt,Anteil der Personen mit Migrationshintergrund ,,,
K03154,15,06,,
Northeim,Anteil der Personen mit Migrationshintergrund ,,,
K03155,11,05,,
Peine,Anteil der Personen mit Migrationshintergrund ,,,
K03157,17,68,,
Göttingen,Anteil der Personen mit Migrationshintergrund ,,,
K03159,12,7,,
Wolfenbüttel,Anteil der Personen mit Migrationshintergrund ,,,
K03158,14,91,,
Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund ,,,
K031,17,97,,
Hannover  Region,Anteil der Personen mit Migrationshintergrund ,,,
K03241,25,57,,
   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund ,,,
K03241001,31,71,,
   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund ,,,
K03241999,20,27,,
Diepholz,Anteil der Personen mit Migrationshintergrund ,,,
K03251,14,27,,
Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund ,,,
K03252,14,11,,
Hildesheim,Anteil der Personen mit Migrationshintergrund ,,,
K03254,17,18,,
Holzminden,Anteil der Personen mit Migrationshintergrund ,,,
K03255,8,19,,
Nienburg (Weser),Anteil der Personen mit Migrationshintergrund ,,,
K03256,17,13,,
Schaumburg,Anteil der Personen mit Migrationshintergrund ,,,
K03257,13,96,,
Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund ,,,
K032,20,72,,
Celle,Anteil der Personen mit Migrationshintergrund ,,,
K03351,18,38,,
Cuxhaven,Anteil der Personen mit Migrationshintergrund ,,,
K03352,9,24,,
Harburg,Anteil der Personen mit Migrationshintergrund ,,,
K03353,13,77,,
Lüchow-Dannenberg / Uelzen,Anteil der Personen mit Migrationshintergrund ,,,
K03354360,10,88,,
Lüneburg,Anteil der Personen mit Migrationshintergrund ,,,
K03355,15,12,,
Osterholz,Anteil der Personen mit Migrationshintergrund ,,,
K03356,10,25,,
Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund ,,,
K03357,11,03,,
Heidekreis,Anteil der Personen mit Migrationshintergrund ,,,
K03358,16,17,,
Stade,Anteil der Personen mit Migrationshintergrund ,,,
K03359,15,68,,
Verden,Anteil der Personen mit Migrationshintergrund ,,,
K03361,19,28,,
Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund ,,,
K033,14,11,,
Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03401,30,29,,
Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund ,,,
K03402457,15,05,,
Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03403,14,94,,
Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03404,25,95,,
Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03405,16,8,,
Ammerland,Anteil der Personen mit Migrationshintergrund ,,,
K03451,8,75,,
Aurich,Anteil der Personen mit Migrationshintergrund ,,,
K03452,10,19,,
Cloppenburg,Anteil der Personen mit Migrationshintergrund ,,,
K03453,28,57,,
Emsland,Anteil der Personen mit Migrationshintergrund ,,,
K03454,16,65,,
Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund ,,,
K03455462,8,39,,
Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund ,,,
K03456,22,94,,
Oldenburg,Anteil der Personen mit Migrationshintergrund ,,,
K03458,11,79,,
Osnabrück,Anteil der Personen mit Migrationshintergrund ,,,
K03459,20,76,,
Vechta,Anteil der Personen mit Migrationshintergrund ,,,
K03460,21,53,,
Wesermarsch,Anteil der Personen mit Migrationshintergrund ,,,
K03461,12,95,,
Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund ,,,
K034,17,81,,
Niedersachsen,Anteil der Personen mit Migrationshintergrund ,,,
K030,17,84,,
Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03101,19,09,,
Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03102,27,29,,
Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03103,33,47,,
Gifhorn,Anteil der Personen mit Migrationshintergrund ,,,
K03151,19,62,,
Goslar,Anteil der Personen mit Migrationshintergrund ,,,
K03153,10,72,,
Helmstedt,Anteil der Personen mit Migrationshintergrund ,,,
K03154,18,51,,
Northeim,Anteil der Personen mit Migrationshintergrund ,,,
K03155,10,4,,
Peine,Anteil der Personen mit Migrationshintergrund ,,,
K03157,18,33,,
Göttingen,Anteil der Personen mit Migrationshintergrund ,,,
K03159,11,46,,
Wolfenbüttel,Anteil der Personen mit Migrationshintergrund ,,,
K03158,15,28,,
Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund ,,,
K031,17,4,,
Hannover  Region,Anteil der Personen mit Migrationshintergrund ,,,
K03241,24,22,,
   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund ,,,
K03241001,29,97,,
   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund ,,,
K03241999,19,32,,
Diepholz,Anteil der Personen mit Migrationshintergrund ,,,
K03251,14,91,,
Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund ,,,
K03252,17,99,,
Hildesheim,Anteil der Personen mit Migrationshintergrund ,,,
K03254,17,13,,
Holzminden,Anteil der Personen mit Migrationshintergrund ,,,
K03255,7,03,,
Nienburg (Weser),Anteil der Personen mit Migrationshintergrund ,,,
K03256,17,66,,
Schaumburg,Anteil der Personen mit Migrationshintergrund ,,,
K03257,15,1,,
Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund ,,,
K032,20,28,,
Celle,Anteil der Personen mit Migrationshintergrund ,,,
K03351,17,44,,
Cuxhaven,Anteil der Personen mit Migrationshintergrund ,,,
K03352,11,66,,
Harburg,Anteil der Personen mit Migrationshintergrund ,,,
K03353,13,41,,
Lüchow-Dannenberg / Uelzen,Anteil der Personen mit Migrationshintergrund ,,,
K03354360,9,98,,
Lüneburg,Anteil der Personen mit Migrationshintergrund ,,,
K03355,13,2,,
Osterholz,Anteil der Personen mit Migrationshintergrund ,,,
K03356,7,75,,
Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund ,,,
K03357,11,02,,
Heidekreis,Anteil der Personen mit Migrationshintergrund ,,,
K03358,17,17,,
Stade,Anteil der Personen mit Migrationshintergrund ,,,
K03359,13,48,,
Verden,Anteil der Personen mit Migrationshintergrund ,,,
K03361,19,92,,
Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund ,,,
K033,13,7,,
Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03401,27,25,,
Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund ,,,
K03402457,12,64,,
Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03403,14,5,,
Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03404,28,54,,
Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03405,16,26,,
Ammerland,Anteil der Personen mit Migrationshintergrund ,,,
K03451,9,02,,
Aurich,Anteil der Personen mit Migrationshintergrund ,,,
K03452,7,28,,
Cloppenburg,Anteil der Personen mit Migrationshintergrund ,,,
K03453,30,91,,
Emsland,Anteil der Personen mit Migrationshintergrund ,,,
K03454,17,27,,
Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund ,,,
K03455462,6,14,,
Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund ,,,
K03456,22,94,,
Oldenburg,Anteil der Personen mit Migrationshintergrund ,,,
K03458,12,26,,
Osnabrück,Anteil der Personen mit Migrationshintergrund ,,,
K03459,21,15,,
Vechta,Anteil der Personen mit Migrationshintergrund ,,,
K03460,21,07,,
Wesermarsch,Anteil der Personen mit Migrationshintergrund ,,,
K03461,12,6,,
Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund ,,,
K034,17,47,,
Niedersachsen,Anteil der Personen mit Migrationshintergrund ,,,
K030,17,4,,
Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03101,20,06,,
Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03102,27,09,,
Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03103,36,11,,
Gifhorn,Anteil der Personen mit Migrationshintergrund ,,,
K03151,22,75,,
Goslar,Anteil der Personen mit Migrationshintergrund ,,,
K03153,12,55,,
Helmstedt,Anteil der Personen mit Migrationshintergrund ,,,
K03154,14,01,,
Northeim,Anteil der Personen mit Migrationshintergrund ,,,
K03155,9,44,,
Peine,Anteil der Personen mit Migrationshintergrund ,,,
K03157,15,88,,
Göttingen,Anteil der Personen mit Migrationshintergrund ,,,
K03159,12,27,,
Wolfenbüttel,Anteil der Personen mit Migrationshintergrund ,,,
K03158,14,18,,
Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund ,,,
K031,17,72,,
Hannover  Region,Anteil der Personen mit Migrationshintergrund ,,,
K03241,24,15,,
   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund ,,,
K03241001,30,93,,
   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund ,,,
K03241999,18,42,,
Diepholz,Anteil der Personen mit Migrationshintergrund ,,,
K03251,13,12,,
Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund ,,,
K03252,19,94,,
Hildesheim,Anteil der Personen mit Migrationshintergrund ,,,
K03254,17,49,,
Holzminden,Anteil der Personen mit Migrationshintergrund ,,,
K03255,7,82,,
Nienburg (Weser),Anteil der Personen mit Migrationshintergrund ,,,
K03256,15,5,,
Schaumburg,Anteil der Personen mit Migrationshintergrund ,,,
K03257,13,21,,
Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund ,,,
K032,20,03,,
Celle,Anteil der Personen mit Migrationshintergrund ,,,
K03351,16,99,,
Cuxhaven,Anteil der Personen mit Migrationshintergrund ,,,
K03352,13,19,,
Harburg,Anteil der Personen mit Migrationshintergrund ,,,
K03353,12,62,,
Lüchow-Dannenberg / Uelzen,Anteil der Personen mit Migrationshintergrund ,,,
K03354360,9,38,,
Lüneburg,Anteil der Personen mit Migrationshintergrund ,,,
K03355,12,68,,
Osterholz,Anteil der Personen mit Migrationshintergrund ,,,
K03356,7,04,,
Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund ,,,
K03357,10,14,,
Heidekreis,Anteil der Personen mit Migrationshintergrund ,,,
K03358,18,16,,
Stade,Anteil der Personen mit Migrationshintergrund ,,,
K03359,10,41,,
Verden,Anteil der Personen mit Migrationshintergrund ,,,
K03361,21,13,,
Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund ,,,
K033,13,24,,
Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03401,23,07,,
Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund ,,,
K03402457,14,85,,
Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03403,14,31,,
Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03404,30,54,,
Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03405,16,39,,
Ammerland,Anteil der Personen mit Migrationshintergrund ,,,
K03451,6,75,,
Aurich,Anteil der Personen mit Migrationshintergrund ,,,
K03452,9,17,,
Cloppenburg,Anteil der Personen mit Migrationshintergrund ,,,
K03453,26,17,,
Emsland,Anteil der Personen mit Migrationshintergrund ,,,
K03454,17,17,,
Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund ,,,
K03455462,6,53,,
Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund ,,,
K03456,22,75,,
Oldenburg,Anteil der Personen mit Migrationshintergrund ,,,
K03458,10,86,,
Osnabrück,Anteil der Personen mit Migrationshintergrund ,,,
K03459,21,78,,
Vechta,Anteil der Personen mit Migrationshintergrund ,,,
K03460,20,84,,
Wesermarsch,Anteil der Personen mit Migrationshintergrund ,,,
K03461,13,45,,
Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund ,,,
K034,17,44,,
Niedersachsen,Anteil der Personen mit Migrationshintergrund ,,,
K030,17,29,,
Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03101,20,55,,
Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03102,25,44,,
Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03103,35,95,,
Gifhorn,Anteil der Personen mit Migrationshintergrund ,,,
K03151,21,35,,
Goslar,Anteil der Personen mit Migrationshintergrund ,,,
K03153,10,14,,
Helmstedt,Anteil der Personen mit Migrationshintergrund ,,,
K03154,9,86,,
Northeim,Anteil der Personen mit Migrationshintergrund ,,,
K03155,8,9,,
Peine,Anteil der Personen mit Migrationshintergrund ,,,
K03157,14,55,,
Göttingen,Anteil der Personen mit Migrationshintergrund ,,,
K03159,12,26,,
Wolfenbüttel,Anteil der Personen mit Migrationshintergrund ,,,
K03158,13,65,,
Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund ,,,
K031,16,88,,
Hannover  Region,Anteil der Personen mit Migrationshintergrund ,,,
K03241,23,24,,
   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund ,,,
K03241001,28,87,,
   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund ,,,
K03241999,18,49,,
Diepholz,Anteil der Personen mit Migrationshintergrund ,,,
K03251,13,24,,
Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund ,,,
K03252,17,51,,
Hildesheim,Anteil der Personen mit Migrationshintergrund ,,,
K03254,16,01,,
Holzminden,Anteil der Personen mit Migrationshintergrund ,,,
K03255,9,39,,
Nienburg (Weser),Anteil der Personen mit Migrationshintergrund ,,,
K03256,17,07,,
Schaumburg,Anteil der Personen mit Migrationshintergrund ,,,
K03257,12,8,,
Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund ,,,
K032,19,25,,
Celle,Anteil der Personen mit Migrationshintergrund ,,,
K03351,13,05,,
Cuxhaven,Anteil der Personen mit Migrationshintergrund ,,,
K03352,11,47,,
Harburg,Anteil der Personen mit Migrationshintergrund ,,,
K03353,12,54,,
Lüchow-Dannenberg / Uelzen,Anteil der Personen mit Migrationshintergrund ,,,
K03354360,10,25,,
Lüneburg,Anteil der Personen mit Migrationshintergrund ,,,
K03355,11,04,,
Osterholz,Anteil der Personen mit Migrationshintergrund ,,,
K03356,5,61,,
Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund ,,,
K03357,14,89,,
Heidekreis,Anteil der Personen mit Migrationshintergrund ,,,
K03358,17,37,,
Stade,Anteil der Personen mit Migrationshintergrund ,,,
K03359,9,95,,
Verden,Anteil der Personen mit Migrationshintergrund ,,,
K03361,17,36,,
Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund ,,,
K033,12,37,,
Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03401,24,94,,
Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund ,,,
K03402457,10,08,,
Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03403,16,08,,
Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03404,28,16,,
Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03405,14,19,,
Ammerland,Anteil der Personen mit Migrationshintergrund ,,,
K03451,11,71,,
Aurich,Anteil der Personen mit Migrationshintergrund ,,,
K03452,8,46,,
Cloppenburg,Anteil der Personen mit Migrationshintergrund ,,,
K03453,25,8,,
Emsland,Anteil der Personen mit Migrationshintergrund ,,,
K03454,18,59,,
Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund ,,,
K03455462,5,69,,
Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund ,,,
K03456,22,57,,
Oldenburg,Anteil der Personen mit Migrationshintergrund ,,,
K03458,9,83,,
Osnabrück,Anteil der Personen mit Migrationshintergrund ,,,
K03459,21,71,,
Vechta,Anteil der Personen mit Migrationshintergrund ,,,
K03460,22,56,,
Wesermarsch,Anteil der Personen mit Migrationshintergrund ,,,
K03461,15,23,,
Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund ,,,
K034,17,34,,
Niedersachsen,Anteil der Personen mit Migrationshintergrund ,,,
K030,16,7,,
Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03101,19,8,,
Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03102,22,75,,
Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03103,30,31,,
Gifhorn,Anteil der Personen mit Migrationshintergrund ,,,
K03151,19,43,,
Goslar,Anteil der Personen mit Migrationshintergrund ,,,
K03153,11,8,,
Helmstedt,Anteil der Personen mit Migrationshintergrund ,,,
K03154,8,96,,
Northeim,Anteil der Personen mit Migrationshintergrund ,,,
K03155,9,42,,
Peine,Anteil der Personen mit Migrationshintergrund ,,,
K03157,15,46,,
Göttingen,Anteil der Personen mit Migrationshintergrund ,,,
K03159,12,99,,
Wolfenbüttel,Anteil der Personen mit Migrationshintergrund ,,,
K03158,13,99,,
Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund ,,,
K031,16,24,,
Hannover  Region,Anteil der Personen mit Migrationshintergrund ,,,
K03241,22,66,,
   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund ,,,
K03241001,28,57,,
   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund ,,,
K03241999,17,67,,
Diepholz,Anteil der Personen mit Migrationshintergrund ,,,
K03251,12,72,,
Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund ,,,
K03252,14,03,,
Hildesheim,Anteil der Personen mit Migrationshintergrund ,,,
K03254,16,04,,
Holzminden,Anteil der Personen mit Migrationshintergrund ,,,
K03255,9,36,,
Nienburg (Weser),Anteil der Personen mit Migrationshintergrund ,,,
K03256,17,23,,
Schaumburg,Anteil der Personen mit Migrationshintergrund ,,,
K03257,16,41,,
Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund ,,,
K032,18,95,,
Celle,Anteil der Personen mit Migrationshintergrund ,,,
K03351,13,83,,
Cuxhaven,Anteil der Personen mit Migrationshintergrund ,,,
K03352,11,71,,
Harburg,Anteil der Personen mit Migrationshintergrund ,,,
K03353,10,95,,
Lüchow-Dannenberg / Uelzen,Anteil der Personen mit Migrationshintergrund ,,,
K03354360,12,19,,
Lüneburg,Anteil der Personen mit Migrationshintergrund ,,,
K03355,9,03,,
Osterholz,Anteil der Personen mit Migrationshintergrund ,,,
K03356,5,51,,
Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund ,,,
K03357,12,26,,
Heidekreis,Anteil der Personen mit Migrationshintergrund ,,,
K03358,12,87,,
Stade,Anteil der Personen mit Migrationshintergrund ,,,
K03359,11,07,,
