Year,Gebietseinheit,Migrationshintergrund,Units,GeoCode,Value
2019,Northeim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03155,14.64
2019,Peine,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03157,18.8
2019,Göttingen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03159,15.54
2019,Wolfenbüttel,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03158,14.02
2019,Statistische Region Braunschweig,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ031,20.82
2019,Hannover  Region,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03241,28.6
2019,dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03241001,34.91
2019,dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03241999,23.12
2019,Diepholz,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03251,16.62
2019,Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03252,25.93
2019,Hildesheim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03254,21.1
2019,Holzminden,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03255,19.19
2019,Nienburg (Weser),Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03256,25.4
2019,Schaumburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03257,17.5
2019,Statistische Region Hannover,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ032,24.9
2019,Celle,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03351,17.78
2019,Cuxhaven,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03352,14.7
2019,Harburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03353,19.66
2019,Uelzen Lüchow-Dannenberg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03354360,15.4
2019,Lüneburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03355,15.1
2019,Osterholz,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03356,12.59
2019,Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03357,14.09
2019,Heidekreis,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03358,20.78
2019,Stade,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03359,16.67
2019,Uelzen Lüchow-Dannenberg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03354360,15.4
2019,Verden,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03361,18.92
2019,Statistische Region Lüneburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ033,16.74
2019,Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03401,32.37
2019,Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03402457,16.47
2019,Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03403,15.85
2019,Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03404,27.81
2019,Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03405,23.69
2019,Ammerland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03451,15.64
2019,Aurich,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03452,12.46
2019,Cloppenburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03453,28.8
2019,Emsland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03454,22.06
2019,Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03455462,10.82
2019,Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03456,27.0
2019,Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03402457,16.47
2019,Oldenburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03458,14.48
2019,Osnabrück,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03459,22.25
2019,Vechta,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03460,33.75
2019,Wesermarsch,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03461,11.57
2019,Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03455462,10.82
2019,Statistische Region Weser-Ems,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ034,20.71
2019,Niedersachsen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ030,21.01
2018,Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03101,24.19
2018,Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03102,34.48
2018,Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03103,35.34
2018,Gifhorn,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03151,21.83
2018,Goslar,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03153,15.02
2018,Helmstedt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03154,15.48
2018,Northeim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03155,18.08
2018,Peine,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03157,16.62
2018,Göttingen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03159,16.85
2018,Wolfenbüttel,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03158,13.66
2018,Statistische Region Braunschweig,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ031,20.69
2018,Hannover  Region,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03241,29.11
2018,dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03241001,36.16
2018,dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03241999,22.96
2018,Diepholz,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03251,16.56
2018,Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03252,28.3
2018,Hildesheim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03254,18.62
2018,Holzminden,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03255,18.96
2018,Nienburg (Weser),Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03256,21.42
2018,Schaumburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03257,16.82
2018,Statistische Region Hannover,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ032,24.74
2018,Celle,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03351,18.21
2018,Cuxhaven,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03352,14.51
2018,Harburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03353,18.43
2018,Uelzen Lüchow-Dannenberg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03354360,14.37
2018,Lüneburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03355,14.19
2018,Osterholz,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03356,9.34
2018,Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03357,17.59
2018,Heidekreis,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03358,17.1
2018,Stade,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03359,18.68
2018,Uelzen Lüchow-Dannenberg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03354360,14.37
2018,Verden,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03361,19.01
2018,Statistische Region Lüneburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ033,16.53
2018,Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03401,32.02
2018,Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03402457,19.38
2018,Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03403,15.58
2018,Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03404,24.79
2018,Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03405,28.67
2018,Ammerland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03451,14.27
2018,Aurich,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03452,11.12
2018,Cloppenburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03453,27.18
2018,Emsland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03454,25.2
2018,Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03455462,7.09
2018,Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03456,26.61
2018,Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03402457,19.38
2018,Oldenburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03458,15.16
2018,Osnabrück,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03459,21.78
2018,Vechta,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03460,31.51
2018,Wesermarsch,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03461,13.93
2018,Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03455462,7.09
2018,Statistische Region Weser-Ems,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ034,20.79
2018,Niedersachsen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ030,20.92
2017,Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03101,25.25
2017,Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03102,34.95
2017,Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03103,33.38
2017,Gifhorn,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03151,19.28
2017,Goslar,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03153,14.85
2017,Helmstedt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03154,14.26
2017,Northeim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03155,19.54
2017,Peine,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03157,17.42
2017,Göttingen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03159,18.29
2017,Wolfenbüttel,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03158,13.81
2017,Statistische Region Braunschweig,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ031,20.92
2017,Hannover  Region,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03241,29.08
2017,dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03241001,34.69
2017,dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03241999,24.18
2017,Diepholz,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03251,15.52
2017,Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03252,29.41
2017,Hildesheim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03254,19.64
2017,Holzminden,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03255,16.63
2017,Nienburg (Weser),Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03256,21.72
2017,Schaumburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03257,18.03
2017,Statistische Region Hannover,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ032,24.91
2017,Celle,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03351,19.24
2017,Cuxhaven,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03352,13.91
2017,Harburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03353,18.14
2017,Uelzen Lüchow-Dannenberg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03354360,12.23
2017,Lüneburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03355,17.36
2017,Osterholz,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03356,17.19
2017,Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03357,17.44
2017,Heidekreis,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03358,16.23
2017,Stade,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03359,18.7
2017,Uelzen Lüchow-Dannenberg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03354360,12.23
2017,Verden,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03361,17.44
2017,Statistische Region Lüneburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ033,16.95
2017,Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03401,35.66
2017,Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03402457,17.71
2017,Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03403,17.93
2017,Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03404,26.77
2017,Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03405,19.69
2017,Ammerland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03451,11.17
2017,Aurich,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03452,9.8
2017,Cloppenburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03453,28.22
2017,Emsland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03454,21.89
2017,Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03455462,8.75
2017,Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03456,23.55
2017,Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03402457,17.71
2017,Oldenburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03458,15.44
2017,Osnabrück,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03459,23.03
2017,Vechta,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03460,32.29
2017,Wesermarsch,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03461,15.04
2017,Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03455462,8.75
2017,Statistische Region Weser-Ems,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ034,20.38
2017,Niedersachsen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ030,20.97
2016,Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03101,24.47
2016,Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03102,27.2
2016,Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03103,32.87
2016,Gifhorn,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03151,21.97
2016,Goslar,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03153,13.15
2016,Helmstedt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03154,11.03
2016,Northeim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03155,20.65
2016,Peine,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03157,16.19
2016,Göttingen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03159,18.68
2016,Wolfenbüttel,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03158,12.18
2016,Statistische Region Braunschweig,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ031,20.15
2016,Hannover  Region,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03241,27.5
2016,dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03241001,32.87
2016,dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03241999,22.82
2016,Diepholz,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03251,14.8
2016,Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03252,21.99
2016,Hildesheim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03254,15.8
2016,Holzminden,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03255,16.48
2016,Nienburg (Weser),Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03256,18.94
2016,Schaumburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03257,14.49
2016,Statistische Region Hannover,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ032,22.57
2016,Celle,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03351,20.91
2016,Cuxhaven,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03352,13.05
2016,Harburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03353,14.58
2016,Uelzen Lüchow-Dannenberg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03354360,10.85
2016,Lüneburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03355,14.4
2016,Osterholz,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03356,17.16
2016,Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03357,16.4
2016,Heidekreis,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03358,14.2
2016,Stade,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03359,14.85
2016,Uelzen Lüchow-Dannenberg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03354360,10.85
2016,Verden,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03361,21.14
2016,Statistische Region Lüneburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ033,15.66
2016,Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03401,33.69
2016,Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03402457,12.52
2016,Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03403,17.34
2016,Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03404,26.84
2016,Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03405,13.67
2016,Ammerland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03451,9.38
2016,Aurich,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03452,8.22
2016,Cloppenburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03453,27.24
2016,Emsland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03454,23.04
2016,Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03455462,8.95
2016,Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03456,24.34
2016,Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03402457,12.52
2016,Oldenburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03458,12.21
2016,Osnabrück,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03459,23.86
2016,Vechta,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03460,27.68
2016,Wesermarsch,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03461,14.83
2016,Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03455462,8.95
2016,Statistische Region Weser-Ems,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ034,19.33
2016,Niedersachsen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ030,19.58
2015,Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03101,21.86
2015,Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03102,29.2
2015,Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03103,31.05
2015,Gifhorn,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03151,20.8
2015,Goslar,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03153,10.75
2015,Helmstedt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03154,15.06
2015,Northeim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03155,11.05
2015,Peine,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03157,17.68
2015,Göttingen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03159,12.7
2015,Wolfenbüttel,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03158,14.91
2015,Statistische Region Braunschweig,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ031,17.97
2015,Hannover  Region,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03241,25.57
2015,dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03241001,31.71
2015,dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03241999,20.27
2015,Diepholz,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03251,14.27
2015,Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03252,14.11
2015,Hildesheim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03254,17.18
2015,Holzminden,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03255,8.19
2015,Nienburg (Weser),Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03256,17.13
2015,Schaumburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03257,13.96
2015,Statistische Region Hannover,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ032,20.72
2015,Celle,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03351,18.38
2015,Cuxhaven,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03352,9.24
2015,Harburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03353,13.77
2015,Uelzen Lüchow-Dannenberg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03354360,10.88
2015,Lüneburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03355,15.12
2015,Osterholz,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03356,10.25
2015,Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03357,11.03
2015,Heidekreis,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03358,16.17
2015,Stade,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03359,15.68
2015,Uelzen Lüchow-Dannenberg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03354360,10.88
2015,Verden,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03361,19.28
2015,Statistische Region Lüneburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ033,14.11
2015,Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03401,30.29
2015,Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03402457,15.05
2015,Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03403,14.94
2015,Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03404,25.95
2015,Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03405,16.8
2015,Ammerland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03451,8.75
2015,Aurich,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03452,10.19
2015,Cloppenburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03453,28.57
2015,Emsland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03454,16.65
2015,Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03455462,8.39
2015,Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03456,22.94
2015,Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03402457,15.05
2015,Oldenburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03458,11.79
2015,Osnabrück,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03459,20.76
2015,Vechta,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03460,21.53
2015,Wesermarsch,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03461,12.95
2015,Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03455462,8.39
2015,Statistische Region Weser-Ems,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ034,17.81
2015,Niedersachsen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ030,17.84
2014,Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03101,19.09
2014,Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03102,27.29
2014,Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03103,33.47
2014,Gifhorn,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03151,19.62
2014,Goslar,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03153,10.72
2014,Helmstedt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03154,18.51
2014,Northeim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03155,10.4
2014,Peine,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03157,18.33
2014,Göttingen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03159,11.46
2014,Wolfenbüttel,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03158,15.28
2014,Statistische Region Braunschweig,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ031,17.4
2014,Hannover  Region,Anteil der Personen mit Migrationshintergrund im engeren Sinne,%,MZ03241,24.22
