Year,Migrationsstatus,Haushaltsnettoeinkommen,Haushaltsgröße,COMMENT_OBS,Value
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,1500 - 2000,davon mit 4 Personen,gesperrt,       
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,2000 - 2500,davon mit 4 Personen,Statistisch unsicher,9     
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,2500 - 3000,davon mit 4 Personen,,16      
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,3000 - 3500,davon mit 4 Personen,,25      
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,3500 - 4000,davon mit 4 Personen,,30      
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,4000 - 5000,davon mit 4 Personen,,51      
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,5000 und mehr,davon mit 4 Personen,,100     
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,Insgesamt,davon mit 4 Personen,,46      
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,unter 500,davon mit 4 Personen,gesperrt,       
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,500 - 1000,davon mit 4 Personen,gesperrt,       
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1000 - 1250,davon mit 4 Personen,gesperrt,       
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1250 - 1500,davon mit 4 Personen,gesperrt,       
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1500 - 2000,davon mit 4 Personen,gesperrt,       
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,2000 - 2500,davon mit 4 Personen,gesperrt,       
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,2500 - 3000,davon mit 4 Personen,gesperrt,       
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,3000 - 3500,davon mit 4 Personen,gesperrt,       
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,3500 - 4000,davon mit 4 Personen,Statistisch unsicher,6     
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,4000 - 5000,davon mit 4 Personen,Statistisch unsicher,8     
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,5000 und mehr,davon mit 4 Personen,,20      
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,Insgesamt,davon mit 4 Personen,,83      
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,unter 500,davon mit 4 Personen,gesperrt,       
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,500 - 1000,davon mit 4 Personen,gesperrt,       
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1000 - 1250,davon mit 4 Personen,gesperrt,       
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1250 - 1500,davon mit 4 Personen,gesperrt,       
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1500 - 2000,davon mit 4 Personen,gesperrt,       
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,2000 - 2500,davon mit 4 Personen,Statistisch unsicher,10    
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,2500 - 3000,davon mit 4 Personen,,13      
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,3000 - 3500,davon mit 4 Personen,,12      
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,3500 - 4000,davon mit 4 Personen,,12      
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,4000 - 5000,davon mit 4 Personen,,12      
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,5000 und mehr,davon mit 4 Personen,,14      
2023,Insgesamt,Insgesamt,davon mit 5 und mehr Personen,,163
2023,Insgesamt,unter 500,davon mit 5 und mehr Personen,gesperrt,
2023,Insgesamt,500 - 1000,davon mit 5 und mehr Personen,gesperrt,
2023,Insgesamt,1000 - 1250,davon mit 5 und mehr Personen,gesperrt,
2023,Insgesamt,1250 - 1500,davon mit 5 und mehr Personen,gesperrt,
2023,Insgesamt,1500 - 2000,davon mit 5 und mehr Personen,gesperrt,
2023,Insgesamt,2000 - 2500,davon mit 5 und mehr Personen,,12
2023,Insgesamt,2500 - 3000,davon mit 5 und mehr Personen,,14
2023,Insgesamt,3000 - 3500,davon mit 5 und mehr Personen,,15
2023,Insgesamt,3500 - 4000,davon mit 5 und mehr Personen,,17
2023,Insgesamt,4000 - 5000,davon mit 5 und mehr Personen,,30
2023,Insgesamt,5000 und mehr,davon mit 5 und mehr Personen,,69
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,Insgesamt,davon mit 5 und mehr Personen,,77
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,unter 500,davon mit 5 und mehr Personen,gesperrt,
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,500 - 1000,davon mit 5 und mehr Personen,gesperrt,
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,1000 - 1250,davon mit 5 und mehr Personen,gesperrt,
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,1250 - 1500,davon mit 5 und mehr Personen,gesperrt,
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,1500 - 2000,davon mit 5 und mehr Personen,gesperrt,
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,2000 - 2500,davon mit 5 und mehr Personen,gesperrt,
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,2500 - 3000,davon mit 5 und mehr Personen,gesperrt,
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,3000 - 3500,davon mit 5 und mehr Personen,gesperrt,
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,3500 - 4000,davon mit 5 und mehr Personen,,7
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,4000 - 5000,davon mit 5 und mehr Personen,,15
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,5000 und mehr,davon mit 5 und mehr Personen,,44
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,Insgesamt,davon mit 5 und mehr Personen,,18
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,unter 500,davon mit 5 und mehr Personen,gesperrt,
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,500 - 1000,davon mit 5 und mehr Personen,gesperrt,
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1000 - 1250,davon mit 5 und mehr Personen,gesperrt,
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1250 - 1500,davon mit 5 und mehr Personen,gesperrt,
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1500 - 2000,davon mit 5 und mehr Personen,gesperrt,
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,2000 - 2500,davon mit 5 und mehr Personen,gesperrt,
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,2500 - 3000,davon mit 5 und mehr Personen,gesperrt,
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,3000 - 3500,davon mit 5 und mehr Personen,gesperrt,
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,3500 - 4000,davon mit 5 und mehr Personen,gesperrt,
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,4000 - 5000,davon mit 5 und mehr Personen,gesperrt,
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,5000 und mehr,davon mit 5 und mehr Personen,,8
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,Insgesamt,davon mit 5 und mehr Personen,,68
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,unter 500,davon mit 5 und mehr Personen,gesperrt,
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,500 - 1000,davon mit 5 und mehr Personen,gesperrt,
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1000 - 1250,davon mit 5 und mehr Personen,gesperrt,
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1250 - 1500,davon mit 5 und mehr Personen,gesperrt,
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1500 - 2000,davon mit 5 und mehr Personen,gesperrt,
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,2000 - 2500,davon mit 5 und mehr Personen,,10
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,2500 - 3000,davon mit 5 und mehr Personen,,9
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,3000 - 3500,davon mit 5 und mehr Personen,,10
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,3500 - 4000,davon mit 5 und mehr Personen,,8
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,4000 - 5000,davon mit 5 und mehr Personen,,10
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,5000 und mehr,davon mit 5 und mehr Personen,,16
2022,Insgesamt,Insgesamt,davon mit 5 und mehr Personen,,164
2022,Insgesamt,unter 500,davon mit 5 und mehr Personen,gesperrt,
2022,Insgesamt,500 - 1000,davon mit 5 und mehr Personen,gesperrt,
2022,Insgesamt,1000 - 1250,davon mit 5 und mehr Personen,gesperrt,
2022,Insgesamt,1250 - 1500,davon mit 5 und mehr Personen,gesperrt,
2022,Insgesamt,1500 - 2000,davon mit 5 und mehr Personen,,8
2022,Insgesamt,2000 - 2500,davon mit 5 und mehr Personen,,11
2022,Insgesamt,2500 - 3000,davon mit 5 und mehr Personen,,16
2022,Insgesamt,3000 - 3500,davon mit 5 und mehr Personen,,17
2022,Insgesamt,3500 - 4000,davon mit 5 und mehr Personen,,17
2022,Insgesamt,4000 - 5000,davon mit 5 und mehr Personen,,28
2022,Insgesamt,5000 und mehr,davon mit 5 und mehr Personen,,63
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,Insgesamt,davon mit 5 und mehr Personen,,77
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,unter 500,davon mit 5 und mehr Personen,gesperrt,
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,500 - 1000,davon mit 5 und mehr Personen,gesperrt,
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,1000 - 1250,davon mit 5 und mehr Personen,gesperrt,
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,1250 - 1500,davon mit 5 und mehr Personen,gesperrt,
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,1500 - 2000,davon mit 5 und mehr Personen,gesperrt,
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,2000 - 2500,davon mit 5 und mehr Personen,gesperrt,
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,2500 - 3000,davon mit 5 und mehr Personen,gesperrt,
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,3000 - 3500,davon mit 5 und mehr Personen,,7
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,3500 - 4000,davon mit 5 und mehr Personen,,7
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,4000 - 5000,davon mit 5 und mehr Personen,,14
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,5000 und mehr,davon mit 5 und mehr Personen,,40
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,Insgesamt,davon mit 5 und mehr Personen,,18
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,unter 500,davon mit 5 und mehr Personen,gesperrt,
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,500 - 1000,davon mit 5 und mehr Personen,gesperrt,
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1000 - 1250,davon mit 5 und mehr Personen,gesperrt,
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1250 - 1500,davon mit 5 und mehr Personen,gesperrt,
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1500 - 2000,davon mit 5 und mehr Personen,gesperrt,
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,2000 - 2500,davon mit 5 und mehr Personen,gesperrt,
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,2500 - 3000,davon mit 5 und mehr Personen,gesperrt,
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,3000 - 3500,davon mit 5 und mehr Personen,gesperrt,
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,3500 - 4000,davon mit 5 und mehr Personen,gesperrt,
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,4000 - 5000,davon mit 5 und mehr Personen,gesperrt,
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,5000 und mehr,davon mit 5 und mehr Personen,,9
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,Insgesamt,davon mit 5 und mehr Personen,,69
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,unter 500,davon mit 5 und mehr Personen,gesperrt,
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,500 - 1000,davon mit 5 und mehr Personen,gesperrt,
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1000 - 1250,davon mit 5 und mehr Personen,gesperrt,
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1250 - 1500,davon mit 5 und mehr Personen,gesperrt,
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1500 - 2000,davon mit 5 und mehr Personen,gesperrt,
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,2000 - 2500,davon mit 5 und mehr Personen,,8
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,2500 - 3000,davon mit 5 und mehr Personen,,11
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,3000 - 3500,davon mit 5 und mehr Personen,,9
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,3500 - 4000,davon mit 5 und mehr Personen,,8
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,4000 - 5000,davon mit 5 und mehr Personen,,10
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,5000 und mehr,davon mit 5 und mehr Personen,,14
2021,Insgesamt,Insgesamt,davon mit 5 und mehr Personen,,152     
2021,Insgesamt,unter 500,davon mit 5 und mehr Personen,gesperrt,       
2021,Insgesamt,500 - 1000,davon mit 5 und mehr Personen,gesperrt,       
2021,Insgesamt,1000 - 1250,davon mit 5 und mehr Personen,gesperrt,       
2021,Insgesamt,1250 - 1500,davon mit 5 und mehr Personen,gesperrt,       
2021,Insgesamt,1500 - 2000,davon mit 5 und mehr Personen,Statistisch unsicher,10    
2021,Insgesamt,2000 - 2500,davon mit 5 und mehr Personen,,12      
2021,Insgesamt,2500 - 3000,davon mit 5 und mehr Personen,,15      
2021,Insgesamt,3000 - 3500,davon mit 5 und mehr Personen,,17      
2021,Insgesamt,3500 - 4000,davon mit 5 und mehr Personen,,17      
2021,Insgesamt,4000 - 5000,davon mit 5 und mehr Personen,,28      
2021,Insgesamt,5000 und mehr,davon mit 5 und mehr Personen,,51      
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,Insgesamt,davon mit 5 und mehr Personen,,71      
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,unter 500,davon mit 5 und mehr Personen,gesperrt,       
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,500 - 1000,davon mit 5 und mehr Personen,gesperrt,       
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,1000 - 1250,davon mit 5 und mehr Personen,gesperrt,       
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,1250 - 1500,davon mit 5 und mehr Personen,gesperrt,       
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,1500 - 2000,davon mit 5 und mehr Personen,gesperrt,       
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,2000 - 2500,davon mit 5 und mehr Personen,gesperrt,       
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,2500 - 3000,davon mit 5 und mehr Personen,gesperrt,       
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,3000 - 3500,davon mit 5 und mehr Personen,Statistisch unsicher,6     
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,3500 - 4000,davon mit 5 und mehr Personen,Statistisch unsicher,9     
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,4000 - 5000,davon mit 5 und mehr Personen,,15      
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,5000 und mehr,davon mit 5 und mehr Personen,,32      
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,Insgesamt,davon mit 5 und mehr Personen,,16      
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,unter 500,davon mit 5 und mehr Personen,gesperrt,       
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,500 - 1000,davon mit 5 und mehr Personen,gesperrt,       
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1000 - 1250,davon mit 5 und mehr Personen,gesperrt,       
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1250 - 1500,davon mit 5 und mehr Personen,gesperrt,       
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1500 - 2000,davon mit 5 und mehr Personen,gesperrt,       
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,2000 - 2500,davon mit 5 und mehr Personen,gesperrt,       
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,2500 - 3000,davon mit 5 und mehr Personen,gesperrt,       
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,3000 - 3500,davon mit 5 und mehr Personen,gesperrt,       
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,3500 - 4000,davon mit 5 und mehr Personen,gesperrt,       
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,4000 - 5000,davon mit 5 und mehr Personen,gesperrt,       
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,5000 und mehr,davon mit 5 und mehr Personen,Statistisch unsicher,7     
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,Insgesamt,davon mit 5 und mehr Personen,,64      
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,unter 500,davon mit 5 und mehr Personen,gesperrt,       
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,500 - 1000,davon mit 5 und mehr Personen,gesperrt,       
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1000 - 1250,davon mit 5 und mehr Personen,gesperrt,       
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1250 - 1500,davon mit 5 und mehr Personen,gesperrt,       
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1500 - 2000,davon mit 5 und mehr Personen,Statistisch unsicher,8     
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,2000 - 2500,davon mit 5 und mehr Personen,Statistisch unsicher,8     
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,2500 - 3000,davon mit 5 und mehr Personen,Statistisch unsicher,9     
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,3000 - 3500,davon mit 5 und mehr Personen,Statistisch unsicher,8     
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,3500 - 4000,davon mit 5 und mehr Personen,Statistisch unsicher,6     
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,4000 - 5000,davon mit 5 und mehr Personen,Statistisch unsicher,10    
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,5000 und mehr,davon mit 5 und mehr Personen,,11      
