Year,Gebietseinheit,Erreichter Schulabschluss,Berufsbildende Schule,Nationalität,Units,Value
2013,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Deutsche,Prozent,
2013,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Deutsche,Prozent,49.3
2013,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Deutsche,Prozent,24.4
2013,Niedersachsen,Insgesamt,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,34.4
2013,Niedersachsen,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,
2013,Niedersachsen,Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,0.2
2013,Niedersachsen,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,14.8
2013,Niedersachsen,Realschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,33.0
2013,Niedersachsen,Hauptschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,85.7
2013,Niedersachsen,Erfolgreicher Besuch,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,46.2
2013,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,
2013,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,54.7
2013,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,25.1
2012,Niedersachsen,Insgesamt,Berufsfachschule,Deutsche,Prozent,28.7
2012,Niedersachsen,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Deutsche,Prozent,
2012,Niedersachsen,Fachhochschulreife,Berufsfachschule,Deutsche,Prozent,4.1
2012,Niedersachsen,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Deutsche,Prozent,36.0
2012,Niedersachsen,Realschulabschluss,Berufsfachschule,Deutsche,Prozent,19.8
2012,Niedersachsen,Hauptschulabschluss,Berufsfachschule,Deutsche,Prozent,85.7
2012,Niedersachsen,Erfolgreicher Besuch,Berufsfachschule,Deutsche,Prozent,32.9
2012,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Deutsche,Prozent,
2012,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Deutsche,Prozent,46.0
2012,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Deutsche,Prozent,24.6
2012,Niedersachsen,Insgesamt,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,34.7
2012,Niedersachsen,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,
2012,Niedersachsen,Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,2.9
2012,Niedersachsen,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,26.8
2012,Niedersachsen,Realschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,41.1
2012,Niedersachsen,Hauptschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,90.9
2012,Niedersachsen,Erfolgreicher Besuch,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,44.9
2012,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,
2012,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,52.0
2012,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,26.1
2011,Niedersachsen,Insgesamt,Berufsfachschule,Deutsche,Prozent,30.0
2011,Niedersachsen,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Deutsche,Prozent,
2011,Niedersachsen,Fachhochschulreife,Berufsfachschule,Deutsche,Prozent,3.7
2011,Niedersachsen,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Deutsche,Prozent,39.7
2011,Niedersachsen,Realschulabschluss,Berufsfachschule,Deutsche,Prozent,20.1
2011,Niedersachsen,Hauptschulabschluss,Berufsfachschule,Deutsche,Prozent,71.2
2011,Niedersachsen,Erfolgreicher Besuch,Berufsfachschule,Deutsche,Prozent,34.3
2011,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Deutsche,Prozent,
2011,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Deutsche,Prozent,48.7
2011,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Deutsche,Prozent,25.3
2011,Niedersachsen,Insgesamt,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,36.7
2011,Niedersachsen,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,
2011,Niedersachsen,Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,2.4
2011,Niedersachsen,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,41.2
2011,Niedersachsen,Realschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,41.8
2011,Niedersachsen,Hauptschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,73.3
2011,Niedersachsen,Erfolgreicher Besuch,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,44.7
2011,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,
2011,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,54.0
2011,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Ausländerinnen und Ausländer,Prozent,29.7
2021,Niedersachsen,Insgesamt,Fachoberschule,Deutsche,Prozent,8.5
2021,Niedersachsen,Allgemeine Hochschulreife¹⁾,Fachoberschule,Deutsche,Prozent,
2021,Niedersachsen,Fachhochschulreife,Fachoberschule,Deutsche,Prozent,59.6
2021,Niedersachsen,Schulischer Teil der Fachhochschulreife,Fachoberschule,Deutsche,Prozent,
2021,Niedersachsen,Realschulabschluss,Fachoberschule,Deutsche,Prozent,
2021,Niedersachsen,Hauptschulabschluss,Fachoberschule,Deutsche,Prozent,
2021,Niedersachsen,Erfolgreicher Besuch,Fachoberschule,Deutsche,Prozent,
2021,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Deutsche,Prozent,
2021,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Deutsche,Prozent,10.1
2021,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Deutsche,Prozent,9.9
2021,Niedersachsen,Insgesamt,Fachoberschule,Ausländerinnen und Ausländer,Prozent,5.6
2021,Niedersachsen,Allgemeine Hochschulreife¹⁾,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2021,Niedersachsen,Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Prozent,84.9
2021,Niedersachsen,Schulischer Teil der Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2021,Niedersachsen,Realschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2021,Niedersachsen,Hauptschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2021,Niedersachsen,Erfolgreicher Besuch,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2021,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2021,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Ausländerinnen und Ausländer,Prozent,4.6
2021,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Ausländerinnen und Ausländer,Prozent,7.4
2020,Niedersachsen,Insgesamt,Fachoberschule,Deutsche,Prozent,8.6
2020,Niedersachsen,Allgemeine Hochschulreife¹⁾,Fachoberschule,Deutsche,Prozent,
2020,Niedersachsen,Fachhochschulreife,Fachoberschule,Deutsche,Prozent,59.9
2020,Niedersachsen,Schulischer Teil der Fachhochschulreife,Fachoberschule,Deutsche,Prozent,
2020,Niedersachsen,Realschulabschluss,Fachoberschule,Deutsche,Prozent,
2020,Niedersachsen,Hauptschulabschluss,Fachoberschule,Deutsche,Prozent,
2020,Niedersachsen,Erfolgreicher Besuch,Fachoberschule,Deutsche,Prozent,
2020,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Deutsche,Prozent,
2020,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Deutsche,Prozent,8.5
2020,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Deutsche,Prozent,9.2
2020,Niedersachsen,Insgesamt,Fachoberschule,Ausländerinnen und Ausländer,Prozent,4.5
2020,Niedersachsen,Allgemeine Hochschulreife¹⁾,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2020,Niedersachsen,Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Prozent,79.4
2020,Niedersachsen,Schulischer Teil der Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2020,Niedersachsen,Realschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2020,Niedersachsen,Hauptschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2020,Niedersachsen,Erfolgreicher Besuch,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2020,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2020,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Ausländerinnen und Ausländer,Prozent,4.3
2020,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Ausländerinnen und Ausländer,Prozent,5.7
2019,Niedersachsen,Insgesamt,Fachoberschule,Deutsche,Prozent,8.7
2019,Niedersachsen,Allgemeine Hochschulreife¹⁾,Fachoberschule,Deutsche,Prozent,
2019,Niedersachsen,Fachhochschulreife,Fachoberschule,Deutsche,Prozent,60.1
2019,Niedersachsen,Schulischer Teil der Fachhochschulreife,Fachoberschule,Deutsche,Prozent,
2019,Niedersachsen,Realschulabschluss,Fachoberschule,Deutsche,Prozent,
2019,Niedersachsen,Hauptschulabschluss,Fachoberschule,Deutsche,Prozent,
2019,Niedersachsen,Erfolgreicher Besuch,Fachoberschule,Deutsche,Prozent,
2019,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Deutsche,Prozent,
2019,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Deutsche,Prozent,10.0
2019,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Deutsche,Prozent,10.0
2019,Niedersachsen,Insgesamt,Fachoberschule,Ausländerinnen und Ausländer,Prozent,4.5
2019,Niedersachsen,Allgemeine Hochschulreife¹⁾,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2019,Niedersachsen,Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Prozent,81.8
2019,Niedersachsen,Schulischer Teil der Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2019,Niedersachsen,Realschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2019,Niedersachsen,Hauptschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2019,Niedersachsen,Erfolgreicher Besuch,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2019,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2019,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Ausländerinnen und Ausländer,Prozent,5.3
2019,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Ausländerinnen und Ausländer,Prozent,5.3
2018,Niedersachsen,Insgesamt,Fachoberschule,Deutsche,Prozent,9.3
2018,Niedersachsen,Allgemeine Hochschulreife¹⁾,Fachoberschule,Deutsche,Prozent,
2018,Niedersachsen,Fachhochschulreife,Fachoberschule,Deutsche,Prozent,62.4
2018,Niedersachsen,Schulischer Teil der Fachhochschulreife,Fachoberschule,Deutsche,Prozent,
2018,Niedersachsen,Realschulabschluss,Fachoberschule,Deutsche,Prozent,
2018,Niedersachsen,Hauptschulabschluss,Fachoberschule,Deutsche,Prozent,
2018,Niedersachsen,Erfolgreicher Besuch,Fachoberschule,Deutsche,Prozent,
2018,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Deutsche,Prozent,
2018,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Deutsche,Prozent,9.4
2018,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Deutsche,Prozent,10.1
2018,Niedersachsen,Insgesamt,Fachoberschule,Ausländerinnen und Ausländer,Prozent,4.9
2018,Niedersachsen,Allgemeine Hochschulreife¹⁾,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2018,Niedersachsen,Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Prozent,81.5
2018,Niedersachsen,Schulischer Teil der Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2018,Niedersachsen,Realschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2018,Niedersachsen,Hauptschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2018,Niedersachsen,Erfolgreicher Besuch,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2018,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2018,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Ausländerinnen und Ausländer,Prozent,5.9
2018,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Ausländerinnen und Ausländer,Prozent,5.7
2017,Niedersachsen,Insgesamt,Fachoberschule,Deutsche,Prozent,9.3
2017,Niedersachsen,Allgemeine Hochschulreife¹⁾,Fachoberschule,Deutsche,Prozent,
2017,Niedersachsen,Fachhochschulreife,Fachoberschule,Deutsche,Prozent,62.8
2017,Niedersachsen,Schulischer Teil der Fachhochschulreife,Fachoberschule,Deutsche,Prozent,
2017,Niedersachsen,Realschulabschluss,Fachoberschule,Deutsche,Prozent,
2017,Niedersachsen,Hauptschulabschluss,Fachoberschule,Deutsche,Prozent,
2017,Niedersachsen,Erfolgreicher Besuch,Fachoberschule,Deutsche,Prozent,
2017,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Deutsche,Prozent,
2017,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Deutsche,Prozent,9.9
2017,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Deutsche,Prozent,9.5
2017,Niedersachsen,Insgesamt,Fachoberschule,Ausländerinnen und Ausländer,Prozent,5.2
2017,Niedersachsen,Allgemeine Hochschulreife¹⁾,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2017,Niedersachsen,Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Prozent,87.3
2017,Niedersachsen,Schulischer Teil der Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2017,Niedersachsen,Realschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2017,Niedersachsen,Hauptschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2017,Niedersachsen,Erfolgreicher Besuch,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2017,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2017,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Ausländerinnen und Ausländer,Prozent,8.1
2017,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Ausländerinnen und Ausländer,Prozent,5.9
2016,Niedersachsen,Insgesamt,Fachoberschule,Deutsche,Prozent,9.5
2016,Niedersachsen,Allgemeine Hochschulreife¹⁾,Fachoberschule,Deutsche,Prozent,
2016,Niedersachsen,Fachhochschulreife,Fachoberschule,Deutsche,Prozent,64.9
2016,Niedersachsen,Schulischer Teil der Fachhochschulreife,Fachoberschule,Deutsche,Prozent,
2016,Niedersachsen,Realschulabschluss,Fachoberschule,Deutsche,Prozent,
2016,Niedersachsen,Hauptschulabschluss,Fachoberschule,Deutsche,Prozent,
2016,Niedersachsen,Erfolgreicher Besuch,Fachoberschule,Deutsche,Prozent,
2016,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Deutsche,Prozent,
2016,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Deutsche,Prozent,8.5
2016,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Deutsche,Prozent,10.2
2016,Niedersachsen,Insgesamt,Fachoberschule,Ausländerinnen und Ausländer,Prozent,8.2
2016,Niedersachsen,Allgemeine Hochschulreife¹⁾,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2016,Niedersachsen,Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Prozent,86.6
2016,Niedersachsen,Schulischer Teil der Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2016,Niedersachsen,Realschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2016,Niedersachsen,Hauptschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2016,Niedersachsen,Erfolgreicher Besuch,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2016,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2016,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Ausländerinnen und Ausländer,Prozent,9.8
2016,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Ausländerinnen und Ausländer,Prozent,8.5
2015,Niedersachsen,Insgesamt,Fachoberschule,Deutsche,Prozent,9.4
2015,Niedersachsen,Allgemeine Hochschulreife¹⁾,Fachoberschule,Deutsche,Prozent,
2015,Niedersachsen,Fachhochschulreife,Fachoberschule,Deutsche,Prozent,64.2
2015,Niedersachsen,Schulischer Teil der Fachhochschulreife,Fachoberschule,Deutsche,Prozent,
2015,Niedersachsen,Realschulabschluss,Fachoberschule,Deutsche,Prozent,
2015,Niedersachsen,Hauptschulabschluss,Fachoberschule,Deutsche,Prozent,
2015,Niedersachsen,Erfolgreicher Besuch,Fachoberschule,Deutsche,Prozent,
2015,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Deutsche,Prozent,
2015,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Deutsche,Prozent,7.3
2015,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Deutsche,Prozent,10.3
2015,Niedersachsen,Insgesamt,Fachoberschule,Ausländerinnen und Ausländer,Prozent,8.2
2015,Niedersachsen,Allgemeine Hochschulreife¹⁾,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2015,Niedersachsen,Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Prozent,82.9
2015,Niedersachsen,Schulischer Teil der Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2015,Niedersachsen,Realschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2015,Niedersachsen,Hauptschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2015,Niedersachsen,Erfolgreicher Besuch,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2015,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2015,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Ausländerinnen und Ausländer,Prozent,7.3
2015,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Ausländerinnen und Ausländer,Prozent,12.8
2014,Niedersachsen,Insgesamt,Fachoberschule,Deutsche,Prozent,9.1
2014,Niedersachsen,Allgemeine Hochschulreife¹⁾,Fachoberschule,Deutsche,Prozent,
2014,Niedersachsen,Fachhochschulreife,Fachoberschule,Deutsche,Prozent,66.5
2014,Niedersachsen,Schulischer Teil der Fachhochschulreife,Fachoberschule,Deutsche,Prozent,
2014,Niedersachsen,Realschulabschluss,Fachoberschule,Deutsche,Prozent,
2014,Niedersachsen,Hauptschulabschluss,Fachoberschule,Deutsche,Prozent,
2014,Niedersachsen,Erfolgreicher Besuch,Fachoberschule,Deutsche,Prozent,
2014,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Deutsche,Prozent,
2014,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Deutsche,Prozent,7.1
2014,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Deutsche,Prozent,9.5
2014,Niedersachsen,Insgesamt,Fachoberschule,Ausländerinnen und Ausländer,Prozent,10.1
2014,Niedersachsen,Allgemeine Hochschulreife¹⁾,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2014,Niedersachsen,Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Prozent,87.2
2014,Niedersachsen,Schulischer Teil der Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2014,Niedersachsen,Realschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2014,Niedersachsen,Hauptschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2014,Niedersachsen,Erfolgreicher Besuch,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2014,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2014,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Ausländerinnen und Ausländer,Prozent,7.8
2014,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Ausländerinnen und Ausländer,Prozent,12.6
2013,Niedersachsen,Insgesamt,Fachoberschule,Deutsche,Prozent,9.4
2013,Niedersachsen,Allgemeine Hochschulreife¹⁾,Fachoberschule,Deutsche,Prozent,
2013,Niedersachsen,Fachhochschulreife,Fachoberschule,Deutsche,Prozent,67.0
2013,Niedersachsen,Schulischer Teil der Fachhochschulreife,Fachoberschule,Deutsche,Prozent,
2013,Niedersachsen,Realschulabschluss,Fachoberschule,Deutsche,Prozent,
2013,Niedersachsen,Hauptschulabschluss,Fachoberschule,Deutsche,Prozent,
2013,Niedersachsen,Erfolgreicher Besuch,Fachoberschule,Deutsche,Prozent,
2013,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Deutsche,Prozent,
2013,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Deutsche,Prozent,7.6
2013,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Deutsche,Prozent,9.6
2013,Niedersachsen,Insgesamt,Fachoberschule,Ausländerinnen und Ausländer,Prozent,9.4
2013,Niedersachsen,Allgemeine Hochschulreife¹⁾,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2013,Niedersachsen,Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Prozent,85.6
2013,Niedersachsen,Schulischer Teil der Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2013,Niedersachsen,Realschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2013,Niedersachsen,Hauptschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2013,Niedersachsen,Erfolgreicher Besuch,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2013,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2013,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Ausländerinnen und Ausländer,Prozent,7.6
2013,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Ausländerinnen und Ausländer,Prozent,13.8
2012,Niedersachsen,Insgesamt,Fachoberschule,Deutsche,Prozent,9.3
2012,Niedersachsen,Allgemeine Hochschulreife¹⁾,Fachoberschule,Deutsche,Prozent,
2012,Niedersachsen,Fachhochschulreife,Fachoberschule,Deutsche,Prozent,61.4
2012,Niedersachsen,Schulischer Teil der Fachhochschulreife,Fachoberschule,Deutsche,Prozent,
2012,Niedersachsen,Realschulabschluss,Fachoberschule,Deutsche,Prozent,
2012,Niedersachsen,Hauptschulabschluss,Fachoberschule,Deutsche,Prozent,
2012,Niedersachsen,Erfolgreicher Besuch,Fachoberschule,Deutsche,Prozent,
2012,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Deutsche,Prozent,
2012,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Deutsche,Prozent,11.2
2012,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Deutsche,Prozent,8.4
2012,Niedersachsen,Insgesamt,Fachoberschule,Ausländerinnen und Ausländer,Prozent,10.0
2012,Niedersachsen,Allgemeine Hochschulreife¹⁾,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2012,Niedersachsen,Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Prozent,80.0
2012,Niedersachsen,Schulischer Teil der Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2012,Niedersachsen,Realschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2012,Niedersachsen,Hauptschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2012,Niedersachsen,Erfolgreicher Besuch,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2012,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Ausländerinnen und Ausländer,Prozent,
2012,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Ausländerinnen und Ausländer,Prozent,10.1
2012,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Ausländerinnen und Ausländer,Prozent,11.5
2011,Niedersachsen,Insgesamt,Fachoberschule,Deutsche,Prozent,9.0
2011,Niedersachsen,Allgemeine Hochschulreife¹⁾,Fachoberschule,Deutsche,Prozent,
2011,Niedersachsen,Fachhochschulreife,Fachoberschule,Deutsche,Prozent,63.2
2011,Niedersachsen,Schulischer Teil der Fachhochschulreife,Fachoberschule,Deutsche,Prozent,
